DOI;Endbetrag (Euro);Institution;Period;opt_out
10.1007/s10639-021-10574-4;2750;KIT;2021;
10.1007/s00454-021-00323-2;2750;KIT;2021;
10.1007/s00023-021-01144-y;2750;KIT;2021;
10.1007/s12599-021-00684-1;2750;KIT;2021;
10.1007/s10010-021-00544-0;2750;KIT;2021;
10.1007/s10758-021-09569-4;2750;KIT;2021;
10.1007/s11569-021-00388-6;917;KIT;2021;
10.1007/s00371-021-02345-6;2750;KIT;2021;
10.1007/s12662-021-00716-8;2750;KIT;2021;
10.1007/s11581-021-03961-x;2750;KIT;2021;
10.1007/s12553-021-00541-x;2750;KIT;2021;
10.1007/s10010-021-00546-y;2750;KIT;2021;
10.1557/s43578-020-00050-z;2750;KIT;2021;
10.1007/s12662-021-00782-y;2750;KIT;2021;
10.1007/s12599-021-00689-w;2750;KIT;2021;
10.1007/s00039-021-00588-y;2750;KIT;2021;
10.1007/s12268-021-1644-y;2750;KIT;2021;
10.1007/s12599-021-00705-z;917;KIT;2021;
10.1007/s10668-021-01530-w;2750;KIT;2021;
10.1007/s10443-021-09934-7;2750;KIT;2021;
10.1007/s00767-021-00493-z;917;KIT;2021;
10.1007/s00107-021-01668-4;2750;KIT;2021;
10.1007/s12268-021-1598-0;2750;KIT;2021;
