period;doi;publisher;journal_full_title;euro;is_hybrid;institution
2021;10.1038/s41598-021-81543-7;Springer Nature;Scientific Reports;1.837,00;FALSE;TU Dresden
2021;10.1186/s13638-021-01892-9;Springer Nature;EURASIP Journal on Wireless Communications and Networking;1.271,06;FALSE;TU Dresden
2021;10.1186/s12544-021-00469-3;Springer Nature;European Transport Research Review;1.182,38;FALSE;TU Dresden
2021;10.3389/fcell.2021.637725;Frontiers;Frontiers in Cell and Developmental Biology;1.644,52;FALSE;TU Dresden
2021;10.1002/acn3.51340;Wiley;Annals of Clinical and Translational Neurology;2.284,80;FALSE;TU Dresden
2021;10.1002/1878-0261.12949;Wiley;Molecular Oncology;3.094,00;FALSE;TU Dresden
2021;10.5194/egqsj-70-171-2021;Copernicus Publications;E&G Quaternary Science Journal;1.142,40;FALSE;TU Dresden
2021;10.1177/2041669521989731;Sage Publications;i-Perception;581,49;FALSE;TU Dresden
2021;10.1186/s40359-021-00512-x;Springer Nature;BMC Psychology;1.009,12;FALSE;TU Dresden
2021;10.1088/1367-2630/abdb70;Institute of Physics Publishing;New Journal of Physics ;1.454,78;FALSE;TU Dresden
2021;10.3390/soc11010020;MDPI;Societies;1.299,77;FALSE;TU Dresden
2021;10.3390/biom11030346;MDPI;Biomolecules;1.733,02;FALSE;TU Dresden
2021;10.3390/polym13040590;MDPI;Polymers;1.906,32;FALSE;TU Dresden
2021;10.1186/s13023-021-01826-0;Springer Nature;Orphanet Journal of Rare Diseases;2.065,84;FALSE;TU Dresden
2021;10.1302/1863-2548.15.210010;The British Editorial Society of Bone & Joint Surgery;Journal of Children's Orthopaedics;1.999,20;FALSE;TU Dresden
2021;10.3390/jcm10050996;MDPI;"Journal of Clinical Medicine";1.906,32;FALSE;TU Dresden
2021;10.3390/su13041700;MDPI;Sustainability;1.646,37;FALSE;TU Dresden
2021;10.1038/s41699-021-00203-6;Springer Nature;npj 2D Materials and Applications;2.679,45;FALSE;TU Dresden
2021;10.1109/ACCESS.2021.3053714;IEEE;IEEE Access;1.500,86;FALSE;TU Dresden
2021;10.3389/fphys.2021.630390;Frontiers;Frontiers in Physiology;1.999,20;FALSE;TU Dresden
2021;10.3389/frai.2021.530937;Frontiers;Frontiers in Artificial Intelligence;844,48;FALSE;TU Dresden
2021;10.3389/fneur.2021.650530;Frontiers;Frontiers in Neurology;1.999,20;FALSE;TU Dresden
2021;10.3389/fnins.2021.651452;Frontiers;Frontiers in Neuroscience;1.999,20;FALSE;TU Dresden
2021;10.3389/fpls.2021.642598;Frontiers;Frontiers in Plant Science;1.999,20;FALSE;TU Dresden
2021;10.3389/fnano.2021.633026;Frontiers;Frontiers in Nanotechnology;664,47;FALSE;TU Dresden
2021;10.3389/fpsyg.2021.649848;Frontiers;Frontiers in Psychology;1.999,20;FALSE;TU Dresden
2021;10.3389/fcell.2021.645704;Frontiers;Frontiers in Cell and Developmental Biology;1.999,20;FALSE;TU Dresden
2021;10.3389/frwa.2021.628955;Frontiers;Frontiers in Water;1.022,27;FALSE;TU Dresden
2021;10.3389/fpsyt.2021.644553;Frontiers;Frontiers in Psychiatry;1.999,20;FALSE;TU Dresden
2021;10.3390/catal11020207;MDPI;Catalysts;1.733,02;FALSE;TU Dresden
2021;10.2196/27156;JMIR Publications;JMIR Human Factors;1.489,34;FALSE;TU Dresden
2021;10.1186/s12871-021-01264-2;Springer Nature;BMC Anesthesiology;1.894,48;FALSE;TU Dresden
2021;10.3389/fped.2021.654112;Frontiers;Frontiers in Pediatrics;1.644,52;FALSE;TU Dresden
2021;10.1093/jhps/hnab063;Oxford University Press;Journal of Hip Preservation Surgery;1.689,80;FALSE;TU Dresden
2021;10.3390/cells10030617;MDPI;Cells;1.733,02;FALSE;TU Dresden
2021;10.1038/s41467-021-21427-6;Springer Nature;Nature Communications;3.451,00;FALSE;TU Dresden
2021;10.3390/cancers13061351;MDPI;Cancers;1.906,32;FALSE;TU Dresden
2021;10.1002/hbm.25469;Wiley;Human Brain Mapping;2.856,00;FALSE;TU Dresden
2021;10.1186/s12903-021-01420-7;Springer Nature;BMC Oral Health;1.842,55;FALSE;TU Dresden
2021;10.3390/en14061639;MDPI;Energies;1.733,02;FALSE;TU Dresden
2021;10.3389/fonc.2021.666014;Frontiers;Frontiers in Oncology;1.644,52;FALSE;TU Dresden
2021;10.1093/nar/gkab082;Oxford University Press;Nucleic Acid Research;1.999,20;FALSE;TU Dresden
2021;10.1371/journal.pone.0255800;Public Library of Science;PLOS ONE;1.705,75;FALSE;TU Dresden
2021;10.1371/journal.pone.0251260;Public Library of Science;PLOS ONE;1.647,38;FALSE;TU Dresden
2021;10.3389/fpls.2021.661522;Frontiers;Frontiers in Plant Science;1.704,52;FALSE;TU Dresden
2021;10.3389/fneur.2021.660373;Frontiers;Frontiers in Neurology;1.999,20;FALSE;TU Dresden
2021;10.3390/su13041974;MDPI;Sustainability;1.646,37;FALSE;TU Dresden
2021;10.3390/cancers13071573;MDPI;Cancers;1.906,32;FALSE;TU Dresden
2021;10.1038/s41598-021-83328-4;Springer Nature;Scientific Reports;1.837,00;FALSE;TU Dresden
2021;10.1038/s41398-021-01293-y;Springer Nature;Translational Psychiatry;3.451,00;FALSE;TU Dresden
2021;10.5334/joc.150;Ubiquity Press;Journal of Cognition;1.368,50;FALSE;TU Dresden
2021;10.3390/polym13050679;MDPI;Polymers;1.906,32;FALSE;TU Dresden
2021;10.1186/s13550-021-00758-x;Springer Nature;EJNMMI Research;2.180,08;FALSE;TU Dresden
2021;10.1021/acsomega.1c00589;American Chemical Society;ACS Omega;1.262,30;FALSE;TU Dresden
2021;10.3390/ijms22052451;MDPI;International journal of molecular sciences;1.733,02;FALSE;TU Dresden
2021;10.3390/ijms22052651;MDPI;International Journal of Molecular Sciences;1.733,02;FALSE;TU Dresden
2021;10.3390/ijms22063171;MDPI;International Journal of Molecular Sciences;1.733,02;FALSE;TU Dresden
2021;10.3390/ma14051225;MDPI;Materials;1.733,02;FALSE;TU Dresden
2021;10.1186/s12884-021-03988-y;Springer Nature;BMC Pregnancy and Childbirth;1.842,55;FALSE;TU Dresden
2021;10.1109/ACCESS.2021.3049301;IEEE;IEEE Access;1.500,86;FALSE;TU Dresden
2021;10.3389/fpsyt.2021.655079;Frontiers;Frontiers in Psychiatry;986,71;FALSE;TU Dresden
2021;10.1136/bmjopen-2021-049876;BMJ;BMJ Open;1.760,65;FALSE;TU Dresden
2021;10.3390/ma14071756;MDPI;Materials;1.733,02;FALSE;TU Dresden
2021;10.1186/s40345-021-00221-9;Springer Nature;International Journal of Bipolar Disorders;1.763,72;FALSE;TU Dresden
2021;10.1109/OJCAS.2021.3058654;IEEE;IEEE Open Journal of Circuits and Systems;1.500,86;FALSE;TU Dresden
2021;10.3389/fpsyt.2021.659773;Frontiers;Frontiers in Psychiatry;1.999,20;FALSE;TU Dresden
2021;10.3389/fimmu.2021.665208;Frontiers;Frontiers in Immunology;1.999,20;FALSE;TU Dresden
2021;10.3389/fpsyg.2021.667577;Frontiers;Frontiers in Psychology;1.999,20;FALSE;TU Dresden
2021;10.1016/j.omsc.2021.100209;Elsevier;Oral and Maxillofacial Surgery Cases;470,00;FALSE;TU Dresden
2021;10.2478/aut-2021-0013;Autex;Autex Research Journal;1.309,00;FALSE;TU Dresden
2021;10.1002/2211-5463.13131;Wiley;FEBS Open Bio;1.380,40;FALSE;TU Dresden
2021;10.1002/hbm.25532;Wiley;Human Brain Mapping;2.856,00;FALSE;TU Dresden
2021;10.3390/molecules26061539;MDPI;Molecules;1.733,02;FALSE;TU Dresden
2021;10.1109/ACCESS.2021.3058244;IEEE;IEEE Access;1.500,86;FALSE;TU Dresden
2021;10.3390/en14061777;MDPI;Energies;1.733,02;FALSE;TU Dresden
2021;10.1007/s43939-021-00008-w;Springer Nature;Discover Materials;942,48;FALSE;TU Dresden
2021;10.1038/s41598-021-84620-z;Springer Nature;Scientific Reports;1.837,00;FALSE;TU Dresden
2021;10.1038/s41598-021-84384-6;Springer Nature;Scientific Reports;1.837,00;FALSE;TU Dresden
2021;10.1038/s41598-021-84487-0;Springer Nature;Scientific Reports;1.837,00;FALSE;TU Dresden
2021;10.1002/mpr.1875;Wiley;"International Journal of Methods in Psychiatric Research";2.189,60;FALSE;TU Dresden
2021;10.1016/j.scr.2021.102259;Elsevier;Stem Cell Research;630,70;FALSE;TU Dresden
2021;10.3390/s21072383;MDPI;Sensors;1.906,32;FALSE;TU Dresden
2021;10.3390/en14041196;MDPI;Energies;1.733,02;FALSE;TU Dresden
2021;10.3389/fchem.2021.674566;Frontiers;Frontiers in Chemistry;1.999,20;FALSE;TU Dresden
2021;10.3389/fneur.2021.669843;Frontiers;Frontiers in Neurology;1.999,20;FALSE;TU Dresden
2021;10.1186/s12544-021-00478-2;Springer Nature;European Transport Research Review;1.182,38;FALSE;TU Dresden
2021;10.1038/s41598-021-84777-7;Springer Nature;Scientific Reports;1.837,00;FALSE;TU Dresden
2021;10.3389/fpsyg.2021.668028;Frontiers;Frontiers in Pychology;1.999,20;FALSE;TU Dresden
2021;10.3389/fneur.2021.667494;Frontiers;Frontiers in Neurology;1.999,20;FALSE;TU Dresden
2021;10.3389/fneur.2021.666933;Frontiers;Frontiers in Neurology;1.999,20;FALSE;TU Dresden
2021;10.1136/jitc-2020-001813;BMJ;Journal for ImmunoTherapy of Cancer;1.312,36;FALSE;TU Dresden
2021;10.3390/en14051331;MDPI;Energies;1.733,02;FALSE;TU Dresden
2021;10.3389/feart.2021.669977;Frontiers;Frontiers in Earth Science;1.999,20;FALSE;TU Dresden
2021;10.3389/fimmu.2021.669811;Frontiers;Frontiers in Immunology;1.999,20;FALSE;TU Dresden
2021;10.1038/s41467-021-22049-8;Springer Nature;Nature Communications;3.451,00;FALSE;TU Dresden
2021;10.1186/s12891-021-04556-3;Springer Nature;BMC Musculoskeletal Disorders;1.894,48;FALSE;TU Dresden
2021;10.3390/s21062005;MDPI;Sensors;1.906,32;FALSE;TU Dresden
2021;10.1038/s41598-021-85142-4;Springer Nature;Scientific Reports;1.837,00;FALSE;TU Dresden
2021;10.3390/d13030127;MDPI;Diversity ;974,82;FALSE;TU Dresden
2021;10.1049/ell2.12171;Wiley;Electronics Letters;1.904,00;FALSE;TU Dresden
2021;10.3390/educsci11040190;MDPI;Education Sciences;1.213,11;FALSE;TU Dresden
2021;10.3390/nano11040855;MDPI;Nanomaterials;1.906,32;FALSE;TU Dresden
2021;10.3390/cancers13061297;MDPI;Cancers;1.906,32;FALSE;TU Dresden
2021;10.3390/catal11040432;MDPI;Catalysts;1.733,02;FALSE;TU Dresden
2021;10.1038/s41467-021-22135-x;Springer Nature;Nature Communications;3.451,00;FALSE;TU Dresden
2021;10.3390/cryst11030288;MDPI;Crystals;1.559,72;FALSE;TU Dresden
2021;10.3390/nu13030859;MDPI;Nutrients;1.516,39;FALSE;TU Dresden
2021;10.3390/ma14092286;MDPI;Materials;1.733,02;FALSE;TU Dresden
2021;10.3390/su13084377;MDPI;Sustainability;1.646,37;FALSE;TU Dresden
2021;10.3390/ma14071642;MDPI;Materials;1.733,02;FALSE;TU Dresden
2021;10.3390/ma14081859;MDPI;Materials;1.624,71;FALSE;TU Dresden 
2021;10.3390/jcm10081632;MDPI;"Journal of Clinical Medicine";1.906,32;FALSE;TU Dresden
2021;10.3390/w13081061;MDPI;Water;1.733,02;FALSE;TU Dresden
2021;10.3390/environments8050039;MDPI;Environments;1.213,11;FALSE;TU Dresden
2021;10.1515/anona-2020-0198;De Gruyter;Advances in Nonlinear Analysis;1.416,10;FALSE;TU Dresden
2021;10.3390/ijms22073446;MDPI;International Journal of Molecular Sciences;1.733,02;FALSE;TU Dresden
2021;10.3390/su13052867;MDPI;Sustainability;1.646,37;FALSE;TU Dresden
2021;10.3390/su13063301;MDPI;Sustainability;1.646,37;FALSE;TU Dresden
2021;10.3390/ijms22073570;MDPI;International Journal of Molecular Sciences;1.733,02;FALSE;TU Dresden
2021;10.1007/s12672-021-00404-x;Springer Nature;Discover Oncology;942,48;FALSE;TU Dresden
2021;10.3390/en14082330;MDPI;Energies;1.733,02;FALSE;TU Dresden
2021;10.1038/s41413-021-00149-x;Springer Nature;Bone Research;2.539,04;FALSE;TU Dresden
2021;10.3390/en14061649;MDPI;Energies;1.733,02;FALSE;TU Dresden
2021;10.3390/en14082118;MDPI;Energies;1.733,02;FALSE;TU Dresden
2021;10.1038/s41467-021-22675-2;Springer Nature;Nature Communications;3.451,00;FALSE;TU Dresden
2021;10.1186/s12893-021-01159-6;Springer Nature;BMC Surgery;1.989,68;FALSE;TU Dresden
2021;10.1186/s12888-021-03169-3;Springer Nature;BMC Psychiatry;1.960,79;FALSE;TU Dresden
2021;10.3390/su13115870;MDPI;Sustainability;1.646,37;FALSE;TU Dresden
2021;10.3390/cancers13092095;MDPI;Cancers;1.906,32;FALSE;TU Dresden
2021;10.3390/ijms22105078;MDPI;International Journal of Molecular Sciences;1.733,02;FALSE;TU Dresden
2021;10.1186/s12891-021-04185-w;Springer Nature;BMC Musculoskeletal Disorders;1.894,48;FALSE;TU Dresden
2021;10.3389/fnhum.2021.675700;Frontiers;Frontiers in Human Neuroscience;1.999,20;FALSE;TU Dresden
2021;10.3389/fpsyg.2021.678819;Frontiers;Frontiers in Psychology;1.644,52;FALSE;TU Dresden
2021;10.3389/fimmu.2021.680334;Frontiers;Frontiers in Immunology;1.999,20;FALSE;TU Dresden
2021;10.1038/s41598-021-87156-4;Springer Nature;Scientific Reports;1.837,00;FALSE;TU Dresden
2021;10.3390/min11080848;MDPI;Minerals;1.545,17;FALSE;TU Dresden
2021;10.3390/w13081090;MDPI;Water;1.733,02;FALSE;TU Dresden
2021;10.1002/1878-0261.12939;Wiley;Molecular Oncology;3.094,00;FALSE;TU Dresden
2021;10.3390/nano11041012;MDPI;Nanomaterials;1.906,32;FALSE;TU Dresden
2021;10.3390/jmse9040351;MDPI;Journal of Marine Science and Engineering;1.559,72;FALSE;TU Dresden
2021;10.1007/s43939-021-00011-1;Springer Nature;Discover Materials;942,48;FALSE;TU Dresden
2021;10.1186/s13638-021-01964-w;Springer Nature;EURASIP Journal on Wireless Communications and Networking;1.271,06;FALSE;TU Dresden
2021;10.3389/fnhum.2021.684367;Frontiers;Frontiers in Human Neuroscience;1.999,20;FALSE;TU Dresden
2021;10.3389/fgene.2021.683668;Frontiers;Frontiers in Genetics;1.311,18;FALSE;TU Dresden
2021;10.3390/app11093949;MDPI;Applied Sciences;1.733,02;FALSE;TU Dresden
2021;10.3390/pr9040685;MDPI;Processes;1.733,02;FALSE;TU Dresden
2021;10.1016/j.qsa.2021.100030;Elsevier;Quaternary Science Advances;1.249,50;FALSE;TU Dresden
2021;10.3390/cryst11040352;MDPI;Catalysts;1.559,72;FALSE;TU Dresden
2021;10.3390/foods10051056;MDPI;Foods;1.733,02;FALSE;TU Dresden
2021;10.1186/s13104-021-05550-7;Springer Nature;BMC Research Notes;1.251,36;FALSE;TU Dresden
2021;10.3390/met11050818;MDPI;Metals;1.559,72;FALSE;TU Dresden
2021;10.3390/en14113054;MDPI;Energies;1.733,02;FALSE;TU Dresden
2021;10.3390/ma14092450;MDPI;Materials;1.716,86;FALSE;TU Dresden
2021;10.3390/ma14051106;MDPI;Materials;1.733,02;FALSE;TU Dresden
2021;10.3390/brainsci11050563;MDPI;Brain Sciences;1.559,72;FALSE;TU Dresden
2021;10.5194/jsss-10-93-2021;Copernicus Publications;Journal of Sensors and Sensor Systems;618,80;FALSE;TU Dresden
2021;10.3390/mca26020043;MDPI;Mathematical and Computational Applications;751,13;FALSE;TU Dresden
2021;10.3390/ijms22094816;MDPI;International Journal of Molecular Sciences;1.716,86;FALSE;TU Dresden
2021;10.3390/ijms22094892;MDPI;International Journal of Molecular Sciences;1.716,86;FALSE;TU Dresden
2021;10.1017/fms.2021.57;Cambridge University Press;Forum of Mathematics, Sigma;1.682,07;FALSE;TU Dresden
2021;10.3389/fpubh.2021.691680;Frontiers;Frontiers in Psychology, Section Health Psychology;1.999,20;FALSE;TU Dresden
2021;10.1177/20416695211005811;Sage Publications;i-Perception;592,94;FALSE;TU Dresden
2021;10.3390/catal11050599;MDPI;Catalysts;1.716,86;FALSE;TU Dresden
2021;10.3390/su13084411;MDPI;Sustainability;1.646,37;FALSE;TU Dresden
2021;10.3390/ma14092380;MDPI;Materials;1.716,86;FALSE;TU Dresden
2021;10.3390/math9080871;MDPI;Mathematics;1.386,42;FALSE;TU Dresden
2021;10.1186/s12891-021-04264-y;Springer Nature;BMC Musculoskeletal Disorders;1.894,48;FALSE;TU Dresden
2021;10.3390/ijgi10060407;MDPI;International Journal of Geo-Information;1.213,11;FALSE;TU Dresden
2021;10.1186/s13011-021-00373-y;Springer Nature;Substance Abuse Treatment, Prevention, and Policy;2.010,05;FALSE;TU Dresden
2021;10.3390/ma14082016;MDPI;Materials;1.733,02;FALSE;TU Dresden
2021;10.3390/f12060701;MDPI;Forests;1.545,17;FALSE;TU Dresden
2021;10.3390/pharmaceutics13050676;MDPI;Pharmaceutics;1.888,55;FALSE;TU Dresden
2021;10.1093/nar/gkab294;Oxford University Press;Nucleic Acids Research;1.999,20;FALSE;TU Dresden
2021;10.1002/clc.23676;Wiley;Clinical Cardiology;1.999,20;FALSE;TU Dresden
2021;10.3390/ma14102563;MDPI;Materials;1.716,86;FALSE;TU Dresden
2021;10.1364/BOE.423035;OSA Publishing;Biomedical Optics Express;1.351,32;FALSE;TU Dresden
2021;10.1038/s41467-021-23287-6;Springer Nature;Nature Communications;3.451,00;FALSE;TU Dresden
2021;10.1038/s41598-021-88986-y;Springer Nature;Scientific Reports;1.837,00;FALSE;TU Dresden
2021;10.3389/fcell.2021.689062;Frontiers;Frontiers in Cell and Developmental Biology;1.644,52;FALSE;TU Dresden
2021;10.3390/biomedicines9050475;MDPI;Biomedicines;1.733,02;FALSE;TU Dresden
2021;10.3390/su13094977;MDPI;Sustainability;1.631,01;FALSE;TU Dresden
2021;10.3390/mi12050518;MDPI;Micromachines;1.545,17;FALSE;TU Dresden
2021;10.3390/su13105633;MDPI;Sustainability;1.631,01;FALSE;TU Dresden
2021;10.3390/su13105597;MDPI;Sustainability;1.631,01;FALSE;TU Dresden
2021;10.3390/agriculture11050408;MDPI;Agriculture;1.373,49;FALSE;TU Dresden
2021;10.3390/su13084576;MDPI;Sustainability;1.631,01;FALSE;TU Dresden
2021;10.1002/aisy.202100068;Wiley;Advanced Intelligent Systems;1.993,25;FALSE;TU Dresden
2021;10.1038/s41413-021-00157-x;Springer Nature;Bone Research;2.672,68;FALSE;TU Dresden
2021;10.1109/ACCESS.2021.3075378;IEEE;IEEE Access;1.500,86;FALSE;TU Dresden
2021;10.3390/ijms22116049;MDPI;International Journal of Molecular Sciences;1.716,86;FALSE;TU Dresden
2021;10.1080/20008198.2021.1968140;Taylor & Francis;European Journal of Psychotraumatology;1.725,50;FALSE;TU Dresden
2021;10.3390/met11060868;MDPI;Metals;1.545,17;FALSE;TU Dresden
2021;10.3390/s21113609;MDPI;Sensors;1.906,32;FALSE;TU Dresden
2021;10.1002/ehf2.13405;Wiley;ESC Heart Failure;2.998,80;FALSE;TU Dresden
2021;10.1126/sciadv.abh0693;American Association for the Advancement of Science (AAAS);Science Advances;1.364,75;FALSE;TU Dresden
2021;10.3389/fevo.2021.658441;Frontiers;Frontiers in Plant Science;1.999,20;FALSE;TU Dresden
2021;10.1002/advs.202101663;Wiley;Advanced Science ;3.962,70;FALSE;TU Dresden
2021;10.1186/s12888-021-03240-z;Springer Nature;BMC Psychiatry;1.960,79;FALSE;TU Dresden
2021;10.1038/s41598-021-89615-4;Springer Nature;Scientific Reports;1.837,00;FALSE;TU Dresden
2021;10.1186/s13068-021-02034-5;Springer Nature;Biotechnology for Biofuels;2.180,08;FALSE;TU Dresden
2021;10.1016/j.artd.2021.05.001;Elsevier;Arthroplasty Today;785,40;FALSE;TU Dresden
2021;10.1002/gch2.202100044;Wiley;Global Challenges ;1.999,20;FALSE;TU Dresden
2021;10.1186/s41747-021-00223-3;Springer Nature;European Radiology Experimental;1.461,47;FALSE;TU Dresden
