"","epub_id","EURO","Period","Publisher","Journal","doi","issn.1","issn.2"
"26","http://epub.uni-regensburg.de/26083",1364,2012,"Springer Science + Business Media","Transplant Res","10.1186/2047-1440-1-12","2047-1440",NA
"27","http://epub.uni-regensburg.de/26084",1368,2012,"Springer Science + Business Media","Transplant Res","10.1186/2047-1440-1-17","2047-1440",NA
"28","http://epub.uni-regensburg.de/26085",1000,2012,"Springer Science + Business Media","Clin Transl Med","10.1186/2001-1326-1-22","2001-1326",NA
"29","http://epub.uni-regensburg.de/26558",1236,2012,"Springer Science + Business Media","Health and Quality of Life Outcomes","10.1186/1477-7525-10-128","1477-7525",NA
"30","http://epub.uni-regensburg.de/27947",1216,2012,"Springer Science + Business Media","BMC Complement Altern Med","10.1186/1472-6882-12-235","1472-6882",NA
"31","http://epub.uni-regensburg.de/27951",1056,2012,"Springer Science + Business Media","Trials","10.1186/1745-6215-13-211","1745-6215",NA
"32","http://epub.uni-regensburg.de/29509",1224,2012,"Springer Science + Business Media","BMC Ear, Nose and Throat Disorders","10.1186/1472-6815-12-14","1472-6815",NA
"33","http://epub.uni-regensburg.de/29510",1080,2012,"Springer Science + Business Media","Radiat Oncol","10.1186/1748-717x-7-212","1748-717X",NA
"34","http://epub.uni-regensburg.de/25530",285.6,2012,"Walter de Gruyter GmbH","Zeitschrift für Kristallographie - New Crystal Structures","10.1524/ncrs.2012.0173","1433-7266",NA
"35","http://epub.uni-regensburg.de/23734",1071,2012,"Frontiers Media SA","Frontiers in Systems Neuroscience","10.3389/fnsys.2012.00011","1662-5137",NA
"36","http://epub.uni-regensburg.de/25856",583.1,2012,"Frontiers Media SA","Front. Microbio.","10.3389/fmicb.2012.00074","1664-302X",NA
"37","http://epub.uni-regensburg.de/25854",1142.4,2012,"Frontiers Media SA","Frontiers in Systems Neuroscience","10.3389/fnsys.2012.00041","1662-5137",NA
"38","http://epub.uni-regensburg.de/25846",1904,2012,"Frontiers Media SA","Front. Psychology","10.3389/fpsyg.2012.00141","1664-1078",NA
"39","http://epub.uni-regensburg.de/25864",2380,2012,"Frontiers Media SA","Front. Psychiatry","10.3389/fpsyt.2012.00070","1664-0640",NA
"40","http://epub.uni-regensburg.de/25837",1028.16,2012,"Frontiers Media SA","Front. Psychology","10.3389/fpsyg.2012.00287","1664-1078",NA
"41","http://epub.uni-regensburg.de/27518",1142.4,2012,"Frontiers Media SA","Front. Psychology","10.3389/fpsyg.2012.00566","1664-1078",NA
"42","http://epub.uni-regensburg.de/23735",771.01,2012,"Hindawi Publishing Corporation","Journal of Ophthalmology","10.1155/2012/851648","2090-004X","2090-0058"
"43","http://epub.uni-regensburg.de/26460",766.22,2012,"Hindawi Publishing Corporation","Computational Intelligence and Neuroscience","10.1155/2012/412512","1687-5265","1687-5273"
"44","http://epub.uni-regensburg.de/23417",719.95,2012,"IOP Publishing","New J. Phys.","10.1088/1367-2630/14/2/023018","1367-2630",NA
"45","http://epub.uni-regensburg.de/26033",152.61,2012,"International Union of Crystallography (IUCr)","Acta Cryst E Struct Rep Online","10.1107/s1600536812038792","1600-5368",NA
"46","http://epub.uni-regensburg.de/20012",152.32,2012,"International Union of Crystallography (IUCr)","Acta Cryst E Struct Rep Online","10.1107/s1600536812043863","1600-5368",NA
"47","http://epub.uni-regensburg.de/27511",1635.44,2012,"MDPI AG","Sensors","10.3390/s121216954","1424-8220",NA
"48","http://epub.uni-regensburg.de/29511",973.34,2012,"MDPI AG","Materials","10.3390/ma5101774","1996-1944",NA
"49","http://epub.uni-regensburg.de/27517",1244.74,2012,"Nature Publishing Group","Scientific Reports","10.1038/srep00942","2045-2322",NA
"50","http://epub.uni-regensburg.de/23746",2084.16,2012,"OMICS Publishing Group","J Neurol Neurophysiol","10.4172/2155-9562.1000124","2155-9562",NA
"51","http://epub.uni-regensburg.de/29508",723.28,2012,NA,NA,"10.4172/2161-0398.S1-001",NA,NA
"52","http://epub.uni-regensburg.de/26554",1981.35,2012,"Oxford University Press (OUP)","Nucleic Acids Research","10.1093/nar/gks705","0305-1048","1362-4962"
"53","http://epub.uni-regensburg.de/27513",1963.5,2012,"Oxford University Press (OUP)","Nucleic Acids Research","10.1093/nar/gks1056","0305-1048","1362-4962"
"54","http://epub.uni-regensburg.de/25836",119,2012,"PAGEPress Publications","Clinics and Practice","10.4081/cp.2012.e64","2039-7283","2039-7275"
"55","http://epub.uni-regensburg.de/25834",1079.57,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0038260","1932-6203",NA
"56","http://epub.uni-regensburg.de/23739",1023.74,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0032552","1932-6203",NA
"57","http://epub.uni-regensburg.de/23789",1028.34,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0034723","1932-6203",NA
"58","http://epub.uni-regensburg.de/23723",1022.26,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0033956","1932-6203",NA
"59","http://epub.uni-regensburg.de/23788",1019.41,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0035201","1932-6203",NA
"60","http://epub.uni-regensburg.de/25862",1079.57,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0037979","1932-6203",NA
"61","http://epub.uni-regensburg.de/25857",1079.57,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0038348","1932-6203",NA
"62","http://epub.uni-regensburg.de/25861",1088.62,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0038887","1932-6203",NA
"63","http://epub.uni-regensburg.de/25848",1099.53,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0042449","1932-6203",NA
"64","http://epub.uni-regensburg.de/25811",1095.42,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0038540","1932-6203",NA
"65","http://epub.uni-regensburg.de/25853",1797.12,2012,"Public Library of Science (PLoS)","PLoS Neglected Tropical Diseases","10.1371/journal.pntd.0001741","1935-2735",NA
"66","http://epub.uni-regensburg.de/25839",1106.19,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0042349","1932-6203",NA
"67","http://epub.uni-regensburg.de/26017",1077.76,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0044499","1932-6203",NA
"68","http://epub.uni-regensburg.de/26018",1075.35,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0045599","1932-6203",NA
"69","http://epub.uni-regensburg.de/25534",1031.79,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0048620","1932-6203",NA
"70","http://epub.uni-regensburg.de/26578",956.24,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0051032","1932-6203",NA
"71","http://epub.uni-regensburg.de/27516",943.4,2012,"Public Library of Science (PLoS)","PLoS ONE","10.1371/journal.pone.0051755","1932-6203",NA
"72","http://epub.uni-regensburg.de/25263",2000,2012,"Wiley-Blackwell","ChemistryOpen","10.1002/open.201200011","2191-1363",NA
"73","http://epub.uni-regensburg.de/25844",2000,2012,"Wiley-Blackwell","ChemistryOpen","10.1002/open.201200008","2191-1363",NA
"74","http://epub.uni-regensburg.de/26079",1060,2012,"Springer Science + Business Media","Radiat Oncol","10.1186/1748-717x-7-162","1748-717X",NA
