"institution_ror","institution","period","euro","doi","is_hybrid","type","contract_primary_identifier","contract_invoice_id","gold-oa","vat","colour charge","cover charge","hybrid-oa","other","page charge","permission","publication charge","reprint","submission fee","payment fee","url"
"https://ror.org/01js2sh04","desy","2016","1950.0","10.1088/2040-8978/18/6/064007",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1950.0",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:299376"
"https://ror.org/01js2sh04","desy","2017","637.35","10.1107/s160057671600995x",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"637.35",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:300979"
"https://ror.org/01js2sh04","desy","2016","1708.39","10.1088/1748-0221/11/05/p05017",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1708.39",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:300986"
"https://ror.org/01js2sh04","desy","2017","529.47","10.1107/s1600576716007469",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"529.47",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:301197"
"https://ror.org/01js2sh04","desy","2017","1997.64","10.1063/1.4958887",FALSE,"journal article",NA,NA,"1997.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:301276"
"https://ror.org/01js2sh04","desy","2017","1234.95","10.1364/optica.3.000816",FALSE,"journal article",NA,NA,"1234.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:301439"
"https://ror.org/01js2sh04","desy","2017","1753.16","10.1364/oe.24.015328",FALSE,"journal article",NA,NA,"1753.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:301451"
"https://ror.org/01js2sh04","desy","2017","1548.54","10.1088/1367-2630/18/7/073009",FALSE,"journal article",NA,NA,"1548.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:301452"
"https://ror.org/01js2sh04","desy","2017","895.42","10.1107/s1600576716006348",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"895.42",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:301470"
"https://ror.org/01js2sh04","desy","2017","1945.87","10.1063/1.4960389",FALSE,"journal article",NA,NA,"1945.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:301701"
"https://ror.org/01js2sh04","desy","2017","1166.2","10.1088/1367-2630/18/6/062002",FALSE,"journal article",NA,NA,"1166.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:301853"
"https://ror.org/01js2sh04","desy","2017","1976.86","10.1088/0953-4075/49/16/165003",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1976.86",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:307594"
"https://ror.org/01js2sh04","desy","2017","532.72","10.1107/s1600576716004751",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"532.72",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:307795"
"https://ror.org/01js2sh04","desy","2017","1728.73","10.1364/oe.24.021059",FALSE,"journal article",NA,NA,"1728.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:307887"
"https://ror.org/01js2sh04","desy","2016","735.56","10.3390/app6090238",FALSE,"journal article",NA,NA,"735.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:307891"
"https://ror.org/01js2sh04","desy","2016","1952.45","10.1088/1748-0221/11/07/p07023",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1952.45",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:307966"
"https://ror.org/01js2sh04","desy","2016","5000.0","10.1002/adfm.201603191",TRUE,"journal article",NA,NA,NA,NA,"1495.0",NA,"5000.0",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:308211"
"https://ror.org/01js2sh04","desy","2017","1712.11","10.1364/oe.24.021752",FALSE,"journal article",NA,NA,"1712.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:308306"
"https://ror.org/01js2sh04","desy","2017","1069.39","10.4236/jmp.2016.79088",FALSE,"journal article",NA,NA,"1069.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:310565"
"https://ror.org/01js2sh04","desy","2017","1755.54","10.1364/oe.24.025169",FALSE,"journal article",NA,NA,"1755.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:310629"
"https://ror.org/01js2sh04","desy","2017","1771.04","10.1364/oe.24.025582",FALSE,"journal article",NA,NA,"1771.04",NA,NA,NA,NA,NA,"1483.36",NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:310703"
"https://ror.org/01js2sh04","desy","2016","912.37","10.1364/optica.3.001209",FALSE,"journal article",NA,NA,"912.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:310785"
"https://ror.org/01js2sh04","desy","2017","3700.0","10.1038/ncomms10964",FALSE,"journal article",NA,NA,"3700.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:311800"
"https://ror.org/01js2sh04","desy","2016","1826.4","10.1364/oe.24.029237",FALSE,"journal article",NA,NA,"1826.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:315734"
"https://ror.org/01js2sh04","desy","2017","899.54","10.3390/nano6120239",FALSE,"journal article",NA,NA,"899.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:316084"
"https://ror.org/01js2sh04","desy","2017","1156.54","10.1088/1367-2630/18/11/113055",FALSE,"journal article",NA,NA,"1156.54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:316428"
"https://ror.org/01js2sh04","desy","2017","3300.0","10.1038/lsa.2016.187",FALSE,"journal article",NA,NA,"3300.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:317221"
"https://ror.org/01js2sh04","desy","2018","1774.9","10.1364/oe.25.003052",FALSE,"journal article",NA,NA,"1774.9",NA,NA,NA,NA,"17.75",NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:317632"
"https://ror.org/01js2sh04","desy","2017","378.32","10.1080/15421406.2017.1289582",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"378.32",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:317840"
"https://ror.org/01js2sh04","desy","2017","1822.81","10.1364/oe.25.006822",FALSE,"journal article",NA,NA,"1822.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:318762"
"https://ror.org/01js2sh04","desy","2017","1305.0","10.1038/srep44628",FALSE,"journal article",NA,NA,"1305.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:318779"
"https://ror.org/01js2sh04","desy","2017","1170.0","10.1088/1367-2630/aa652d",FALSE,"journal article",NA,NA,"1170.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:320295"
"https://ror.org/01js2sh04","desy","2017","1883.95","10.1039/c7sm00343a",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1883.95",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:320400"
"https://ror.org/01js2sh04","desy","2017","1170.0","10.1088/1367-2630/aa660a",FALSE,"journal article",NA,NA,"1170.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:320478"
"https://ror.org/01js2sh04","desy","2018","1745.99","10.1364/oe.25.010984",FALSE,"journal article",NA,NA,"1745.99",NA,NA,NA,NA,"17.46",NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:320931"
"https://ror.org/01js2sh04","desy","2017","3700.0","10.1038/ncomms15626",FALSE,"journal article",NA,NA,"3700.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:321813"
"https://ror.org/01js2sh04","desy","2017","1318.94","10.1109/jstqe.2016.2614676",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1318.94",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:322519"
"https://ror.org/01js2sh04","desy","2017","1079.45","10.3390/app7050519",FALSE,"journal article",NA,NA,"1079.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:322802"
"https://ror.org/01js2sh04","desy","2017","825.46","10.3390/app7060544",FALSE,"journal article",NA,NA,"825.46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:322907"
"https://ror.org/01js2sh04","desy","2017","1705.08","10.1364/oe.25.015760",FALSE,"journal article",NA,NA,"1705.08",NA,NA,NA,NA,"31.44",NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:324504"
"https://ror.org/01js2sh04","desy","2017","1052.17","10.1107/s160057671700749x",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1052.17",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:330492"
"https://ror.org/01js2sh04","desy","2017","1600.0","10.1088/1748-0221/12/07/p07006",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1600.0",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:333160"
"https://ror.org/01js2sh04","desy","2017","1305.0","10.1038/s41598-017-05120-7",FALSE,"journal article",NA,NA,"1305.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:389687"
"https://ror.org/01js2sh04","desy","2018","1019.97","10.1107/s2052252517010612",FALSE,"journal article",NA,NA,"1019.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:389761"
"https://ror.org/01js2sh04","desy","2017","1126.86","10.1107/s2052252517013124",FALSE,"journal article",NA,NA,"1126.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:392173"
"https://ror.org/01js2sh04","desy","2017","1100.76","10.1107/s1600577517011961",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1100.76",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:392971"
"https://ror.org/01js2sh04","desy","2017","1560.0","10.1088/1361-6404/aa87d4",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1560.0",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:393760"
"https://ror.org/01js2sh04","desy","2017","3700.0","10.1038/s41467-017-01417-3",FALSE,"journal article",NA,NA,"3700.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:393805"
"https://ror.org/01js2sh04","desy","2018","1121.66","10.1107/s160057751701253x",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1121.66",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:393881"
"https://ror.org/01js2sh04","desy","2018","1149.43","10.1063/1.5004482",FALSE,"journal article",NA,NA,"1149.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:393979"
"https://ror.org/01js2sh04","desy","2017","3000.0","10.1038/lsa.2017.162",FALSE,"journal article",NA,NA,"3000.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:396006"
"https://ror.org/01js2sh04","desy","2018","1107.14","10.1107/s1600577517013066",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1107.14",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:396079"
"https://ror.org/01js2sh04","desy","2017","1592.96","10.1364/oe.25.031640",FALSE,"journal article",NA,NA,"1592.96",NA,NA,NA,NA,"29.36",NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:396694"
"https://ror.org/01js2sh04","desy","2017","1107.7","10.1107/s1600577517015442",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1107.7",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:397192"
"https://ror.org/01js2sh04","desy","2017","1103.47","10.1107/s1600577517015272",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1103.47",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:397992"
"https://ror.org/01js2sh04","desy","2017","1115.31","10.1107/s1600577517013893",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1115.31",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:398058"
"https://ror.org/01js2sh04","desy","2018","1950.0","10.1088/1361-6455/aa9737",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1950.0",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:398458"
"https://ror.org/01js2sh04","desy","2017","1685.43","10.1364/ol.43.000178",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1685.43",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:398661"
"https://ror.org/01js2sh04","desy","2018","1862.9","10.1063/1.4998648",FALSE,"journal article",NA,NA,"1862.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:398834"
"https://ror.org/01js2sh04","desy","2017","485.27","10.1103/physrevx.7.041046",FALSE,"journal article",NA,NA,"485.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:398887"
"https://ror.org/01js2sh04","desy","2018","1627.09","10.1364/oe.26.001237",FALSE,"journal article",NA,NA,"1627.09",NA,NA,NA,NA,"18.7","242.91",NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:399163"
"https://ror.org/01js2sh04","desy","2018","1256.97","10.1017/hpl.2018.5",FALSE,"journal article",NA,NA,"1256.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:399431"
"https://ror.org/01js2sh04","desy","2018","2120.93","10.1016/j.nima.2017.12.040",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"2120.93",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:399574"
"https://ror.org/01js2sh04","desy","2018","1566.0","10.1038/s41598-018-19793-1",FALSE,"journal article",NA,NA,"1566.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:399902"
"https://ror.org/01js2sh04","desy","2018","1058.89","10.1107/s1600576717018131",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1058.89",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:399927"
"https://ror.org/01js2sh04","desy","2018","1258.65","10.1103/physreva.97.033401",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1258.65",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:400019"
"https://ror.org/01js2sh04","desy","2018","1564.47","10.1364/oe.26.003684",FALSE,"journal article",NA,NA,"1564.47",NA,NA,NA,NA,"15.64",NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:400022"
"https://ror.org/01js2sh04","desy","2018","1215.42","10.3390/app8030318",FALSE,"journal article",NA,NA,"1215.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:400959"
"https://ror.org/01js2sh04","desy","2018","2250.0","10.1093/mnras/sty285",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"2250.0",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:400991"
"https://ror.org/01js2sh04","desy","2018","1093.92","10.3390/app8030333",FALSE,"journal article",NA,NA,"1093.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:401163"
"https://ror.org/01js2sh04","desy","2018","1584.94","10.1364/oe.26.006427",FALSE,"journal article",NA,NA,"1584.94",NA,NA,NA,NA,"15.85",NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:401380"
"https://ror.org/01js2sh04","desy","2018","700.0","10.1051/0004-6361/201731337",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"700.0",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:401446"
"https://ror.org/01js2sh04","desy","2018","2388.36","10.1103/physrevlett.120.144802",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"2388.36",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:401575"
"https://ror.org/01js2sh04","desy","2018","1370.0","10.1038/s41598-018-23632-8",FALSE,"journal article",NA,NA,"1370.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:401771"
"https://ror.org/01js2sh04","desy","2018","1051.69","10.1107/s2052252518005407",FALSE,"journal article",NA,NA,"1051.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:402007"
"https://ror.org/01js2sh04","desy","2018","2046.5","10.1364/optica.5.000450",FALSE,"journal article",NA,NA,"2046.5",NA,NA,NA,NA,"20.47",NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:402011"
"https://ror.org/01js2sh04","desy","2018","3700.0","10.1038/s41467-018-04116-9",FALSE,"journal article",NA,NA,"3700.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:402202"
"https://ror.org/01js2sh04","desy","2018","3850.0","10.1038/s41467-018-04178-9",FALSE,"journal article",NA,NA,"3850.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:402203"
"https://ror.org/01js2sh04","desy","2018","2279.51","10.1364/oe.26.012536",FALSE,"journal article",NA,NA,"2279.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:402724"
"https://ror.org/01js2sh04","desy","2018","4295.46","10.1021/acs.jpclett.8b00720",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"4295.46","42.95",NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:403006"
"https://ror.org/01js2sh04","desy","2018","1102.82","10.1107/s2052252518008369",FALSE,"journal article",NA,NA,"1102.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:405540"
"https://ror.org/01js2sh04","desy","2018","1675.83","10.1364/oe.26.016955",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1675.83","16.76",NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:405796"
"https://ror.org/01js2sh04","desy","2018","1370.0","10.1038/s41598-018-29022-4",FALSE,"journal article",NA,NA,"1370.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:407581"
"https://ror.org/01js2sh04","desy","2018","1370.0","10.1038/s41598-018-30348-2",FALSE,"journal article",NA,NA,"1370.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:408571"
"https://ror.org/01js2sh04","desy","2018","1722.46","10.1109/jstqe.2018.2864193",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1722.46",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:408614"
"https://ror.org/01js2sh04","desy","2018","700.0","10.1051/0004-6361/201832731",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"700.0",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:408639"
"https://ror.org/01js2sh04","desy","2018","1109.59","10.1107/s1600577518008585",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1109.59",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:408728"
"https://ror.org/01js2sh04","desy","2018","1134.78","10.1107/s205225251801120x",FALSE,"journal article",NA,NA,"1134.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:408742"
"https://ror.org/01js2sh04","desy","2018","3850.0","10.1038/s41467-018-06156-7",FALSE,"journal article",NA,NA,"3850.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:408797"
"https://ror.org/01js2sh04","desy","2018","3850.0","10.1038/s41467-018-06743-8",FALSE,"journal article",NA,NA,"3850.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:410296"
"https://ror.org/01js2sh04","desy","2018","1110.45","10.1107/s2052252518013696",FALSE,"journal article",NA,NA,"1110.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:410431"
"https://ror.org/01js2sh04","desy","2018","3850.0","10.1038/s41467-018-07265-z",FALSE,"journal article",NA,NA,"3850.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:414404"
"https://ror.org/01js2sh04","desy","2018","1709.0","10.1364/oe.26.029744",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1709.0","28.57","1148.43",NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:414504"
"https://ror.org/01js2sh04","desy","2018","1900.0","10.1016/j.astropartphys.2018.10.007",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1900.0",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:414896"
"https://ror.org/01js2sh04","desy","2018","1644.43","10.1364/oe.26.031299",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1644.43",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:415152"
"https://ror.org/01js2sh04","desy","2018","2250.0","10.1088/1361-648x/aaedf3",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"2250.0",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:415485"
"https://ror.org/01js2sh04","desy","2019","1370.0","10.1038/s41598-019-38556-0",FALSE,"journal article",NA,NA,"1370.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:417856"
"https://ror.org/01js2sh04","desy","2019","1136.36","10.1107/s2053273318015395",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1136.36",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:417870"
"https://ror.org/01js2sh04","desy","2019","1456.04","10.1364/boe.10.000514",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1456.04",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:418080"
"https://ror.org/01js2sh04","desy","2019","1308.1","10.1107/s2052252519000514",FALSE,"journal article",NA,NA,"1308.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:418126"
"https://ror.org/01js2sh04","desy","2019","1926.78","10.1063/1.5068753",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1926.78",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:418803"
"https://ror.org/01js2sh04","desy","2019","1768.69","10.1364/oe.27.003542",TRUE,"journal article",NA,NA,NA,NA,NA,NA,"1768.69",NA,NA,NA,NA,NA,NA,NA,"oai:bib-pubdb1.desy.de:419018"
