Institution;Period; EURO ;DOI;is_hybrid;Publisher;Journal_full_title;Funding Programme;Note
Austrian Science Fund (FWF);2021;2.826,00 ;10.3389/fcell.2021.774985;FALSE ;FRONTIERS MEDIA;Frontiers in Frontiers in Cell and Developmental Biology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.826,00 ;10.3389/fimmu.2021.769653;FALSE ;FRONTIERS MEDIA;Frontiers in Immunology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.826,00 ;10.3389/fimmu.2021.751683;FALSE ;FRONTIERS MEDIA;Frontiers in Immunology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.826,00 ;10.3389/fmicb.2021.752739;FALSE ;FRONTIERS MEDIA;Frontiers in Microbiology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.826,00 ;10.3389/fmicb.2021.760017;FALSE ;FRONTIERS MEDIA;Frontiers in Microbiology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.826,00 ;10.3389/fmolb.2021.743403;FALSE ;FRONTIERS MEDIA;Frontiers in Molecular Biosciences;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.826,00 ;10.3389/fmolb.2021.689687;FALSE ;FRONTIERS MEDIA;Frontiers in Molecular Biosciences;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.826,00 ;10.3389/fneur.2021.775621;FALSE ;FRONTIERS MEDIA;Frontiers in Neurology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.826,00 ;10.3389/fphar.2021.773029;FALSE ;FRONTIERS MEDIA;Frontiers in Pharmacology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.826,00 ;10.3389/fphys.2021.716668;FALSE ;FRONTIERS MEDIA;Frontiers in Physiology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.826,00 ;10.3389/fpls.2021.773052;FALSE ;FRONTIERS MEDIA;Frontiers in Plant Science;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.826,00 ;10.3389/fpsyg.2021.765709;FALSE ;FRONTIERS MEDIA;Frontiers in Psychology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.842,24 ;10.3389/fncel.2021.771600;FALSE ;FRONTIERS MEDIA;Frontiers in Cellular Neuroscience;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.842,24 ;10.3389/fchem.2021.795598;FALSE ;FRONTIERS MEDIA;Frontiers in Chemistry;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.842,24 ;10.3389/feart.2021.662695;FALSE ;FRONTIERS MEDIA;Frontiers in Earth Science;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.842,24 ;10.3389/fimmu.2021.803236;FALSE ;FRONTIERS MEDIA;Frontiers in Immunology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.842,24 ;10.3389/fimmu.2021.801595;FALSE ;FRONTIERS MEDIA;Frontiers in Immunology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.842,24 ;10.3389/fnins.2021.751599;FALSE ;FRONTIERS MEDIA;Frontiers in Neuroscience;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.842,24 ;10.3389/fphys.2021.796497;FALSE ;FRONTIERS MEDIA;Frontiers in Physiology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.842,24 ;10.3389/fpls.2021.793330;FALSE ;FRONTIERS MEDIA;Frontiers in Plant Science;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.842,24 ;10.3389/fvets.2021.755258;FALSE ;FRONTIERS MEDIA;Frontiers in Veterinary Science;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fbioe.2021.807678;FALSE ;FRONTIERS MEDIA;Frontiers in Bioengineering and Biotechnology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fcell.2021.795460;FALSE ;FRONTIERS MEDIA;Frontiers in Cell and Developmental Biology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fcell.2021.806982;FALSE ;FRONTIERS MEDIA;Frontiers in Cell and Developmental Biology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fchem.2021.816544;FALSE ;FRONTIERS MEDIA;Frontiers in Chemistry;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fimmu.2021.750466;FALSE ;FRONTIERS MEDIA;Frontiers in Immunology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fimmu.2021.785247;FALSE ;FRONTIERS MEDIA;Frontiers in Immunology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fimmu.2021.817604;FALSE ;FRONTIERS MEDIA;Frontiers in Immunology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fmed.2021.800933;FALSE ;FRONTIERS MEDIA;Frontiers in Medicine;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fmicb.2021.787290;FALSE ;FRONTIERS MEDIA;Frontiers in Microbiology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fneur.2021.786835;FALSE ;FRONTIERS MEDIA;Frontiers in Neurology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fneur.2021.722657;FALSE ;FRONTIERS MEDIA;Frontiers in Neurology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fonc.2021.811425;FALSE ;FRONTIERS MEDIA;Frontiers in Oncology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fphar.2021.814066;FALSE ;FRONTIERS MEDIA;Frontiers in Pharmacology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fphar.2021.802153;FALSE ;FRONTIERS MEDIA;Frontiers in Pharmacology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fphys.2021.764792;FALSE ;FRONTIERS MEDIA;Frontiers in Physiology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fpls.2021.806129;FALSE ;FRONTIERS MEDIA;Frontiers in Plant Science;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.869,99 ;10.3389/fpls.2021.815377;FALSE ;FRONTIERS MEDIA;Frontiers in Plant Science;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.934,00 ;10.3389/fphys.2021.678362;FALSE;FRONTIERS MEDIA;Frontiers in Physiology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.952,46 ;10.3389/fphys.2021.613515;FALSE;FRONTIERS MEDIA;Frontiers in Physiology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.959,13 ;10.3389/fcimb.2021.662563;FALSE;FRONTIERS MEDIA;Frontiers in Cellular and Infection Microbiology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.994,67 ;10.3389/fimmu.2021.703846;FALSE;FRONTIERS MEDIA;Frontiers in Immunology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;3.038,69 ;10.3389/fcell.2021.664609;FALSE;FRONTIERS MEDIA;Frontiers in Cell and Developmental Biology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;3.059,24 ;10.3389/fimmu.2021.638485;FALSE;FRONTIERS MEDIA;Frontiers in Immunology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;3.307,01 ;10.3389/fcimb.2020.00236;FALSE;FRONTIERS MEDIA;Frontiers in Cellular and Infection Microbiology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;924,47 ;10.1680/jgele.19.00088;TRUE;ICE PUBLISHING;Geotechnique Letters;Peer-Reviewed Publications ;
NA;NA;NA;NA;NA;NA;NA;NA;NA
Austrian Science Fund (FWF);2021;300,00 ;10.15203/CISS_2020.003;FALSE;INNSBRUCK UNIVERSITY PRESS;Current Issues in Sport Science ;Peer-Reviewed Publications ;
NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA
Austrian Science Fund (FWF);2021;1.254,92 ;10.1109/JSTARS.2020.3043836;FALSE;INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS (IEEE);IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.900,52 ;10.1109/JPHOT.2020.3021464;FALSE;INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS (IEEE);IEEE Photonics Journal;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.025,67 ;10.1109/TMAG.2019.2954480;TRUE;INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS (IEEE);IEEE Transactions on Magnetics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.104,56 ;10.3150/20-BEJ1257;TRUE;INSTITUTE OF MATHEMATICAL STATISTICS (IMS);Bernoulli;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;426,51 ;10.5772/intechopen.96653;TRUE;INTECH;Spinocerebellar Ataxia - Concepts, Particularities and Generalities;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.395,76 ;10.1088/2399-6528/ac26aa;FALSE;IOP PUBLISHING;Journal of Physics Communications;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.453,89 ;10.1088/2399-6528/ac2c32;FALSE;IOP PUBLISHING;Journal of Physics Communications;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.497,88 ;10.1088/2515-7620/abedd8;FALSE;IOP PUBLISHING;Environmental Research Communications;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.947,25 ;10.1088/1367-2630/abe9d4;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.947,25 ;10.1088/1367-2630/abe60c;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.947,25 ;10.1088/1367-2630/abedff;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.947,25 ;10.1088/1367-2630/abea46;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.947,25 ;10.1088/1367-2630/ac0e55;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.994,91 ;10.1088/1367-2630/ac2451;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.994,91 ;10.1088/1367-2630/ac0c98;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.233,21 ;10.1088/1748-9326/ac0b67;FALSE;IOP PUBLISHING;Environmental Research Letters;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.233,21 ;10.1088/2632-2153/ac09d6;FALSE;IOP PUBLISHING;Machine Learning: Science and Technology;Peer-Reviewed Publications ;
NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA
Austrian Science Fund (FWF);2021;1.051,03 ;10.3847/1538-4357/abf2c8;TRUE;IOP PUBLISHING;The Astrophysical Journal;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.431,42 ;10.3847/1538-4357/abb9a1;TRUE;IOP PUBLISHING;The Astrophysical Journal;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;2.004,00 ;10.1088/1367-2630/ac1897;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.530,00 ;10.3233/WOR-203317;TRUE;IOS PRESS;Work;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.063,20 ;10.21552/cclr/2021/2/8;TRUE;LEXXION;Carbon & Climate Law Review;Peer-Reviewed Publications ;
NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA
Austrian Science Fund (FWF);2021;759,71 ;10.3390/ijgi10090585;FALSE ;MDPI;ISPRS International Journal of Geo-Information;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;868,22 ;10.3390/ijgi10020088;FALSE ;MDPI;ISPRS International Journal of Geo-Information;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;975,96 ;10.3390/ijms22062997;FALSE;MDPI;International Journal of Molecular Sciences;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;976,77 ;10.3390/jof7090709;FALSE ;MDPI;Journal of Fungi;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.042,09 ;10.3390/clockssleep3040040;FALSE ;MDPI;clocks & sleep;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.085,27 ;10.3390/molecules26061793;FALSE ;MDPI;Molecules;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.085,29 ;10.3390/cells10071823;FALSE ;MDPI;Cells;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.085,29 ;10.3390/ijms221910422;FALSE ;MDPI;International Journal of Molecular Sciences;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.085,29 ;10.3390/microorganisms9081578;FALSE ;MDPI;Microorganisms;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.085,35 ;10.3390/cells10092480;FALSE ;MDPI;Cells;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.085,35 ;10.3390/cells10102619;FALSE ;MDPI;Cells;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.085,51 ;10.3390/biom11121795;FALSE ;MDPI;Biomolecules;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.085,51 ;10.3390/cells10112944;FALSE ;MDPI;Cells;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.085,51 ;10.3390/ijms222312678;FALSE ;MDPI;International Journal of Molecular Sciences;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.085,52 ;10.3390/ijms22137011;FALSE ;MDPI;International Journal of Molecular Sciences;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.193,79 ;10.3390/v13030510;FALSE ;MDPI;Viruses;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.193,82 ;10.3390/v13040584;FALSE ;MDPI;Viruses;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.199,75 ;10.3390/w11010157;FALSE;MDPI;Water;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.204,63 ;10.3390/min10090762  ;FALSE;MDPI;Minerals;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.215,53 ;10.3390/ijgi10080527;FALSE ;MDPI;ISPRS International Journal of Geo-Information;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.215,58 ;10.3390/ijgi10040210;FALSE ;MDPI;ISPRS International Journal of Geo-Information;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.215,58 ;10.3390/jof7010066;FALSE ;MDPI;Journal of Fungi;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.215,58 ;10.3390/jof7020070;FALSE ;MDPI;Journal of Fungi;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.215,58 ;10.3390/jpm11040292;FALSE ;MDPI;Journal of Personalized Medicine;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.215,58 ;10.3390/life11020107;FALSE ;MDPI;Life;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.215,58 ;10.3390/ph14020089;FALSE ;MDPI;Pharmaceuticals;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.215,76 ;10.3390/ijgi10050323;FALSE ;MDPI;ISPRS International Journal of Geo-Information;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.215,77 ;10.3390/info12110436;FALSE ;MDPI;Information;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.215,77 ;10.3390/ijgi11010015;FALSE ;MDPI;International Journal of Geo-Information;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.244,68 ;10.3390/jof7020101;FALSE;MDPI;Journal of Fungi;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.269,66 ;10.3390/ijms21010030;FALSE;MDPI;International Journal of Molecular Sciences;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.302,33 ;10.3390/antiox10020322;FALSE ;MDPI;Antioxidants;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.302,33 ;10.3390/app11062527;FALSE ;MDPI;Applied Sciences;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.302,59 ;10.3390/ma14143853;FALSE ;MDPI;Materials;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.302,59 ;10.3390/rs13091855;FALSE ;MDPI;Remote Sensing;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.356,57 ;10.3390/cryst11070834;FALSE ;MDPI;Crystals;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.367,47 ;10.3390/antibiotics10101200;FALSE ;MDPI;Antibiotics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,14 ;10.3390/brainsci11010112;FALSE ;MDPI;Brain Sciences;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,14 ;10.3390/brainsci11020162;FALSE ;MDPI;Brain Sciences;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,14 ;10.3390/cryst11020154;FALSE ;MDPI;Crystals;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,14 ;10.3390/e23020183;FALSE ;MDPI;Entropy;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,14 ;10.3390/e23040392;FALSE ;MDPI;Entropy;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,14 ;10.3390/healthcare9030314;FALSE ;MDPI;Healthcare;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,14 ;10.3390/insects12020180;FALSE ;MDPI;Insects;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,14 ;10.3390/insects12030220;FALSE ;MDPI;Insects;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,14 ;10.3390/metabo11020119;FALSE ;MDPI;Metabolites;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,17 ;10.3390/diagnostics11071238;FALSE ;MDPI;Diagnostics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,17 ;10.3390/diagnostics11071300;FALSE ;MDPI;Diagnostics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,44 ;10.3390/diagnostics11071146;FALSE ;MDPI;Diagnostics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,44 ;10.3390/healthcare10010096;FALSE ;MDPI;Healthcare;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,44 ;10.3390/life11111199;FALSE ;MDPI;Life;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,44 ;10.3390/life11111237;FALSE ;MDPI;Life;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,44 ;10.3390/life11111222;FALSE ;MDPI;Life;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,44 ;10.3390/life11111157;FALSE ;MDPI;Life;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.389,44 ;10.3390/math9131515;FALSE ;MDPI;Mathematics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.410,87 ;10.3390/ijms22063159;FALSE ;MDPI;International Journal of Molecular Sciences;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.410,92 ;10.3390/molecules26195974;FALSE ;MDPI;Molecules;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.411,14 ;10.3390/plants10051031;FALSE ;MDPI;Plants;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.486,47 ;10.3390/math9101086;FALSE;MDPI;Mathematics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.514,88 ;10.3390/membranes11100741;FALSE;MDPI;Membranes;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.514,88 ;10.3390/molecules26165009;FALSE;MDPI;Molecules;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.519,38 ;10.3390/app11052444;FALSE ;MDPI;Applied Sciences;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.519,38 ;10.3390/ijms22041968;FALSE ;MDPI;International Journal of Molecular Sciences;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.519,38 ;10.3390/microorganisms9030539;FALSE ;MDPI;Microorganisms;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.519,38 ;10.3390/s21041212;FALSE ;MDPI;Sensors;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.519,41 ;10.3390/genes12101565;FALSE ;MDPI;Genes;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.519,42 ;10.3390/ijms22168996;FALSE ;MDPI;International Journal of Molecular Sciences;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,48 ;10.3390/biom11020235;FALSE ;MDPI;Biomolecules;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,79 ;10.3390/app11051990;FALSE ;MDPI;Applied Sciences;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,79 ;10.3390/biology10030196;FALSE ;MDPI;Biology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,79 ;10.3390/genes12020248;FALSE ;MDPI;Genes;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,79 ;10.3390/genes12020145;FALSE ;MDPI;Genes;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,79 ;10.3390/jof7030221;FALSE ;MDPI;Journal of Fungi;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,79 ;10.3390/membranes11030178;FALSE ;MDPI;Membranes;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,79 ;10.3390/membranes11040275;FALSE ;MDPI;Membranes;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,79 ;10.3390/mi12030273;FALSE ;MDPI;Micromachines;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,79 ;10.3390/pharmaceutics13010012;FALSE ;MDPI;Pharmaceutics;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,79 ;10.3390/plants10040615;FALSE ;MDPI;Plants;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,82 ;10.3390/biology10080750;FALSE ;MDPI;Biology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,82 ;10.3390/biology10101001;FALSE ;MDPI;Biology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,82 ;10.3390/biology10080797;FALSE ;MDPI;Biology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,82 ;10.3390/biology10080722;FALSE ;MDPI;Biology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,82 ;10.3390/bios11090338;FALSE ;MDPI;Biosensors;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,82 ;10.3390/jof7100836;FALSE ;MDPI;Journal of Fungi;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,82 ;10.3390/jof7070558;FALSE ;MDPI;Journal of Fungi;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,82 ;10.3390/jof7090734;FALSE ;MDPI;Journal of Fungi;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,82 ;10.3390/plants10081740;FALSE ;MDPI;Plants;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,82 ;10.3390/plants10091956;FALSE ;MDPI;Plants;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.562,82 ;10.3390/plants10081619;FALSE ;MDPI;Plants;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/ani11102891;FALSE ;MDPI;Animals ;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/atmos12060779;FALSE ;MDPI;Atmosphere;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/biology10060502;FALSE ;MDPI;Biology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/biology10121244;FALSE ;MDPI;Biology;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/e23050519;FALSE ;MDPI;Entropy;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/jof7050365;FALSE ;MDPI;Journal of Fungi;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/jof7060457;FALSE ;MDPI;Journal of Fungi;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/jof7070506;FALSE ;MDPI;Journal of Fungi;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/jof7100873;FALSE ;MDPI;Journal of Fungi;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/jof8010043;FALSE ;MDPI;Journal of Fungi;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/jmse9121422;FALSE ;MDPI;Journal of Marine Science and Engineering ;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/membranes11110882;FALSE ;MDPI;Membranes;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/metabo11110791;FALSE ;MDPI;Metabolites;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/metabo11070422;FALSE ;MDPI;Metabolites;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/metabo12010017;FALSE ;MDPI;Metabolites;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,12 ;10.3390/ph14060575;FALSE ;MDPI;Pharmaceuticals;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.563,27 ;10.3390/jcm10235543;FALSE ;MDPI;Journal of Clinical Medicine;Peer-Reviewed Publications ;
Austrian Science Fund (FWF);2021;1.649,64 ;10.3390/su13179565;FALSE ;MDPI;Sustainability;Peer-Reviewed Publications ;
