Institution  ; Period ; EURO ;DOI;is_hybrid;Publisher;Journal_full_title;Funding Programme;Notiz 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ecolecon.2022.107559;TRUE;ELSEVIER;Ecological Economics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ecosta.2022.03.001;TRUE;ELSEVIER;Econometrics and Statistics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ecoenv.2022.113662;FALSE;ELSEVIER;Ecotoxicology and Environmental Safety;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.electstud.2022.102474;TRUE;ELSEVIER;Electoral Studies;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.elecom.2022.107405;FALSE;ELSEVIER;Electrochemistry Communications;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.electacta.2022.141042;TRUE;ELSEVIER;Electrochimica Acta;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.500,00 ;10.1016/j.eneco.2021.105661;TRUE;ELSEVIER;Energy Economics;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.engfracmech.2022.108591;TRUE;ELSEVIER;Engineering Fracture Mechanics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.engfracmech.2022.108819;TRUE;ELSEVIER;Engineering Fracture Mechanics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.engstruct.2022.113862;TRUE;ELSEVIER;Engineering Structures;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.envint.2022.107474;FALSE;ELSEVIER;Environment International;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.eist.2022.01.002;TRUE;ELSEVIER;Environmental Innovation and Societal Transitions;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.envsoft.2022.105480;TRUE;ELSEVIER;Environmental Modelling and Software;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.esmoop.2022.100741;FALSE;ELSEVIER;ESMO Open;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.esmoop.2022.100631;FALSE;ELSEVIER;ESMO Open;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.euromechsol.2022.104756;TRUE;ELSEVIER;European Journal of Mechanics / A Solids;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ejor.2022.03.001;TRUE;ELSEVIER;European Journal of Operational Research;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ejor.2022.10.038;TRUE;ELSEVIER;European Journal of Operational Research;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ejphar.2022.175050;TRUE;ELSEVIER;European Journal of Pharmacology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ejop.2022.125953;TRUE;ELSEVIER;European Journal of Protistology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ejop.2022.125922;TRUE;ELSEVIER;European Journal of Protistology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.yexcr.2022.113084;TRUE;ELSEVIER;Experimental Cell Research;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.eswa.2022.118888;TRUE;ELSEVIER;Expert Systems With Applications;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.foodchem.2022.135374;TRUE;ELSEVIER;Food Chemistry;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.500,00 ;10.1016/j.freeradbiomed.2022.01.026;TRUE;ELSEVIER;Free Radical Biology and Medicine;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.freeradbiomed.2022.07.014;TRUE;ELSEVIER;Free Radical Biology and Medicine;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.freeradbiomed.2022.01.024;TRUE;ELSEVIER;Free Radical Biology and Medicine;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.fgb.2022.103726;TRUE;ELSEVIER;Fungal Genetics and Biology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.fss.2022.11.009;TRUE;ELSEVIER;Fuzzy Sets and Systems;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.geb.2022.11.013;TRUE;ELSEVIER;Games and Economic Behavior;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1053/j.gastro.2022.01.004;TRUE;ELSEVIER;Gastroenterology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ygcen.2022.114046;TRUE;ELSEVIER;General and Comparative Endocrinology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ygyno.2022.01.008;TRUE;ELSEVIER;Gynecologic Oncology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.heliyon.2022.e10577;FALSE;ELSEVIER;Heliyon;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.humov.2022.103050;TRUE;ELSEVIER;Human Movement Science;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.imlet.2022.04.007;TRUE;ELSEVIER;Immunology Letters;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.imlet.2022.05.001;TRUE;ELSEVIER;Immunology Letters;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.indag.2022.07.001;TRUE;ELSEVIER;Indagationes Mathematicae;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.infoecopol.2022.100984;TRUE;ELSEVIER;Information Economics and Policy;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ins.2022.08.029;TRUE;ELSEVIER;Information Sciences;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.insmatheco.2022.12.005;TRUE;ELSEVIER;Insurance Mathematics and Economics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.intermet.2022.107484;TRUE;ELSEVIER;Intermetallics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.877,34 ;10.1016/j.intermet.2022.107797;TRUE;ELSEVIER;Intermetallics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.500,00 ;10.1016/j.ibiod.2021.105342;TRUE;ELSEVIER;International Biodeterioration and Biodegradation;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ijpara.2022.09.006;TRUE;ELSEVIER;International Journal for Parasitology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ijheatfluidflow.2022.109036;TRUE;ELSEVIER;International Journal of Heat and Fluid Flow;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ijhydene.2022.10.265;TRUE;ELSEVIER;International Journal of Hydrogen Energy;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ijindorg.2022.102872;TRUE;ELSEVIER;International Journal of Industrial Organization;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ijmm.2022.151555;FALSE;ELSEVIER;International Journal of Medical Microbiology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ijmultiphaseflow.2022.104012;TRUE;ELSEVIER;International Journal of Multiphase Flow;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ijpe.2022.108432;TRUE;ELSEVIER;International Journal of Production Economics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ijsolstr.2022.111535;TRUE;ELSEVIER;International Journal of Solids and Structures;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.isci.2022.105717;FALSE;ELSEVIER;iScience;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.isci.2022.104926;FALSE;ELSEVIER;iScience;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ophoto.2022.100026;FALSE;ELSEVIER;ISPRS Open Journal of Photogrammetry and Remote Sensing;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jacadv.2022.100063;FALSE;ELSEVIER;JACC: Advances;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jare.2022.02.003;FALSE;ELSEVIER;Journal of Advanced Research;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jad.2022.12.088;TRUE;ELSEVIER;Journal of Affective Disorders;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jalgebra.2022.03.006;TRUE;ELSEVIER;Journal of Algebra;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.500,00 ;10.1016/j.jaci.2021.07.025;TRUE;ELSEVIER;Journal of Allergy and Clinical Immunology;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jallcom.2022.167177;TRUE;ELSEVIER;Journal of Alloys and Compounds;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jas.2022.105624;TRUE;ELSEVIER;Journal of Archaeological Science;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jasrep.2022.103627;TRUE;ELSEVIER;Journal of Archaeological Science: Reports;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jbankfin.2022.106750;TRUE;ELSEVIER;Journal of Banking and Finance;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.socec.2022.101911;TRUE;ELSEVIER;Journal of Behavioral and Experimental Economics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jbef.2022.100737;TRUE;ELSEVIER;Journal of Behavioral and Experimental Finance;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.628,00 ;10.1016/j.jbc.2022.102502;FALSE;ELSEVIER;Journal of Biological Chemistry;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.102,40 ;10.1016/j.jbc.2022.101745;FALSE;ELSEVIER;Journal of Biological Chemistry;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.119,92 ;10.1016/j.jbc.2021.101206;FALSE;ELSEVIER;Journal of Biological Chemistry;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.649,90 ;10.1016/j.jbc.2021.101167;FALSE;ELSEVIER;Journal of Biological Chemistry;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.628,00 ;10.1016/j.jbc.2021.100919;FALSE;ELSEVIER;Journal of Biological Chemistry;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jcat.2022.07.001;TRUE;ELSEVIER;Journal of Catalysis;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jchromb.2022.123198;TRUE;ELSEVIER;Journal of Chromatography B;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jcis.2022.10.077;TRUE;ELSEVIER;Journal of Colloid And Interface Science;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jcis.2022.08.190;TRUE;ELSEVIER;Journal of Colloid And Interface Science;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jctb.2022.05.005;TRUE;ELSEVIER;Journal of Combinatorial Theory, Series B;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jco.2022.101662;TRUE;ELSEVIER;Journal of Complexity;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.500,00 ;10.1016/j.cam.2021.113951;TRUE;ELSEVIER;Journal of Computational and Applied Mathematics;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jcp.2022.111685;TRUE;ELSEVIER;Journal of Computational Physics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jcp.2022.111220;TRUE;ELSEVIER;Journal of Computational Physics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.500,00 ;10.1016/j.jcss.2021.04.005;TRUE;ELSEVIER;Journal of Computer and System Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jconhyd.2022.104080;TRUE;ELSEVIER;Journal of Contaminant Hydrology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jcrysgro.2022.126804;TRUE;ELSEVIER;Journal of Crystal Growth;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jde.2022.03.028;TRUE;ELSEVIER;Journal of Differential Equations;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jebo.2022.04.006;TRUE;ELSEVIER;Journal of Economic Behavior and Organization;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jebo.2022.03.026;TRUE;ELSEVIER;Journal of Economic Behavior and Organization;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jedc.2022.104493;TRUE;ELSEVIER;Journal of Economic Dynamics and Control;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jelechem.2022.116954;TRUE;ELSEVIER;Journal of Electroanalytical Chemistry;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jecp.2022.105482;TRUE;ELSEVIER;Journal of Experimental Child Psychology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jfa.2022.109554;TRUE;ELSEVIER;Journal of Functional Analysis;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jhazmat.2022.129988;TRUE;ELSEVIER;Journal of Hazardous Materials;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jhep.2022.06.004;TRUE;ELSEVIER;Journal of Hepatology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jhydrol.2022.127501;TRUE;ELSEVIER;Journal of Hydrology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jinorgbio.2022.111952;TRUE;ELSEVIER;Journal of Inorganic Biochemistry;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jinorgbio.2022.111718;TRUE;ELSEVIER;Journal of Inorganic Biochemistry;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jid.2022.02.014;TRUE;ELSEVIER;Journal of Investigative Dermatology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.190,00 ;10.1016/j.jlr.2022.100222;FALSE;ELSEVIER;Journal of Lipid Research;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.190,00 ;10.1016/j.jlr.2021.100125;FALSE;ELSEVIER;Journal of Lipid Research;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.628,00 ;10.1016/j.jlr.2022.100173;FALSE;ELSEVIER;Journal of Lipid Research;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.649,90 ;10.1016/j.jlr.2021.100075;FALSE;ELSEVIER;Journal of Lipid Research;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.649,90 ;10.1016/j.jlr.2022.100172;FALSE;ELSEVIER;Journal of Lipid Research;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jmmm.2022.169802;TRUE;ELSEVIER;Journal of Magnetism and Magnetic Materials;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jmaa.2022.126699;TRUE;ELSEVIER;Journal of Mathematical Analysis and Applications;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jmaa.2022.126635;TRUE;ELSEVIER;Journal of Mathematical Analysis and Applications;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jmaa.2022.126539;TRUE;ELSEVIER;Journal of Mathematical Analysis and Applications;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jmaa.2022.126363;TRUE;ELSEVIER;Journal of Mathematical Analysis and Applications;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jmaa.2022.126065;TRUE;ELSEVIER;Journal of Mathematical Analysis and Applications;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.memsci.2022.121308;TRUE;ELSEVIER;Journal of Membrane Science;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.molliq.2022.119318;TRUE;ELSEVIER;Journal of Molecular Liquids;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jnt.2022.07.014;TRUE;ELSEVIER;Journal of Number Theory;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jorganchem.2022.122594;TRUE;ELSEVIER;Journal of Organometallic Chemistry;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jphotobiol.2022.112633;TRUE;ELSEVIER;Journal of Photochemistry & Photobiology, B: Biology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jphotobiol.2022.112390;TRUE;ELSEVIER;Journal of Photochemistry & Photobiology, B: Biology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jpowsour.2022.230982;TRUE;ELSEVIER;Journal of Power Sources;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jpowsour.2022.232404;TRUE;ELSEVIER;Journal of Power Sources;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jpubeco.2022.104648;TRUE;ELSEVIER;Journal of Public Economics;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jsv.2022.117408;TRUE;ELSEVIER;Journal of Sound and Vibration;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jsb.2022.107852;TRUE;ELSEVIER;Journal of Structural Biology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jsc.2022.04.001;TRUE;ELSEVIER;Journal of Symbolic Computation;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jeurceramsoc.2022.05.049;TRUE;ELSEVIER;Journal of the European Ceramic Society;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.jmbbm.2022.105146;TRUE;ELSEVIER;Journal of the Mechanical Behavior of Biomedical Materials;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.knosys.2022.108987;TRUE;ELSEVIER;Knowledge-Based Systems;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.limno.2022.125958;TRUE;ELSEVIER;Limnologica;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.mtla.2022.101475;TRUE;ELSEVIER;Materialia;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.783,00 ;10.1016/j.matdes.2022.111139;FALSE;ELSEVIER;Materials and Design;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.matdes.2022.110530;FALSE;ELSEVIER;Materials and Design;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.msea.2022.143898;TRUE;ELSEVIER;Materials Science & Engineering A;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.msea.2022.144102;TRUE;ELSEVIER;Materials Science & Engineering A;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;3.182,30 ;10.1016/j.mtbio.2022.100378;FALSE;ELSEVIER;Materials Today Bio;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.mtbio.2022.100315;FALSE;ELSEVIER;Materials Today Bio;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.matpr.2022.02.626;TRUE;ELSEVIER;Materials Today: Proceedings;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.matpr.2022.02.649;TRUE;ELSEVIER;Materials Today: Proceedings;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.mechmachtheory.2022.105214;TRUE;ELSEVIER;Mechanism and Machine Theory;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.mec.2022.e00214;FALSE;ELSEVIER;Metabolic Engineering Communications;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.micres.2022.127031;TRUE;ELSEVIER;Microbiological Research;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.mee.2022.111870;TRUE;ELSEVIER;Microelectronic Engineering;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.mce.2022.111678;TRUE;ELSEVIER;Molecular and Cellular Endocrinology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.molmet.2022.101510;FALSE;ELSEVIER;Molecular Metabolism;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.ympev.2022.107433;TRUE;ELSEVIER;Molecular Phylogenetics and Evolution;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.omtn.2022.11.004;FALSE;ELSEVIER;Molecular Therapy - Nucleic Acids;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.nantod.2022.101561;TRUE;ELSEVIER;Nano Today;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.neucom.2022.09.133;TRUE;ELSEVIER;Neurocomputing;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.neuroimage.2022.119044;FALSE;ELSEVIER;NeuroImage;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.neuroimage.2022.119214;FALSE;ELSEVIER;NeuroImage;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.neuroimage.2022.118887;FALSE;ELSEVIER;NeuroImage;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.neuroimage.2022.119833;FALSE;ELSEVIER;NeuroImage;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.nicl.2022.103254;FALSE;ELSEVIER;NeuroImage: Clinical;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.500,00 ;10.1016/j.neuropsychologia.2021.107849;TRUE;ELSEVIER;Neuropsychologia;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.neuropsychologia.2022.108416;TRUE;ELSEVIER;Neuropsychologia;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.neuroscience.2022.02.007;TRUE;ELSEVIER;Neuroscience;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.neubiorev.2022.104905;TRUE;ELSEVIER;Neuroscience and Biobehavioral Reviews;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.nbt.2022.05.002;FALSE;ELSEVIER;New Biotechnology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.na.2022.113071;TRUE;ELSEVIER;Nonlinear Analysis;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.876,66 ;10.1016/j.na.2022.113119;TRUE;ELSEVIER;Nonlinear Analysis;Peer-Reviewed Publications;Transformative Agreement 
