institution,period,euro,DOI,is_hybrid,authors,Article title,Journal full title
Universitat de Barcelona,2018,"1219,48",https://dx.doi.org/10.1371/journal. pone.0191346,FALSE,"Capdevila, Pol; Linares, Cristina; Aspillaga, Eneko; Riera, Joan Lluís; Hereu, Bernat",Effective dispersal and density-dependence in mesophotic macroalgal forests: Insights from the Mediterranean species Cystoseira zosteroides,PLOS ONE
Universitat de Barcelona,2018,"1339,42",https://dx.doi.org/10.1126/sciadv.aao1470,FALSE,"Guillamat, Pau; Kos, Ziga; Hardoüin, Jérôme; Ignés Mullol, Jordi; Ravnik, Miha; Sagués, Francesc",Active nematic emulsions,Science Advances
Universitat de Barcelona,2018,"587,14",https://dx.doi.org/10.1038/s41598-018-20969-y,FALSE,"Obrador, Biel; Von Schiller, Daniel; Marcé, Rafael; Gómez Gener, Lluís; Koschorreck, Matthias; Borrego, Carles; Catalán, Núria",Dry habitats sustain high CO2 emissions from temporary ponds across seasons,Scientific Reports
Universitat de Barcelona,2018,"499,3",https://dx.doi.org/10.3390/ph11010011,FALSE,"Folch, Jaume; Ettcheto, Miren; Busquets, Oriol; Sánchez López, Elena; Castro Torres, Rubén D.; Verdaguer, Ester; Manzine, Patricia R.; Rabiei Poor, Saghar; García, María Luisa; Olloquequi, Jordi; Beas Zarate, Carlos; Auladell, Carme; Camins, Antoni",The Implication of the Brain Insulin Receptor in Late Onset Alzheimer?s Disease Dementia,Pharmaceuticals
Universitat de Barcelona,2018,365,https://dx.doi.org/10.1038/s41598-018-21900-1,FALSE,"Cigarini, Anna; Vicens, Julián; Duch, Jordi; Sánchez, Angel; Perelló, Josep","Quantitative account of social interactions in a mental health care ecosystem: cooperation, trust and collective action",Scientific Reports
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.3389/fmicb.2018.00498,FALSE,"Cañas, María Alexandra; Fábrega, María José; Giménez, Rosa; Badia, Josefa; Baldomà, Laura",Outer membrane vesicles from probiotic and commensal Escherichia coli activate NOD1-mediated immune responses in intestinal epithelial cells,Frontiers in Microbiology
Universitat de Barcelona,2018,"1204,27",https://dx.doi.org/10.1371/journal.pone.0193545,FALSE,"Ladrera, Rubén; Gomà, Joan; Prat, Narcís",Effects of Didymosphenia geminata massive growth on stream communities: Smaller organisms and simplified food web structure,PLOS ONE
Universitat de Barcelona,2018,"1226,86",https://dx.doi.org/10.3389/fnmol.2018.00017,FALSE,"Aguinaga, David; Medrano, Mireia; Vega Quiroga, Ignacio; Gysling, Katia; Canela, Enric I.; Navarro, Gemma; Franco, Rafael",Cocaine Effects on Dopaminergic Transmission Depend on a Balance between Sigma-1 and Sigma-2 Receptor Expression,Frontiers in Molecular Neuroscience
Universitat de Barcelona,2018,"960,36",https://dx.doi.org/10.3390/polym10030316,FALSE,"Silva Abreu, Marcelle; Espinoza, Lupe Carolina; Halbaut, Lyda; Espina, Marta; García, María Luisa; Calpena, Ana Cristina",Comparative Study of Ex Vivo Transmucosal Permeation of Pioglitazone Nanoparticles for the Treatment of Alzheimer?s Disease,Polymers
Universitat de Barcelona,2018,1080,https://dx.doi.org/10.5194/nhess-18-857-2018,FALSE,"Cortès, Maria; Turco, Marco; Llasat Botija, Montserrat; Llasat, Maria Carmen",The relationship between precipitation and insurance data for floods in a Mediterranean region (northeast Spain),Natural Hazards and Earth System Sciences
Universitat de Barcelona,2018,"540,26",https://dx.doi.org/10.1371/journal.pone.0192267,FALSE,"Koutsouveli, Vasiliki; Taboada, Sergi; Moles, Juan; Cristobo, Javier; Ríos, Pilar; Bertran, Andrea; Solà, Joan; Avila, Conxita; Riesgo, Ana","Insights into the reproduction of some Antarctic dendroceratid, poecilosclerid, and haplosclerid demosponges",PLOS ONE
Universitat de Barcelona,2018,"233,44",https://dx.doi.org/10.3390/molecules23010230,FALSE,"Karoutzou, Olga; Kwak, Seung Hwa; Lee, So Deok; Martínez Falguera, Daina; Sureda, Francesc X.; Vázquez, Santiago; Kim, Yong Chul; Barniol Xicota, Marta",Towards a Novel Class of Multitarget-Directed Ligands: Dual P2X7?NMDA Receptor Antagonists,Molecules
Universitat de Barcelona,2018,382,https://dx.doi.org/10.3390/molecules23030536,FALSE,"Leiva, Rosana; McBride, Andrew; Binnie, Margaret; Webster, Scott P.; Vázquez, Santiago","Exploring N-acyl-4-azatetracyclo[5.3.2.02,6.08,10]dodec-11-enes as 11beta-HSD1 Inhibitors",Molecules
Universitat de Barcelona,2018,"1152,93",https://dx.doi.org/10.3390/ijms19041023,FALSE,"Alva, Norma; G. Bardallo, Raquel; Basanta, David; Palomeque, Jesús; Carbonell, Teresa",Preconditioning-Like properties of Short-term Hypothermia in Isolated Perfused Rat Liver (IPRL) System,International Journal of Molecular Sciences
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.1128/mSystems.00220-17,FALSE,"Prieto, A.; Bernabeu, M.; Aznar, S.; Ruiz Cruz, S.; Bravo, A.; H. Queiroz, M.; Juárez, A.",Evolution of Bacterial Global Modulators: Role of a Novel H-NS Paralogue in the Enteroaggregative Escherichia coli Strain 042,mSystems
Universitat de Barcelona,2018,"475,91",https://dx.doi.org/10.1186/s12951-018-0356-z,FALSE,"Sánchez López, Elena; Ettcheto, Miren; Egea, Maria Antonia; Espina, Marta; Cano, Amanda; Calpena, Ana Cristina; Camins, Antoni; Carmona, Nuria; Silva, Amélia M.; Souto, Eliana B.; García, Maria Luisa",Memantine loaded PLGA PEGylated nanoparticles for Alzheimer?s disease: in vitro and in vivo characterization,Journal of Nanobiotechnology
Universitat de Barcelona,2018,"465,87",https://dx.doi.org/10.1371/journal.pone.0195738,FALSE,"Abras, Alba; Ballart, Cristina; Llovet, Teresa; Roig, Carme; Gutiérrez, Cristina; Tebar, Silvia; Berenguer, Pere; Pinazo, María Jesús; Posada, Elizabeth; Gascón, Joaquim; Schijman, Alejandro G.; Gállego, Montserrat; Muñoz, Carmen","Introducing automation to the molecular diagnosis of Trypanosoma cruzi infection: a comparative study of sample treatments, DNA extraction methods and Real-Time PCR assays",PLOS ONE
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.1371/journal.pbio.2002399,FALSE,"De Sousa, Nidia; Rodríguez Esteban, Gustavo; Rojo Laguna, Jose Ignacio; Saló, Emili; Adell, Teresa",Hippo signaling controls cell cycle and restricts cell plasticity in planarians,PLOS Biology
Universitat de Barcelona,2018,"1285,71",https://dx.doi.org/10.3389/fphys.2018.00481,FALSE,"Rizo Roca, David; Bonet Bonet, Jèssica; Inal, Büsra; Ríos Kristjánsson, Juan Gabriel; Pagès, Teresa; Viscor, Ginés; Torrella, Joan Ramon",Contractile activity is necessary to trigger intermittent hypobaric hypoxia-induced fibre size and vascular adaptations in skeletal muscle,Frontiers in Physiology
Universitat de Barcelona,2018,1463,https://dx.doi.org/10.1093/gbe/evy081,FALSE,"Vizueta, Joel; Rozas, Julio; Sánchez Gracia, Alejandro",Comparative Genomics Reveals Thousands of Novel Chemosensory Genes and Massive Changes in Chemoreceptor Repertories across Chelicerates,Genome Biology and Evolution
Universitat de Barcelona,2018,1025,https://dx.doi.org/10.1186/s40168-018-0454-z,FALSE,"Campos, Patricia; Guivernau, Miriam; Prenafeta Boldú, Francesc X.; Cardona, Luis",Fast acquisition of a polysaccharide fermenting gut microbiome by juvenile green turtles Chelonia mydas after settlement in coastal habitats,Microbiome
Universitat de Barcelona,2018,"1247,18",https://dx.doi.org/10.1371/journal.pone.0196044,FALSE,"Tauler Ametller, Helena; Hernández Matías, Antonio; Parés, Francesc; Pretus, Joan Ll.; Real, Joan",Assessing the applicability of stable isotope analysis to determine the contribution of lanfills to vulture's diet,PLOS ONE
Universitat de Barcelona,2018,"311,8",https://dx.doi.org/10.1371/journal.pone.0194250,FALSE,"Oviedo de la Fuente, Manuel; Febrero Bande, Manuel; Muñoz, María Pilar; Domínguez, Àngela",Predicting seasonal influenza transmission using functional regression models with temporal dependence,PLOS ONE
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.2147/IJN.S166219,FALSE,"Casadó, Ana; Sagristá, M. Lluïsa; Mora, Margarita",A novel microfluidic liposomal formulation for the delivery of the SN-38 camptothecin: Characterization and in vitro assessment of its cytotoxic effect on two tumor cell lines,International Journal of Nanomedicine
Universitat de Barcelona,2018,"1334,7",https://dx.doi.org/10.3389/fpsyg.2018.00809,FALSE,"Codina, Nuria; Valenzuela, Rafael; Pestana, Jose V.; Gonzalez Conde, Joan",Relations between student procrastination and teaching styles: autonomy-supportive and controlling,Frontiers in Psychology
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.3389/fpls.2018.00588,FALSE,"Lara, Juan A.; Burciaga Monge, Alma; Chávez, Angel; Reves, Marc; Lavilla, Rodolfo; Arró, Monserrat; Boronat, Albert; Altabella, Teresa; Ferrer, Albert",Identification and characterization of sterol acyltransferases responsible for steryl ester biosynthesis in tomato,Frontiers in Plant Science
Universitat de Barcelona,2018,1370,https://dx.doi.org/10.1038/s41598-018-26304-9,FALSE,"Sopeña, Pol; González Torres, Sergio; Fernández Pradas, Juan Marcos; Serra, Pere",Spraying dynamics in continuous wave laser printing of conductive inks,Scientific Reports
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.3389/fimmu.2018.00809,FALSE,"Espígol Frigolé, Georgina; Planas Rigol, Ester; Lozano, Ester; Corbera Bellalta, Marc; Terrades García, Nekane; Prieto González, Sergio; García Martínez, Ana; Hernández Rodríguez, Jose; Grau, Josep M.; Cid, Maria C.","Expression and Function of IL12/23 Related Cytokine Subunits (p35, p40, and p19) in Giant-Cell Arteritis Lesions: Contribution of p40 to Th1- and Th17-Mediated Inflammatory Pathways",Frontiers in Immunology
Universitat de Barcelona,2018,"462,71",https://dx.doi.org/10.5897/ERR2018.3469,FALSE,"Pérez Parreño, Míriam; Padilla Petry, Paulo",Mental health and inclusion seen from the children's and teachers' perspectives: A case study in Spain,Educational Research and Reviews
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.3389/fmicb.2018.00770,FALSE,"Lorén, J. G.; Farfán, Maribel; Fusté, M. C.","Species Delimitation, Phylogenetic Relationships, and Temporal Divergence Model in the Genus Aeromonas",Frontiers in Microbiology
Universitat de Barcelona,2018,"635,06",https://dx.doi.org/10.1371/journal.pone.0196589,FALSE,"Macías Hernández, Nuria; Athen, Kacie; Tonzo, Vanina; Wangensteen, Owen S.; Arnedo, Miquel; Harwood, James D.",Molecular gut content analysis of different spider body parts,PLOS ONE
Universitat de Barcelona,2018,"1266,35",https://dx.doi.org/10.1371/journal.pone.0196731,FALSE,"Cortés, Veronica; González Solís, Jacob",Seabird bycatch mitigation trials in artisanal demersal longliners of the Western Mediterranean,PLOS ONE
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.1002/ece3.4178,FALSE,"Álvarez Presas, Marta; Mateos, Eduardo; Riutort, Marta",Hidden diversity in forest soils: Characterization and comparison of terrestrial flatworm?s communities in two national parks in Spain,Ecology and Evolution
Universitat de Barcelona,2018,"281,34",https://dx.doi.org/10.1371/journal.pone.0198214,FALSE,"Palau Rodriguez, Magali; Tulipani, Sara; Marco Ramell, Anna; Miñarro, Antonio; Jáuregui, Olga; Sanchez Pla, Alex; Ramos Molina, Bruno; Tinahones, Francisco J.; Andres Lacueva, Cristina",Metabotypes of response to bariatric surgery independent of the magnitude of weight loss,PLOS ONE
Universitat de Barcelona,2018,"1088,75",https://dx.doi.org/10.1371/journal.pgen.1007401,FALSE,"El Mouali, Youssef; Gaviria Cantin, Tania; Sánchez Romero, Maria Antonia; Gibert, Marta; Westermann, Alexander J.; Vogel, Jörg; Balsalobre, Carlos",CRP-cAMP mediates silencing of Salmonella virulence at the post-transcriptional level,PLOS Genetics
Universitat de Barcelona,2018,"1071,42",https://dx.doi.org/10.3389/fphys.2018.00814,FALSE,"Viscor, Ginés; Torrella, Joan Ramon; Corral, Luisa; Ricart, Antoni; Javierre, Casimiro; Pagès, Teresa; Ventura, Josep Lluis",Physiological and biological responses to short-term intermittent hypobaric hypoxia exposure: from sports and mountain medicine to new biomedical applications,Frontiers in Physiology
Universitat de Barcelona,2018,"901,67",https://dx.doi.org/10.1002/1878-0261.12332,FALSE,"Serrano Candelas, Eva; Ainsua Enrich, Erola; Navinés Ferrer, Arnau; Rodrigues, Paulo; García Valverde, Alfonso; Bazzocco, Sarah; Macaya, Irati; Arribas, Joaquín; Serrano, César; Sayós, Joan; Arango, Diego; Martin, Margarita",Silencing of adaptor protein SH3BP2 reduces KIT/PDGFRA receptors expression and impairs gastrointestinal stromal tumors growth,Molecular Oncology
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.1155/2018/1918753,FALSE,"Rosell Tarragó, Gemma; Cozzo, Emanuele; Díaz Guilera, Albert",A Complex Network Framework to Model Cognition: Unveiling Correlation Structures from Connectivity,Complexity
Universitat de Barcelona,2018,"456,67",https://dx.doi.org/10.1038/s41598-018-28598-1,FALSE,"Salinas, H. D.; Restrepo, J.; Iglesias, Òscar",Change in the magnetic configurations of tubular nanostructures by tuning dipolar interactions,Scientific Reports
Universitat de Barcelona,2018,"1237,5",https://dx.doi.org/10.1186/s13059-018-1468-3,FALSE,"Somorjai, Ildiko M. L.; Martí Solans, Josep; Diaz Gracia, Miriam; Nishida, Hiroki; Imai, Kaoru S.; Escrivà, Hector; Cañestro, Cristian; Albalat, Ricard",Wnt evolution and function shuffling in liberal and conservative chordate genomes,Genome Biology
Universitat de Barcelona,2018,60,http://revistaprismasocial.es/article/view/2338,FALSE,"Santoro Lamelas, Valeria; Belli, Simone",Comunicación digital en las prácticas científicas: Limitaciones y posibilidades para la equidad,Prisma Social
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.1186/s13058-018-0977-z,FALSE,"Zubeldia Plazaola, Arantzazu; Recalde Percaz, Leire; Moragas, Núria; Alcaraz, Mireia; Chen, Xieng; Mancino, Mario; Fernández Nogueira, Patricia; Prats de Puig, Miquel; Guzman, Flavia; Noguera Castells, Aleix; López Plana, Anna; Enreig, Estel; Carbó, Neus; Almendro, Vanessa; Gascón, Pedro; Bragado, Paloma; Fuster, Gemma",Glucocorticoids promote transition of ductal carcinoma in situ to invasive ductal carcinoma by inducing myoepithelial cell apoptosis,Breast Cancer Research
Universitat de Barcelona,2018,"503,77",https://dx.doi.org/10.3389/fmicb.2018.01676,FALSE,"Iglesias, Yaidelis; Miró, Elisenda; Guirado, Pedro; Llovet, Teresa; Muñoz, Carmen; Cerdà Cuéllar, Marta; Madrid, Cristina; Balsalobre, Carlos; Navarro, Ferran","Population structure, antimicrobial resistance and virulence-associated genes in Campylobacter jejuni isolated from three ecological niches: gastroenteritis patients, broilers and wild birds",Frontiers in Microbiology
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.1186/s12885-018-4187-y,FALSE,"Bosch, Xavier; Sanclemente Ansó, Carmen; Escoda, Ona; Monclús, Esther; Franco Vanegas, Jonathan; Moreno, Pedro; Guerra García, Mar; Guasch, Neus; López Soto, Alfons",Time to diagnosis and associated costs of an outpatient vs inpatient setting in the diagnosis of lymphoma: a retrospective study of a large cohort of major lymphoma subtypes in Spain,BMC Cancer
Universitat de Barcelona,2018,"1132,26",https://dx.doi.org/10.1364/OE.26.020211,FALSE,"Conde Rubio, Ana; Fraile Rodríguez, Arantxa; Borrisé, Xavier; Perez Murano, Francesc; Batlle, Xavier; Labarta, Amílcar",Geometric frustration in a hexagonal lattice of plasmonic nanoelements,Optics Express
Universitat de Barcelona,2018,"515,51",https://dx.doi.org/10.1016/j.nicl.2018.06.015,FALSE,"Laporta Hoyos, Olga; Fiori, Simona; Pannek, Kerstin; Ballester Plané, Júlia; Leiva, David; Reid, Lee B.; Pagnozzi, Alex M.; Vázquez, Élida; Delgado, Ignacio; Macaya, Alfons; Pueyo, Roser; Boyd, Roslyn N.","Brain lesion scores obtained using a simple semi-quantitative scale from MR imaging are associated with motor function, communication and cognition in dyskinetic cerebral palsy",NeuroImage: Clinical
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.3389/fpsyg.2018.01406,FALSE,"Cañete Massé, Cristina; Peró Cebollero, Maribel; Gudayol Ferré, Esteve; Guàrdia Olmos, Joan",Longitudinal estimation of the clinically significant change in the treatment of Major Depression Disorder,Frontiers in Psychology
Universitat de Barcelona,2018,300,https://dx.doi.org/10.3389/fmicb.2018.00717,FALSE,"Hüttener, Mário; Prieto, Alejandro; Espelt, Joan; Bernabeu, Manuel; Juárez, Antonio",Stringent Response and AggR-Dependent Virulence Regulation in the Enteroaggregative Escherichia coli Strain 042,Frontiers in Microbiology
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.3390/polym10080811,FALSE,"Blanco, Pablo M.; Madurga, Sergio; Mas, Francesc; Garcés, Josep L.",Coupling of Charge Regulation and Conformational Equilibria in Linear Weak Polyelectrolytes: Treatment of Long-Range Interactions via Effective Short-Ranged and pH-Dependent Interaction Parameters,Polymers
Universitat de Barcelona,2018,"334,2",https://dx.doi.org/10.1038/s41598-018-29684-0,FALSE,"Núñez Pons, Laura; Work, Thierry M.; Angulo Preckler, Carlos; Moles, Juan; Avila, Conxita",Exploring the pathology of an epidermal disease affecting a circum-Antarctic sea star,Scientific Reports
Universitat de Barcelona,2018,1096,https://dx.doi.org/10.1038/s41598-018-31766-y,FALSE,"Augé, Elisabet; Duran, Jordi; Guinovart, Joan J.; Pelegrí, Carme; Vilaplana, Jordi",Exploring the elusive composition of corpora amylacea of human brain,Scientific Reports
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.18632/oncotarget.25847,FALSE,"Schneider, Taiane; Martinez Martinez, Arturo; Cubillos Rojas, Monica; Bartrons, Ramon; Ventura, Francesc; Rosa, Jose Luis",The E3 ubiquitin ligase HERC1 controls the ERK signaling pathway targeting C-RAF for degradation,Oncotarget
Universitat de Barcelona,2018,"608,89",https://dx.doi.org/10.1038/s41598-018-29570-9,FALSE,"Riera Heredia, Natàlia; Martins, Rute; Mateus, Ana Patrícia; Costa, Rita A.; Gisbert, Enric; Navarro, Isabel; Gutiérrez, Joaquim; Power, Deborah M.; Capilla, Encarnación",Temperature responsiveness of gilthead sea bream bone; an in vitro and in vivo approach,Scientific Reports
Universitat de Barcelona,2018,900,https://dx.doi.org/10.1186/s12859-018-2318-8,FALSE,"Irigoien, Itziar; Arenas, Concepción",Identification of differentially expressed genes by means of outlier detection,BMC Bioinformatics
Universitat de Barcelona,2018,"608,89",https://dx.doi.org/10.1038/s41598-018-29242-8,FALSE,"Martínez Gil, Núria; Roca Ayats, Neus; Monistrol Mula, Anna; García Giralt, Natàlia; Díez Pérez, Adolfo; Nogués, Xavier; Mellibovsky, Leonardo; Grinberg, Daniel; Balcells, Susana","Common and rare variants of WNT16, DKK1 and SOST and their relationship with bone mineral density",Scientific Reports
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.1186/s12862-018-1178-1,FALSE,"Simoes, Pedro; Pascual, Marta",Patterns of geographic variation of thermal adapted candidate genes in Drosophila subobscura sex chromosome arrangements,BMC Evolutionary Biology
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.1111/acel.12822,FALSE,"Villarroya, Joan; Gallego Escuredo, José M.; Delgado Anglés, Alejandro; Cairó, Montserrat; Moure, Ricardo; Mateo, Ma Gracia; Domingo, Joan C.; Domingo, Pere; Giralt, Marta; Villarroya, Francesc",Aging is associated with increased FGF21 levels but unaltered FGF21 responsiveness in adipose tissue,Aging Cell
Universitat de Barcelona,2018,"446,51",https://dx.doi.org/10.3389/fncel.2018.00224,FALSE,"Griñán Ferré, Christian; Izquierdo, Vanesa; Otero, Eduard; Puigoriol Illamola, Dolors; Corpas, Rubén; Sanfeliu, Coral; Ortuño Sahagún, Daniel; Pallàs, Mercè","Environmental Enrichment Improves Cognitive Deficits, AD Hallmarks and Epigenetic Alterations Presented in 5xFAD Mouse Model",Frontiers in Cellular Neuroscience
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.3389/fphys.2018.00923,FALSE,"Sánchez Nuño, Sergio; Sanahuja, Ignasi; Fernández Alacid, Laura; Ordóñez Grande, Borja; Fontanillas, Ramon; Fernández Borràs, Jaume; Blasco, Josefina; Carbonell, Teresa; Ibarz, Antoni",Redox Challenge in a Cultured Temperate Marine Species During Low Temperature and Temperature Recovery,Frontiers in Physiology
Universitat de Barcelona,2018,288,https://dx.doi.org/10.1002/ccr3.1603,FALSE,"Urreizti, Roser; Gürsoy, Semra; Castilla Vallmanya, Laura; Cunill, Guillem; Rabionet, Raquel; Erçal, Derya; Grinberg, Daniel; Balcells, Susana",The ASXL1 mutation p.Gly646Trpfs*12 found in a Turkish boy with Bohring-Opitz Syndrome,Clinical Case Reports
Universitat de Barcelona,2018,"219,2",https://dx.doi.org/10.1038/s41598-018-33237-w,FALSE,"Ramírez, Francisco; Coll, Marta; Navarro, Joan; Bustamante, Javier; Green, Andy J.",Spatial congruence between multiple stressors in the Mediterranean Sea may reduce its resilience to climate impacts,Scientific Reports
Universitat de Barcelona,2018,510,https://dx.doi.org/10.1002/ece3.4165,FALSE,"Azpillaga, Maialen; Real, Joan; Hernández Matías, Antonio",Effects of rearing conditions on natal dispersal processes in a long-lived predator bird,Ecology and Evolution
Universitat de Barcelona,2018,1440,https://dx.doi.org/10.1186/s12859-018-2451-4,FALSE,"Sanz, Hector; Valim, Clarissa; Vegas, Esteban; Oller, Josep M.; Reverter, Ferran",SVM-RFE: selection and visualization of the most relevant features through non-linear kernels,BMC Bioinformatics
Universitat de Barcelona,2018,"143,75",https://dx.doi.org/10.3390/molecules23112853,FALSE,"Pujol, Eugènia; Blanco Cabra, Núria; Julián, Esther; Leiva, Rosana; Torrents, Eduard; Vázquez, Santiago",Pentafluorosulfanyl-containing Triclocarban Analogs with Potent Antimicrobial Activity,Molecules
Universitat de Barcelona,2018,1500,https://dx.doi.org/10.3389/fpsyg.2018.01906,FALSE,"Colomé, Àngels; Rodríguez Ferreiro, Javier; Tubau, Elisabet",Too worried to judge: on the role of perceived severity in medical decision making,Frontiers in Psychology
Universitat de Barcelona,2018,399,https://dx.doi.org/10.1093/gbe/evy135,FALSE,"Puerma, Eva; Orengo, Dorcas J.; Cruz, Fernando; Gómez Garrido, Jèssica; Librado, Pablo; Salguero, David; Papaceit, Montserrat; Gut, Marta; Segarra, Carmen; Alioto, Tyler S.; Aguadé, Montserrat",The high-quality genome sequence of the oceanic island endemic species Drosophila guanche reveals signals of adaptive evolution in genes related with flight and genome stability,Genome Biology and Evolution
Universitat de Barcelona,2018,"749,25",https://dx.doi.org/10.2147/PPA.S186846,FALSE,"Bucchi, Cristina; Fabbro, Massimo del; Arias, Alain; Fuentes, Ramón; Mendes, José; Ordonneau, Marie; Orti, Valerie; Manzanares Céspedes, Cristina",Multicenter study of patients? preferences and concerns regarding the origin of bone grafts utilized in dentistry,Patient Preference and Adherence
Universitat de Barcelona,2018,720,https://dx.doi.org/10.1038/s42003-018-0127-2,FALSE,"Torres Águila, Nuria P.; Martí Solans, Josep; Ferrández Roldán, Alfonso; Almazán, Alba; Roncalli, Vittoria; Aniello, Salvatore D'; Romano, Giovanna; Palumbo, Anna; Albalat, Ricard; Cañestro, Cristian",Diatom bloom-derived biotoxins cause aberrant development and gene expression in the appendicularian chordate Oikopleura dioica,Communications Biology
