"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Bielefeld U",2025,10518.58,"10.46500/83535674",FALSE,"Wallstein Verlag","Empirismus und Roman: John Lockes ""Essay"" in Johann Karl Wezels ""Lebensgeschichte Tobias Knauts"" (1773–1775)","978-3-8353-8115-5","978-3-8353-8115-5",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Bielefeld U",2026,6371.84,"10.14361/9783839403693",FALSE,"transcript Verlag","Die Prekarität der Demokratie","978-3-8376-7734-8","978-3-8376-7734-8","978-3-8394-0369-3","https://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
"Bielefeld U",2025,6991.25,"10.14361/9783839469187",FALSE,"Bielefeld University Press","Geographical Research in the Digital Humanities","978-3-8376-6918-3","978-3-8376-6918-3","978-3-8394-6918-7","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"Bielefeld U",2025,7395.85,"10.14361/9783839437599",FALSE,"transcript Verlag","Lehren im Musikprogramm »El Sistema«","978-3-8376-7945-8","978-3-8376-7945-8","978-3-8394-3759-9","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Bielefeld U",2026,4075.63,"10.35468/6232",FALSE,"Verlag Julius Klinkhardt","Kooperation an inklusiven Grundschulen","978-3-7815-2770-6","978-3-7815-2770-6",NA,NA,TRUE,FALSE
"Bielefeld U",2026,4760,"10.12907/978-3-593-46468-8",FALSE,"Campus Verlag","Mapping the Digital Humanities","978-3-593-46468-8",NA,"978-3-593-46468-8","https://creativecommons.org/licenses/by/4.0/legalcode",TRUE,FALSE
"Bielefeld U",2026,3808,"10.3790/978-3-428-59761-1",FALSE,"Duncker & Humblot","Zur Auflösung des Spannungsverhältnisses zwischen Wissenschaftsfreiheit und Datenschutzgrundrecht im Kontext medizinischer Forschung","978-3-428-59761-1",NA,"978-3-428-59761-1","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"Bielefeld U",2026,7140,"10.14361/9783839466124",FALSE,"transcript Verlag","Die Ideologien der Systeme","978-3-8376-8083-6","978-3-8376-8083-6","978-3-8394-6612-4","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Bielefeld U",2026,7080.5,"10.1515/9783112227282",FALSE,"De Gruyter","Fernsehkinder","978-3-11-222727-5","978-3-11-222727-5","978-3-11-222728-2","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Bielefeld U",2026,4500,"10.14361/9783839477205",FALSE,"transcript Verlag","Mensch und Maschine im Atelier","978-3-8376-8145-1","978-3-8376-8145-1","978-3-8394-7720-5","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Bielefeld U",2026,4500,"10.35468/6221",FALSE,"Verlag Julius Klinkhardt","Kinder fragen - Kinder forschen","978-3-7815-2759-1","978-3-7815-2759-1",NA,NA,TRUE,FALSE
"Bielefeld U",2026,4750,"10.57088/978-3-7329-8828-0",FALSE,"Frank & Timme","Kinder- und Jugendliteratur im Kontext von historischem und literarischem Lernen","978-3-7329-8828-0",NA,"978-3-7329-8828-0","https://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"Bielefeld U",2026,4498.2,"10.36198/9783838566252",FALSE,"utb GmbH","Qualitative Forschung lehren","978-3-8385-6625-2",NA,"978-3-8385-6625-2",NA,TRUE,FALSE
"Bielefeld U",2026,5712,"10.38070/9783987221118",FALSE,"Hamburger Edition HIS Verlagsges mbH","Gewalt erleiden","978-3-98722-111-8","978-3-98722-111-8",NA,NA,TRUE,FALSE
"",,,"","","","","","","","","",""
"Bielefeld U",2026,4996,"10.36198/9783838567242",FALSE,"utb GmbH","Syntagma – Ein Selbstlernabenteuer","978-3-8385-6724-2",NA,"978-3-8385-6724-2",NA,TRUE,FALSE
"Bielefeld U",2026,2140,"10.14361/9783839461587",FALSE,"transcript Verlag","Literatur- und Kulturpolitik der ›Neuen Rechten‹","978-3-8376-8065-2","978-3-8376-8065-2","978-3-8394-6158-7","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Bielefeld U",2026,4500,"10.5771/9783748956457",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Die Gleichheit der Staaten im Deutschen Bund","978-3-7489-5645-7","978-3-7489-5645-7",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"",,,"","","","","","","","","",""
"Bielefeld U",2026,4284,"10.36202/9783568100177",FALSE,"Königshausen & Neumann","Geteilte Horizonte","978-3-568-10016-0","978-3-568-10016-0",NA,NA,TRUE,FALSE
