"Institution","period","euro","doi","journal_title","year of publication","document ID","is_hybrid"
"FU Berlin",2016,1932.00,"10.1016/j.vas.2016.10.002","Veterinary and Animal Science: 1/2016",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000025977",FALSE
"FU Berlin",2016,1972.68,"10.3389/fmicb.2016.01665","Frontiers in Microbiology 7:1665",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000025727",FALSE
"FU Berlin",2016,529.53,"10.4236/ojps.2016.64037","Open Journal of Political Science, 2016, 6, 433-453",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000025644",FALSE
"FU Berlin",2016,848.93,"10.14293/S2199-1006.1.SOR-SOCSCI.AYUSLA.v1","ScienceOpen Research – Section: SOR-SOCSCI",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000025392",FALSE
"FU Berlin",2016,1428.00,"10.1093/database/baw125","Database (2016) 2016 : baw125",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000025643",FALSE
"FU Berlin",2016,500.00,"10.5334/ah.197","Architectural Histories, 4(1), 16, pp. 1–18",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000025642",FALSE
"FU Berlin",2016,1949.10,"10.3389/fpsyg.2016.01200","Frontiers in Psychology 7:1200",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000025108",FALSE
"FU Berlin",2016,1971.97,"10.3389/fpsyg.2016.01486","Frontiers in Psychology 7:1486",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000025645",FALSE
"FU Berlin",2016,1386.35,"10.1038/srep31577","Scientific Reports, 6:31577",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000025075",FALSE
"FU Berlin",2016,2142.00,"10.1186/s12958-016-0176-7","Reproductive Biology and Endocrinology. - 14 (2016), Artikel Nr. 44",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000025321",FALSE
"FU Berlin",2016,1998.83,"10.3389/fnhum.2016.00435","Front. Hum. Neurosci. - 10 (2016), Artikel Nr. 435",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000025320",FALSE
"FU Berlin",2016,1890.79,"10.3389/fnins.2016.00309","Frontiers in Neuroscience : July 2016 | Volume 10 | Article 309",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000025088",FALSE
"FU Berlin",2016,2000.00,"10.1186/s40359-015-0088-x","BMC Psychology. - 3 (2015), Artikel Nr. 30",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000023086",FALSE
"FU Berlin",2016,174.45,"10.1177/1474704916653964","Evolutinary Psychology, April-June 2016 vol. 14 no. 2",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000024888",FALSE
"FU Berlin",2016,1165.00,"10.1038/srep28544","Scientific Reports. - 6 (2016), Artikel Nr. 28544",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000024906",FALSE
"FU Berlin",2016,1251.84,"10.4172/2150-3494.1000127","Chemical Sciences Journal, 7: 127",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000024857",FALSE
"FU Berlin",2016,1203.96,"10.1371/journal.pone.0155300","PLoS ONE. - 11 (2016), 5, Artikel Nr. e0155300",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000024642",FALSE
"FU Berlin",2016,400.00,"no doi","sub\urban - Zeitschrift für kritische Stadtforschung, Band 4, Heft 1 (2016)",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000024892",FALSE
"FU Berlin",2016,473.62,"10.4236/mri.2016.52002","Modern Research in Inflammation, 2016, 5, S. 13-19",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000024583",FALSE
"FU Berlin",2016,1733.18,"10.3389/fpsyt.2016.00060","Front. Psychiatry 7:60",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000024389",FALSE
"FU Berlin",2016,465.00,"10.4172/2332-0761.1000191","Journal of Political Sciences & Public Affairs. - 4 (2016), 1, Artikel Nr. 191",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000024284",FALSE
"FU Berlin",2016,2000.00,"10.1186/s12952-016-0049-9","Journal of Negative Results in BioMedicine. - 15 (2016), Artikle Nr. 6",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000024360",FALSE
"FU Berlin",2016,328.84,"10.3732/apps.1500120","Applications in Plant Sciences. - 4 (2016), 2, Artikel Nr. 1500120",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000023905",FALSE
"FU Berlin",2016,1781.08,"10.3389/fpsyg.2016.00408","Frontiers in Psychology, March 2016, Volume 7, Article 408",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000024310",FALSE
"FU Berlin",2016,1300.44,"10.3389/fpsyg.2016.00266","Front. Psychol. - 7 (2016), Artikel Nr. 266",2016,"http://edocs.fu-berlin.de/docs/receive/FUDOCS_document_000000024223",FALSE
