institution;apc;period;doi;currency;is_hybrid
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s10531-023-02552-8;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1140/epjp/s13360-023-03805-9;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s11947-023-03029-w;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s00265-023-03305-x;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s10336-023-02051-1;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s10336-023-02050-2;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s00049-023-00381-3;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s11269-023-03481-5;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s10661-023-11047-6;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s13132-023-01257-1;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s10853-023-08357-y;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s00018-023-04745-4;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s00436-023-07814-6;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s41208-023-00531-y;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1140/epjd/s10053-023-00628-2;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s11104-023-05986-9;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s10661-023-11133-9;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s11837-023-05796-5;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s10021-023-00838-0;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s11105-023-01379-5;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s00126-023-01172-0;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s00338-023-02374-8;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s00355-023-01458-2;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s41513-023-00210-0;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s11302-023-09938-x;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3371,45;01/01/2023;10.1007/s00281-023-00990-8;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2690;01/01/2023;10.1007/s11224-023-02170-8;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2590;01/01/2023;10.1007/s00382-023-06790-y;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2790;01/01/2023;10.1007/s00265-023-03327-5;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2790;01/01/2023;10.1007/s10973-023-12224-y;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3390;01/01/2023;10.1007/s12035-023-03362-3;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2890;01/01/2023;10.1007/s11356-023-27305-6;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2390;01/01/2023;10.1007/s40435-023-01205-6;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3890;01/01/2023;10.1007/s12274-023-5765-0;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2390;01/01/2023;10.1007/s00500-023-08258-x;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s11356-023-27766-9;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s11160-023-09787-2;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s11244-023-01827-2;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2690;01/01/2023;10.1007/s00442-023-05380-3;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);3390;01/01/2023;10.1007/s10980-023-01675-1;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10681-023-03193-2;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10040-023-02644-3;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10592-023-01534-1;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10811-023-02986-1;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1140/epja/s10050-023-01027-2;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s41061-023-00430-z;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s11356-023-27710-x;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s42991-023-00364-5;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2790;01/01/2023;10.1007/s10344-023-01683-1;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10955-023-03118-2;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s11356-023-27871-9;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s00442-023-05383-0;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2390;01/01/2023;10.1007/s10123-023-00364-y;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10886-023-01434-1;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10699-023-09917-w;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10846-023-01883-6;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1140/epja/s10050-023-01045-0;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s12220-023-01333-7;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10530-023-03087-3;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10681-023-03199-w;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10973-023-12313-y;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10340-023-01648-y;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s11160-023-09790-7;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10489-023-04758-3;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10658-023-02700-4;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10340-023-01659-9;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s10509-023-04212-3;EUR;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);2438;01/01/2023;10.1007/s11192-023-04726-1;EUR;TRUE
