"institution",,"Betrag EUR","DOI","Journal","ISSN.1","ISSN.2","Publisher","base.url","record.id","is_hybrid","opt_out"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JB019917","Journal of Geophysical Research: Solid Earth","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002062,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2019JF005419","Journal of Geophysical Research: Earth Surface","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002172,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JA027939","Journal of Geophysical Research: Space Physics","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002174,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2019JB018935","Journal of Geophysical Research: Solid Earth","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002339,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GC008935","Geochemistry, Geophysics, Geosystems","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002333,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GL087643","Geophysical Research Letters","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002291,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1002/esp.4933","Earth Surface Processes and Landforms","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002418,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GL087774","Geophysical Research Letters","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002439,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JB019768","Journal of Geophysical Research: Solid Earth","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002459,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GC009044","Geochemistry, Geophysics, Geosystems","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002468,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GC009119","Geochemistry, Geophysics, Geosystems","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002532,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GL088266","Geophysical Research Letters","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002660,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JA028208","Journal of Geophysical Research: Space Physics","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002715,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GL087285","Geophysical Research Letters","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002572,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JB020186","Journal of Geophysical Research: Solid Earth","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002720,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2019JF005487","Journal of Geophysical Research: Earth Surface","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002834,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2019JB019225","Journal of Geophysical Research: Solid Earth","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002833,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GC009062","Geochemistry, Geophysics, Geosystems","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002828,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GL088351","Geophysical Research Letters","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002929,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GL089627","Geophysical Research Letters","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002951,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GL089258","Geophysical Research Letters","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002979,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1111/jmg.12559","Journal of Metamorphic Geology","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5002651,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2019GL086604","Geophysical Research Letters","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003084,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JA028109","Journal of Geophysical Research: Space Physics","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003032,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2019GB006513","Global Biogeochemical Cycles","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003083,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020RG000704","Reviews of Geophysics","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003082,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1002/esp.4993","Earth Surface Processes and Landforms","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003137,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JB020025","Journal of Geophysical Research: Solid Earth","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003139,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JB020122","Journal of Geophysical Research: Solid Earth","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003180,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2019JB019040","Journal of Geophysical Research: Solid Earth","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003204,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JF005586","Journal of Geophysical Research: Earth Surface","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003309,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JB019495","Journal of Geophysical Research: Solid Earth","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003229,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1111/ggr.12362","Geostandards and Geoanalytical Research","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003359,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GL088649","Geophysical Research Letters","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003413,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2019JD030634","Journal of Geophysical Research: Atmospheres","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",4883896,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JF005808","Journal of Geophysical Research: Earth Surface","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003538,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1111/ggr.12366","Geostandards and Geoanalytical Research","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003605,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GL089576","Geophysical Research Letters","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003666,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JB020923","Journal of Geophysical Research: Solid Earth","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003818,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1111/bor.12499","Boreas","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003984,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1002/esp.5034","Earth Surface Processes and Landforms","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003979,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2019TC005894","Tectonics","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003966,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GL088420","Geophysical Research Letters","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5004116,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2019TC005921","Tectonics","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5004070,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JB020097","Journal of Geophysical Research: Solid Earth","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5003812,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GL089463","Geophysical Research Letters","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5004202,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JB020390","Journal of Geophysical Research: Solid Earth","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5004362,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JF005619","Journal of Geophysical Research: Earth Surface","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5004644,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020JB019589","Journal of Geophysical Research: Solid Earth","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5004645,"TRUE","FALSE"
"GFZ Potsdam",2020,3451.00,"10.1029/2020GL089203","Geophysical Research Letters","NA","NA","Wiley","https://gfzpublic.gfz-potsdam.de  ",5004670,"TRUE","FALSE"
