institution;apc;doi;period;currency;is_hybrid
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9TB02955A;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0CY00639D;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0GC01066A;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0TC01608J;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0MH00601G;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0FO00976H;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0QI00127A;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0TA02994G;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0DT00818D;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0NR02204G;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0TB00702A;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0CC01438A;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0CP00468E;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0CC01725F;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0CC02146F;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0FO00236D;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0TC00642D;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0FO00433B;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9NR10316C;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0CY00322K;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0TA02031A;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0CC01135E;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0FO00206B;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0BM00083C;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9BM02052G;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0CY00416B;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0NR00251H;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9CY02395J;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0CC00738B;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9NJ06433H;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0TA00062K;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9QM00713J;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9AY02617G;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0CC00681E;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9DT04908H;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9GC04221K;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9TC05912A;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0SE00094A;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/D0NR00666A;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9QM00752K;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9DT04695J;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9NR10620K;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9OB02688F;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9CY02332A;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9CC08930F;01/01/2020;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;10.1039/C9LC01051C;01/01/2020;GBP;TRUE
