"institution","Period","doi","journal_title","is_hybrid"
"French institutions",2022,"10.1051/0004-6361/202244103","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244683","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244634","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244223","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244205","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202243882","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245151","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244670","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245345","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244746","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245000","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244837","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245294","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245026","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244776","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244920","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245407","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245482","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244285","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245104","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244576","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202243170","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244349","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245157","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202243074e","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245141","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244981","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245396","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245311","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245162","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245358","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245198","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202140989e","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244878","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244720","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245398","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202245421","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244291","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244857","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/0004-6361/202244141","Astronomy & Astrophysics","FALSE"
"French institutions",2022,"10.1051/epjap/2022220088","EPJ AP","TRUE"
"French institutions",2022,"10.1051/epjap/2022220263","EPJ AP","TRUE"
"French institutions",2022,"10.1051/epjn/2022015","EPJ Nuclear Sciences & Technologies","FALSE"
"French institutions",2022,"10.1051/epjn/2022017","EPJ Nuclear Sciences & Technologies","FALSE"
"French institutions",2022,"10.1051/epjn/2022025","EPJ Nuclear Sciences & Technologies","FALSE"
"French institutions",2022,"10.1051/epjn/2022034","EPJ Nuclear Sciences & Technologies","FALSE"
"French institutions",2022,"10.1051/epjn/2022042","EPJ Nuclear Sciences & Technologies","FALSE"
"French institutions",2022,"10.1051/epjn/2022041","EPJ Nuclear Sciences & Technologies","FALSE"
"French institutions",2022,"10.1051/epjn/2022045","EPJ Nuclear Sciences & Technologies","FALSE"
"French institutions",2022,"10.1051/epjn/2022053","EPJ Nuclear Sciences & Technologies","FALSE"
"French institutions",2022,"10.1051/epjn/2022054","EPJ Nuclear Sciences & Technologies","FALSE"
"French institutions",2022,"10.1051/epjpv/2022017","EPJ Photovoltaics","FALSE"
"French institutions",2022,"10.1051/epjpv/2022018","EPJ Photovoltaics","FALSE"
"French institutions",2022,"10.1051/epjpv/2022022","EPJ Photovoltaics","FALSE"
"French institutions",2022,"10.1051/epjpv/2022028","EPJ Photovoltaics","FALSE"
"French institutions",2022,"10.1051/epjpv/2022027","EPJ Photovoltaics","FALSE"
"French institutions",2022,"10.1051/cocv/2022055","ESAIM: Control, Optimisation and Calculus of Variations","FALSE"
"French institutions",2022,"10.1051/cocv/2022056","ESAIM: Control, Optimisation and Calculus of Variations","FALSE"
"French institutions",2022,"10.1051/cocv/2022057","ESAIM: Control, Optimisation and Calculus of Variations","FALSE"
"French institutions",2022,"10.1051/cocv/2022060","ESAIM: Control, Optimisation and Calculus of Variations","FALSE"
"French institutions",2022,"10.1051/cocv/2022064","ESAIM: Control, Optimisation and Calculus of Variations","FALSE"
"French institutions",2022,"10.1051/cocv/2022069","ESAIM: Control, Optimisation and Calculus of Variations","FALSE"
"French institutions",2022,"10.1051/cocv/2022071","ESAIM: Control, Optimisation and Calculus of Variations","FALSE"
"French institutions",2022,"10.1051/cocv/2022089","ESAIM: Control, Optimisation and Calculus of Variations","FALSE"
"French institutions",2022,"10.1051/m2an/2022061","ESAIM: Mathematical Modelling and Numerical Analysis","FALSE"
"French institutions",2022,"10.1051/m2an/2022059","ESAIM: Mathematical Modelling and Numerical Analysis","FALSE"
"French institutions",2022,"10.1051/m2an/2022078","ESAIM: Mathematical Modelling and Numerical Analysis","FALSE"
"French institutions",2022,"10.1051/m2an/2022082","ESAIM: Mathematical Modelling and Numerical Analysis","FALSE"
"French institutions",2022,"10.1051/m2an/2022085","ESAIM: Mathematical Modelling and Numerical Analysis","FALSE"
"French institutions",2022,"10.1051/m2an/2022092","ESAIM: Mathematical Modelling and Numerical Analysis","FALSE"
"French institutions",2022,"10.1051/m2an/2022101","ESAIM: Mathematical Modelling and Numerical Analysis","FALSE"
"French institutions",2022,"10.1051/m2an/2022102","ESAIM: Mathematical Modelling and Numerical Analysis","FALSE"
"French institutions",2022,"10.1051/ps/2022008","ESAIM: Probability and Statistics","FALSE"
"French institutions",2022,"10.1051/ps/2022014","ESAIM: Probability and Statistics","FALSE"
"French institutions",2022,"10.1051/ps/2022013","ESAIM: Probability and Statistics","FALSE"
"French institutions",2022,"10.1051/ps/2022018","ESAIM: Probability and Statistics","FALSE"
"French institutions",2022,"10.1051/ps/2022019","ESAIM: Probability and Statistics","FALSE"
"French institutions",2022,"10.1051/ps/2022020","ESAIM: Probability and Statistics","FALSE"
"French institutions",2022,"10.1051/ps/2022021","ESAIM: Probability and Statistics","FALSE"
"French institutions",2022,"10.1051/epn/2022406 ","Europhysics News","TRUE"
"French institutions",2022,"10.1051/epn/2022503 ","Europhysics News","TRUE"
"French institutions",2022,"10.1051/jeos/2022011","Journal of the European Optical Society-Rapid Publications","FALSE"
"French institutions",2022,"10.1051/mattech/2022037","Matériaux & Techniques","TRUE"
"French institutions",2022,"10.1051/mattech/2022038","Matériaux & Techniques","TRUE"
"French institutions",2022,"10.1051/mattech/2022041","Matériaux & Techniques","TRUE"
"French institutions",2022,"10.1051/mattech/2022042","Matériaux & Techniques","TRUE"
"French institutions",2022,"10.1051/meca/2022023","Mechanics & Industry","FALSE"
"French institutions",2022,"10.1051/meca/2022025","Mechanics & Industry","FALSE"
"French institutions",2022,"10.1051/meca/2022026","Mechanics & Industry","FALSE"
"French institutions",2022,"10.1051/meca/2022027","Mechanics & Industry","FALSE"
"French institutions",2022,"10.1051/meca/2022030","Mechanics & Industry","FALSE"
"French institutions",2022,"10.1051/medsci/2022039","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022162","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022122","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022147","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022167","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022165","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022125","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022166","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022126","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022121","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022119","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022118","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022130","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022129","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022128","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022127","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022168","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022149","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022148","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022164","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022133","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022161","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022140","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022169","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022139","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022138","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022137","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022136","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022135","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022134","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022192","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022144","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022163","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022157","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022156","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022158","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022160","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022171","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022170","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022191","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022187","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022186","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022185","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2023018","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022194","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022193","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2023008","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022188","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022189","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022198","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022196","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2022195","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2023010","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2023003","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/medsci/2023011","médecine/sciences","TRUE"
"French institutions",2022,"10.1051/metal/2022079","Metallurgical Research & Technology","TRUE"
"French institutions",2022,"10.1051/metal/2022094","Metallurgical Research & Technology","TRUE"
"French institutions",2022,"10.1051/parasite/2022001","Parasite","FALSE"
"French institutions",2022,"10.1051/parasite/2022040","Parasite","FALSE"
"French institutions",2022,"10.1051/parasite/2022043","Parasite","FALSE"
"French institutions",2022,"10.1051/parasite/2022045","Parasite","FALSE"
"French institutions",2022,"10.1051/parasite/2022048","Parasite","FALSE"
"French institutions",2022,"10.1051/parasite/2022050","Parasite","FALSE"
"French institutions",2022,"10.1051/parasite/2022056","Parasite","FALSE"
"French institutions",2022,"10.1051/parasite/2022061","Parasite","FALSE"
"French institutions",2022,"10.1051/parasite/2022063","Parasite","FALSE"
"French institutions",2022,"10.1051/parasite/2022064","Parasite","FALSE"
"French institutions",2022,"10.1051/photon/202211519","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211523","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211528","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211534","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211541","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211246","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211257","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211623","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211632","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211638","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202216042","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211654","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211658","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211664","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211716","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211724","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211730","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211736","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211740","Photoniques","TRUE"
"French institutions",2022,"10.1051/photon/202211746","Photoniques","TRUE"
"French institutions",2022,"10.1051/ro/2022022","RAIRO - Operations Research","FALSE"
"French institutions",2022,"10.1051/ro/2022167","RAIRO - Operations Research","FALSE"
"French institutions",2022,"10.1051/ro/2022174","RAIRO - Operations Research","FALSE"
"French institutions",2022,"10.1051/ro/2022187","RAIRO - Operations Research","FALSE"
"French institutions",2022,"10.1051/ro/2022205","RAIRO - Operations Research","FALSE"
"French institutions",2022,"10.1051/ita/2022008","RAIRO - Theoretical Informatics and Applications","FALSE"
"French institutions",2022,"10.1051/ita/2022009","RAIRO - Theoretical Informatics and Applications","FALSE"
"French institutions",2022,"10.1051/sicotj/2022039","Sicot-J","FALSE"
"French institutions",2022,"10.1051/sicotj/2022041","Sicot-J","FALSE"
"French institutions",2022,"10.1051/sicotj/2022050","Sicot-J","FALSE"
