"edpsname","eissn","journal_title","acceptation_date","online_publication_date","doi","reference","first_name","last_name","institution","zipcode","city"
"m2an","1290-3841","ESAIM: Mathematical Modelling and Numerical Analysis",11/29/2019,"\N","10.1051/m2an/2019084","m2an180172","Charles","Bertucci","Universite Paris Dauphine","75016","Paris"
"m2an","1290-3841","ESAIM: Mathematical Modelling and Numerical Analysis",12/6/2019,"\N","10.1051/m2an/2019088","m2an190172","Ha","Pham","Inria Centre de recherche Bordeaux Sud-Ouest","64013","Pau"
"mattech","1778-3771","Matériaux & Techniques",1/10/2019,"2019-04-19 09:04:37+02","10.1051/mattech/2019004","mt180080","Bruno","Passilly","ONERA Chatillon","92322","Chatillon cedex"
"mattech","1778-3771","Matériaux & Techniques",1/22/2019,"2019-04-19 09:04:31+02","10.1051/mattech/2019005","mt190002","Eric","Le Bourhis","Université de Poitiers","\N","\N"
"mattech","1778-3771","Matériaux & Techniques",3/14/2019,"2019-04-19 09:04:33+02","10.1051/mattech/2019016","mt180093","Alex","Montagne","Arts et Métiers Paris-Tech, MSMP","59046","Lille Cedex"
"mattech","1778-3771","Matériaux & Techniques",8/20/2019,"2020-01-20 09:01:37+01","10.1051/mattech/2019027","mt190045","Nabila","IKEN","CGS Mines ParisTech","\N","Paris"
"meca","2257-7750","Mechanics & Industry",1/3/2019,"2019-03-28 09:03:03+01","10.1051/meca/2019003","mi180195","Baptiste","BERGEOT","INSA Centre Val de Loire","41000","Blois"
"meca","2257-7750","Mechanics & Industry",2/19/2019,"2019-05-29 09:05:06+02","10.1051/meca/2019011","mi160255","Benoit","ROSA","Centrale Nantes","44000","Nantes"
"meca","2257-7750","Mechanics & Industry",5/15/2019,"2019-09-04 09:09:05+02","10.1051/meca/2019039","mi190061","Luc","CHEVALIER","Laboratoire MSME UMR 8208 CNRS","77454","Marne la Vallee"
"meca","2257-7750","Mechanics & Industry",5/16/2019,"2019-09-05 09:09:06+02","10.1051/meca/2019034","mi190006","fabien","VIPREY","Ecole Nationale Supérieure d'Arts et Métiers","71250","Cluny"
"meca","2257-7750","Mechanics & Industry",7/2/2019,"2020-02-25 09:02:03+01","10.1051/meca/2020009","mi190180","Francisco","CHINESTA","PIMM Institute @ ENSAM ParisTech","75013","Paris"
"meca","2257-7750","Mechanics & Industry",7/8/2019,"2019-11-29 09:11:18+01","10.1051/meca/2019067","mi180298","Manuel","PAREDES","Institut Clement Ader","31400","Toulouse"
"meca","2257-7750","Mechanics & Industry",7/19/2019,"2020-01-14 09:01:44+01","10.1051/meca/2019052","mi190155","Philippe","CASSAGNAU","Université Claude Bernard Lyon 1","69622","Villeurbanne"
"meca","2257-7750","Mechanics & Industry",9/10/2019,"2019-12-02 09:12:22+01","10.1051/meca/2019064","mi190210","Guillaume","VOUAILLAT","Laboratoire de Mécanique des Contacts et des Structures","69100","Villeurbanne"
"meca","2257-7750","Mechanics & Industry",9/25/2019,"2019-12-02 09:12:15+01","10.1051/meca/2019060","mi190009","Cédric","GOURDIN","Commissariat à l'énergie atomique et aux énergies alternatives","91191","Gif-sur-Yvette"
"meca","2257-7750","Mechanics & Industry",9/26/2019,"2019-12-02 09:12:20+01","10.1051/meca/2019057","mi190122","Sana","WERDA","I2M, Université de Bordeaux","33600","Gradignan"
"meca","2257-7750","Mechanics & Industry",10/29/2019,"2020-01-07 09:01:15+01","10.1051/meca/2019077","mi180307","Eric","LAINE","Institut Pprime","86961","Futuroscope Chasseneuil Cedex"
"meca","2257-7750","Mechanics & Industry",11/6/2019,"2020-02-05 09:02:11+01","10.1051/meca/2019083","mi190174","Vincent","MAGNIER","Université Lille Nord de France","59650","Villeneuve d'Ascq"
"medsci","1958-5381","médecine/sciences",1/3/2019,"2019-02-18 09:02:02+01","10.1051/medsci/2019009","msc190002","Christophe","Baudouin","Centre National d’Ophtalmologie des Quinze-Vingts et institut de la Vision, IHU FOReSIGHT,","\N","\N"
"medsci","1958-5381","médecine/sciences",1/3/2019,"2019-02-18 09:02:12+01","10.1051/medsci/2019007","msc190001","Philippe","Minard","Institute for Integrative Biology of the Cell (I2BC), CEA, CNRS, Univ. Paris‐Sud, Université Paris‐Saclay, 91198, Gif‐sur‐Yvette cedex, France","\N","\N"
"medsci","1958-5381","médecine/sciences",1/3/2019,"2019-02-18 09:02:15+01","10.1051/medsci/2019008","msc190003","Serge","Mordon","INSERM U 1189","\N","\N"
"medsci","1958-5381","médecine/sciences",1/4/2019,"2019-02-18 09:02:34+01","10.1051/medsci/2019013","msc180274","Isabelle","TARDIEUX","Institut pour l'avancée des biosciences","\N","\N"
"medsci","1958-5381","médecine/sciences",1/4/2019,"2019-02-18 09:02:38+01","10.1051/medsci/2019017","msc180257","Cécile","DELARASSE","INSTITUT DE LA VISION UMRS_968 Inserm / Sorbonne Universités","\N","\N"
"medsci","1958-5381","médecine/sciences",1/4/2019,"2019-02-18 09:02:39+01","10.1051/medsci/2019015","msc180264","Henri","Gruffat","CIRI, Centre International de Recherche en Infectiologie, Université de Lyon, Lyon, France. 2 INSERM U1111, Lyon, France. 3 CNRS UMR5308, Lyon, France. 4 Ecole Normale Supérieure de Lyon, Lyon, France","\N","\N"
"medsci","1958-5381","médecine/sciences",1/4/2019,"2019-02-18 09:02:44+01","10.1051/medsci/2019019","msc180271","Patrick","Delmas","Laboratoire de Neurosciences cognitives, UMR 7291 CNRS, Aix-Marseille-Université",,
"medsci","1958-5381","médecine/sciences",1/4/2019,"2019-02-18 09:02:47+01","10.1051/medsci/2019016","msc180272","Sébastien","Nisole","Institut de Recherche en Infectiologie de Montpellier (IRIM), CNRS, Université de Montpellier",,
"medsci","1958-5381","médecine/sciences",1/4/2019,"2019-02-18 09:02:50+01","10.1051/medsci/2019020","msc180276","Caroline","Moyret-Lalle","CENTRE DE RECHERCHE EN CANCEROLOGIE DE LYON UMR INSERM 1052 - CNRS 5286","\N","\N"
"medsci","1958-5381","médecine/sciences",1/4/2019,"2019-02-18 09:02:51+01","10.1051/medsci/2019018","msc180286","Xavier","contreras","IGH, UMR9002, CNRS, Université de Montpellier","\N","\N"
"medsci","1958-5381","médecine/sciences",1/8/2019,"2019-02-18 09:02:10+01","10.1051/medsci/2019012","msc190007","Marie","Gaille","SPHERE CNRS-Université Paris Diderot","75205","Paris"
"medsci","1958-5381","médecine/sciences",1/9/2019,"2019-04-01 09:04:08+02","10.1051/medsci/2019036","msc180241","jean louis","BOSSU","INCI","\N","\N"
"medsci","1958-5381","médecine/sciences",1/9/2019,"2019-04-01 09:04:10+02","10.1051/medsci/2019037","msc180287","Pierre","Lebon","Université Paris Descartes","\N","\N"
"medsci","1958-5381","médecine/sciences",1/10/2019,"2019-04-01 09:04:32+02","10.1051/medsci/2019031","msc180227","Milena","Maglio","APEMAC, EA4360, Université de Lorraine, Université Franco-Italienne UFI","\N","\N"
"medsci","1958-5381","médecine/sciences",1/15/2019,"\N","10.1051/medsci/2019038","msc190019","Arnold","Munnich","Institut Imagine ; université Paris Descartes et UMR Inserm1163 ; hôpital Necker Enfants Malades, Paris.",,
"medsci","1958-5381","médecine/sciences",1/15/2019,"2019-04-01 09:04:23+02","10.1051/medsci/2019033","msc190021","Herve","Chneiweiss","Centre de Psychiatrie et Neurosciences","\N","\N"
"medsci","1958-5381","médecine/sciences",1/15/2019,"2019-04-01 09:04:31+02","10.1051/medsci/2019034","msc190017","Jordan","Bertrand","CoReBio PACA",,
"medsci","1958-5381","médecine/sciences",1/15/2019,"2019-04-30 09:04:39+02","10.1051/medsci/2019067","msc180256","Véronique","Catros","Inserm UMR_S1241 NUMECAN (Nutrition, Metabolisms and Cancer)","\N","\N"
"medsci","1958-5381","médecine/sciences",1/21/2019,"2019-02-18 09:02:04+01","10.1051/medsci/2019029","msc190030","Herve","Chneiweiss","Centre de Psychiatrie et Neurosciences","\N","\N"
"medsci","1958-5381","médecine/sciences",1/22/2019,"2019-04-01 09:04:12+02","10.1051/medsci/2019030","msc180300","Patrick","Laurenti","Laboratoire Interdisciplinaire des Energies de Demain (LIED) UMR 8236 Université Paris-Diderot","\N","\N"
"medsci","1958-5381","médecine/sciences",1/24/2019,"2019-04-01 09:04:06+02","10.1051/medsci/2019042","msc180295","Celine","GUIGON","Université Paris Diderot-Unité Biologie Fonctionnelle et adaptative","\N","\N"
"medsci","1958-5381","médecine/sciences",1/24/2019,"2019-04-01 09:04:14+02","10.1051/medsci/2019041","msc180306","Roland S.","Liblau","INSERM","\N","\N"
"medsci","1958-5381","médecine/sciences",1/24/2019,"2019-04-01 09:04:16+02","10.1051/medsci/2019043","msc190004","Emmanuel","Donnadieu","Institut Cochin, Université Paris Descartes, CNRS (UMR 8104), Paris, France. Inserm, U1016, Paris, France.","\N","\N"
"medsci","1958-5381","médecine/sciences",1/24/2019,"2019-04-01 09:04:18+02","10.1051/medsci/2019044","msc190011","Morgane","Bomsel","Institut Cochin CNRS UMR8104, INSERM U1016","\N","\N"
"medsci","1958-5381","médecine/sciences",1/24/2019,"2019-04-01 09:04:21+02","10.1051/medsci/2019040","msc190014","Allison","Agus","Institut Micalis, Institut National de la Recherche Agronomique (INRA), AgroParisTech, Université Paris–Saclay","\N","\N"
"medsci","1958-5381","médecine/sciences",1/24/2019,"2019-04-01 09:04:25+02","10.1051/medsci/2019039","msc190033","François","Flori","EDP Sciences","91940","les Ulis"
"medsci","1958-5381","médecine/sciences",1/27/2019,"2019-04-01 09:04:36+02","10.1051/medsci/2019045","msc190036","Laure","Coulombel",,"\N","\N"
"medsci","1958-5381","médecine/sciences",1/28/2019,"2019-04-30 09:04:10+02","10.1051/medsci/2019068","msc180232","Jean-Luc","GALZI","Directeur de recherche CNRS,  Directeur de l'UMR 7242 biotechnologie et signalisation cellulaire, UMR 7242 LabEx Medalis Ecole Supérieure de Biotechnologie de Strasbourg,","\N","\N"
"medsci","1958-5381","médecine/sciences",2/1/2019,"2019-04-01 09:04:26+02","10.1051/medsci/2019054","msc190042","Yves","Agid","Institut du cerveau et de la moelle épinière (ICM) CHU Pitié-Salpêtrière,","\N","\N"
"medsci","1958-5381","médecine/sciences",2/1/2019,"2019-05-22 09:05:10+02","10.1051/medsci/2019076","msc180278","Damien","Cohen","Centre de Recherche en Cancérologie de Lyon (CRCL)","69003","Lyon"
"medsci","1958-5381","médecine/sciences",2/10/2019,"2019-04-30 09:04:26+02","10.1051/medsci/2019065","msc190028","Eric","Le Bourg","Centre de Recherches sur la Cognition Animale, UMR CNRS 5169, Centre de Biologie Intégrative,Université de Toulouse, Université Paul-Sabatier","\N","\N"
"medsci","1958-5381","médecine/sciences",2/12/2019,"2019-04-01 09:04:38+02","10.1051/medsci/2019056","msc190056","Laure","Coulombel",,"\N","\N"
"medsci","1958-5381","médecine/sciences",2/13/2019,"2019-04-30 09:04:13+02","10.1051/medsci/2019058","msc190015","Stéphanie","Baulac","Institut du Cerveau et de la Moelle (ICM)","75013","Paris"
"medsci","1958-5381","médecine/sciences",2/13/2019,"2019-04-30 09:04:16+02","10.1051/medsci/2019059","msc190018","Jacques-Philippe","Colletier","Institut de biologie structurale CNRS UMR 5075","\N","\N"
"medsci","1958-5381","médecine/sciences",2/13/2019,"2019-04-30 09:04:17+02","10.1051/medsci/2019060","msc190020","Yves","DENIZOT","UMR CNRS 7276, INSERM U1262, Université de Limoges","\N","\N"
"medsci","1958-5381","médecine/sciences",2/13/2019,"2019-04-30 09:04:20+02","10.1051/medsci/2019061","msc190026","Florence","Buseyne","Institut Pasteur","\N","\N"
"medsci","1958-5381","médecine/sciences",2/13/2019,"2019-04-30 09:04:22+02","10.1051/medsci/2019062","msc190032","Adeline","MALLET","Institut Pasteur","\N","\N"
"medsci","1958-5381","médecine/sciences",2/13/2019,"2019-04-30 09:04:24+02","10.1051/medsci/2019063","msc190037","Simon","Fillatreau","Institut Necker-Enfants Malades, INSERM U1151-CNRS UMR 8253, Paris, France; Université Paris Descartes, Sorbonne Paris Cité, Faculté de Médecine, Paris, France; AP-HP, Hôpital Necker Enfants Malades, Paris, France","\N","\N"
"medsci","1958-5381","médecine/sciences",2/13/2019,"2019-04-30 09:04:41+02","10.1051/medsci/2019069","msc180298","Darragh","Duffy","Institut Pasteur","\N","\N"
"medsci","1958-5381","médecine/sciences",2/13/2019,"2019-05-22 09:05:15+02","10.1051/medsci/2019082","msc180291","Hélène","Pouzet","Sorbonne Université, UM 119, INSERM UMRS 1130, CNRS UMR 8246, Neuroscience Paris Seine,","\N","\N"
"medsci","1958-5381","médecine/sciences",2/19/2019,"2019-05-22 09:05:49+02","10.1051/medsci/2019078","msc180302","Jean-Philippe","Girard","Directeur Institut de Pharmacologie et de Biologie Structurale (IPBS) CNRS-Université de Toulouse III","\N","\N"
"medsci","1958-5381","médecine/sciences",2/21/2019,"2019-07-05 09:07:08+02","10.1051/medsci/2019095","msc190046","Virginie","Petrilli","Centre de Recherche en Cancérologie de Lyon","\N","\N"
"medsci","1958-5381","médecine/sciences",2/22/2019,"2019-04-30 09:04:11+02","10.1051/medsci/2019057","msc190064","Michel","Bornens","Institut Curie, PSL Research University, CNRS - UMR 144",,
"medsci","1958-5381","médecine/sciences",2/22/2019,"2019-07-05 09:07:22+02","10.1051/medsci/2019093","msc190057","Ada","Collura","Sorbonne Université, UPMC Univ Paris 06, INSERM, UMRS 938, Equipe Instabilité des Microsatellites et Cancer,","\N","\N"
"medsci","1958-5381","médecine/sciences",2/26/2019,"2019-04-30 09:04:06+02","10.1051/medsci/2019064","msc190069","Jordan","Bertrand","CoReBio PACA",,
"medsci","1958-5381","médecine/sciences",2/26/2019,"2019-04-30 09:04:32+02","10.1051/medsci/2019070","msc190072","Sophie","Sibéril","INSERM UMRS-872 - Université Pierre et Marie Curie","\N","\N"
"medsci","1958-5381","médecine/sciences",2/26/2019,"2019-04-30 09:04:33+02","10.1051/medsci/2019071","msc190043","Benjamin","EZRATY","LCB - CNRS/AMU","\N","\N"
"medsci","1958-5381","médecine/sciences",2/26/2019,"2019-05-22 09:05:52+02","10.1051/medsci/2019084","msc190050","Laurence","Dubrez","LNC UMR1231, Inserm/Université de Bourgogne","\N","\N"
"medsci","1958-5381","médecine/sciences",2/28/2019,"2019-05-22 09:05:57+02","10.1051/medsci/2019077","msc180288","Milena","Hasan","CB UTechS, Institut Pasteur, Paris, France","\N","\N"
"medsci","1958-5381","médecine/sciences",3/4/2019,"2019-04-30 09:04:37+02","10.1051/medsci/2019072","msc190081","Odile","Cohen-Haguenauer","Unité d’Oncogénétique, Service d’oncologie médicale, pôle HI-3RO et faculté de Médecine, université Paris 7 Denis Diderot, USPC","\N","\N"
"medsci","1958-5381","médecine/sciences",3/8/2019,"2019-05-22 09:05:09+02","10.1051/medsci/2019090","msc180247","Clara","Steichen","Unité INSERM U1082 IRTOMIT","\N","\N"
"medsci","1958-5381","médecine/sciences",3/8/2019,"2019-05-22 09:05:12+02","10.1051/medsci/2019092","msc180311","Michel","Bornens","Institut Curie, PSL Research University, CNRS - UMR 144",,
"medsci","1958-5381","médecine/sciences",3/8/2019,"2019-05-22 09:05:14+02","10.1051/medsci/2019079","msc190074","Charlotte","Corporeau","IFREMER","\N","\N"
"medsci","1958-5381","médecine/sciences",3/11/2019,"2019-07-05 09:07:12+02","10.1051/medsci/2019094","msc190049","Chantal","Desdouets","Centre de Recherche des Cordeliers, INSERM, Sorbonne Université, USPC, Université Paris Descartes, Université Paris Diderot, Team « Proliferation, Stress and Liver Physiopathology »","\N","\N"
"medsci","1958-5381","médecine/sciences",3/15/2019,"2019-04-30 09:04:08+02","10.1051/medsci/2019073","msc190091","Jean-Luc","Teillaud","\N","\N","\N"
"medsci","1958-5381","médecine/sciences",3/15/2019,"2019-04-30 09:04:29+02","10.1051/medsci/2019074","msc190092","Jean-Luc","Teillaud","\N","\N","\N"
"medsci","1958-5381","médecine/sciences",3/17/2019,"2019-05-22 09:05:04+02","10.1051/medsci/2019081","msc190093","Alain","Cohen-Solal","Hôpital Lariboisière/Saint Louis, Département de cardiologie, Paris, France UMR-S942 « BioCANVAS », université Paris Diderot","\N","\N"
"medsci","1958-5381","médecine/sciences",4/2/2019,"2019-05-22 09:05:01+02","10.1051/medsci/2019087","msc190070","Vincent","Courdavault","Université de Tours EA2106 Biomolécules et Biotechnolgies Végétales","\N","\N"
"medsci","1958-5381","médecine/sciences",4/2/2019,"2019-05-22 09:05:02+02","10.1051/medsci/2019085","msc190078","Annie","Molla","Institut pour l'avancée des biosciences",,
"medsci","1958-5381","médecine/sciences",4/2/2019,"2019-05-22 09:05:05+02","10.1051/medsci/2019080","msc190102","Jordan","Bertrand","CoReBio PACA",,
"medsci","1958-5381","médecine/sciences",4/2/2019,"2019-05-22 09:05:51+02","10.1051/medsci/2019089","msc190045","Mélanie","Deschasaux","Equipe de Recherche en Epidémiologie Nutritionnelle (EREN, U1153 Inserm / U1125 Inra / Cnam / Universités Paris 5, 7 et 13)",,
"medsci","1958-5381","médecine/sciences",4/2/2019,"2019-05-22 09:05:55+02","10.1051/medsci/2019086","msc190059","Jean-Claude","WEILL","INEM, INSERM U1151","\N","\N"
"medsci","1958-5381","médecine/sciences",4/2/2019,"2019-05-22 09:05:59+02","10.1051/medsci/2019088","msc190066","Ralf","Jockers","Inserm, U1016, Institut Cochin, Paris, France CNRS UMR 8104, Paris, France Université Paris Descartes, Sorbonne Paris Cite, Paris, France",,
"medsci","1958-5381","médecine/sciences",4/6/2019,"2019-05-22 09:05:07+02","10.1051/medsci/2019091","msc190119","Jean-Luc","GALZI","Directeur de recherche CNRS,  Directeur de l'UMR 7242 biotechnologie et signalisation cellulaire, UMR 7242 LabEx Medalis Ecole Supérieure de Biotechnologie de Strasbourg,","\N","\N"
"medsci","1958-5381","médecine/sciences",4/12/2019,"2019-07-05 09:07:29+02","10.1051/medsci/2019110","msc190094","David","Daudé","Gene et GreenTK","13005","Marseille"
"medsci","1958-5381","médecine/sciences",4/13/2019,"2019-09-18 09:09:54+02","10.1051/medsci/2019127","msc190085","Anne","HERON","Université Paris Descartes","\N","\N"
"medsci","1958-5381","médecine/sciences",4/24/2019,"2019-07-05 09:07:10+02","10.1051/medsci/2019096","msc180099","Maxime","MAHE","INSERM, Université de Nantes, Institut des Maladies de l'Appareil Digestif - UMR 1235 TENS","\N","Nantes"
"medsci","1958-5381","médecine/sciences",4/29/2019,"2019-07-05 09:07:34+02","10.1051/medsci/2019099","msc190137","Jordan","Bertrand","CoReBio PACA",,
"medsci","1958-5381","médecine/sciences",5/9/2019,"2019-07-05 09:07:14+02","10.1051/medsci/2019105","msc190086","Christophe","FERRAND","INSERM UMR1098 - EFSBFC - UBFC","\N","\N"
"medsci","1958-5381","médecine/sciences",5/9/2019,"2019-07-05 09:07:18+02","10.1051/medsci/2019104","msc190103","Anna","Castro","Centre de Recherche de Biologie cellulaire de Montpellier (CRBM)",,
"medsci","1958-5381","médecine/sciences",5/9/2019,"2019-07-05 09:07:23+02","10.1051/medsci/2019106","msc190109","Gérard","COULY","Institut de la Vision, Sorbonne Universités, UPMC Université Paris 06, INSERM","75012","Paris"
"medsci","1958-5381","médecine/sciences",5/9/2019,"2019-07-05 09:07:27+02","10.1051/medsci/2019102","msc190116","Quentin","Gaday","Unité de Microbiologie Structurale, Institut Pasteur, UMR 3528 CNRS, Paris, France 2 Université Paris Diderot, Sorbonne Paris Cité, Paris, France","\N","\N"
"medsci","1958-5381","médecine/sciences",5/9/2019,"2019-07-05 09:07:30+02","10.1051/medsci/2019098","msc190144","Marcel","Goldberg","Inserm UMS 011  Cohortes épidémiologiques en population","\N","\N"
"medsci","1958-5381","médecine/sciences",5/9/2019,"2019-07-05 09:07:32+02","10.1051/medsci/2019100","msc190142","Jacques","HAIECH","UMR7242 CNRS Biotechnologie et signalisation cellulaire","\N","\N"
"medsci","1958-5381","médecine/sciences",5/9/2019,"2019-07-05 09:07:36+02","10.1051/medsci/2019101","msc190129","Meriem","Koual","Service de chirurgie cancérologique gynécologique et du sein, Hôpital européen Georges Pompidou, AP-HP, Paris. Inserm UMR-S1124, Toxicologie Pharmacologie et Signalisation cellulaire","\N","\N"
"medsci","1958-5381","médecine/sciences",5/9/2019,"2019-07-05 09:07:38+02","10.1051/medsci/2019097","msc190145","Karine","LAMBERT","CNRS UMR 7303 TELEMMe (Temps, Espaces, Langages, Europe Méridionale – Méditerranée), équipe GeFem, université Aix-Marseille","\N","\N"
"medsci","1958-5381","médecine/sciences",5/9/2019,"2019-09-18 09:09:46+02","10.1051/medsci/2019132","msc190133","Benoit","Busser","Institute for Advanced Biosciences,","38700","Grenoble"
"medsci","1958-5381","médecine/sciences",5/11/2019,"2019-09-18 09:09:51+02","10.1051/medsci/2019128","msc190090","JEAN-JACQUES","Candelier","Unité INSERM 1197",,
"medsci","1958-5381","médecine/sciences",5/13/2019,"2019-07-05 09:07:04+02","10.1051/medsci/2019107","msc190089","Dominique","Langin","Institut des Maladies Métaboliques et Cardiovasculaires, I2MC","\N","\N"
"medsci","1958-5381","médecine/sciences",5/13/2019,"2019-07-05 09:07:25+02","10.1051/medsci/2019108","msc190127","Andree","Delahaye-Duriez","INSERM","75019","Paris"
"medsci","1958-5381","médecine/sciences",5/14/2019,"2019-07-05 09:07:20+02","10.1051/medsci/2019109","msc190105","Don-Marc","Franchini","Centre de Recherches en Cancérologie de Toulouse","\N","\N"
"medsci","1958-5381","médecine/sciences",5/17/2019,"2019-09-18 09:09:28+02","10.1051/medsci/2019130","msc190131","Sébastien","Pfeffer","Institut de Biologie Moléculaire et Cellulaire","\N","\N"
"medsci","1958-5381","médecine/sciences",5/20/2019,"2019-09-18 09:09:53+02","10.1051/medsci/2019129","msc190104","Martine","Biard","IRIM","\N","\N"
"medsci","1958-5381","médecine/sciences",5/23/2019,"2019-09-18 09:09:32+02","10.1051/medsci/2019135","msc190160","Lucie","Larigot","Université Paris Descartes, UMR-S 1124 et UMR 8601, École doctorale MTCI - Médicament, Toxicologie, Chimie et Imageries","\N","\N"
"medsci","1958-5381","médecine/sciences",5/28/2019,"2019-09-18 09:09:33+02","10.1051/medsci/2019123","msc190170","Alain","Tedgui","Université de Paris, Paris Centre de Recherche Cardiovasculaire (PARCC), Inserm,","\N","\N"
"medsci","1958-5381","médecine/sciences",5/29/2019,"2019-09-18 09:09:41+02","10.1051/medsci/2019133","msc190153","Chloé","James","Inserm 1034 CHU de Bordeaux","\N","\N"
"medsci","1958-5381","médecine/sciences",5/30/2019,"2019-09-18 09:09:23+02","10.1051/medsci/2019131","msc180118","Isabelle","Brunet","Centre Interdisciplinaire de Recherche en Biologie (CIRB), Collège de France, Inserm U1050, CNRS UMR 7241","\N","\N"
"medsci","1958-5381","médecine/sciences",6/6/2019,"2019-09-18 09:09:12+02","10.1051/medsci/2019122","msc190134","Sylvain","Baize","Institut Pasteur, Lyon","\N","\N"
"medsci","1958-5381","médecine/sciences",6/6/2019,"2019-09-18 09:09:18+02","10.1051/medsci/2019121","msc190120","Guillaume","Sandoz","Université Cote d’Azur, CNRS, INSERM, iBV, France","\N","\N"
"medsci","1958-5381","médecine/sciences",6/6/2019,"2019-09-18 09:09:20+02","10.1051/medsci/2019119","msc190118","Nabila","Bouatia-Naji","INSERM UMR970 Paris Centre de recherche Cardiovasculaire à l'HEGP Equipe 3","\N","\N"
"medsci","1958-5381","médecine/sciences",6/6/2019,"2019-09-18 09:09:25+02","10.1051/medsci/2019117","msc190123","Pascale","Cossart","Institut Pasteur",,
"medsci","1958-5381","médecine/sciences",6/6/2019,"2019-09-18 09:09:27+02","10.1051/medsci/2019120","msc190126","François-Loïc","Cosset","CIRI","\N","\N"
"medsci","1958-5381","médecine/sciences",6/6/2019,"2019-09-18 09:09:30+02","10.1051/medsci/2019125","msc190139","François","Ghiringhelli","Université de Bourgogne Franche-Comté",,"Dijon"
"medsci","1958-5381","médecine/sciences",6/6/2019,"2019-09-18 09:09:44+02","10.1051/medsci/2019134","msc190113","Vincent","Looten","INSERM, Centre de Recherche des Cordeliers, UMRS 1138, Equipe Anita Burgun, Université Paris Descartes, Sorbonne Paris Cité","\N","\N"
"medsci","1958-5381","médecine/sciences",6/12/2019,"2019-10-18 09:10:40+02","10.1051/medsci/2019150","msc190183","Anne Marie","MOULIN","Laboratoire SPHERE","75205 Paris Cedex 13","Paris"
"medsci","1958-5381","médecine/sciences",6/12/2019,"2019-10-18 09:10:53+02","10.1051/medsci/2019155","msc190140","Philippe","Menasché","Hôpital Européen Georges Pompidou","\N","\N"
"medsci","1958-5381","médecine/sciences",6/13/2019,"2019-09-18 09:09:35+02","10.1051/medsci/2019136","msc190185","Jordan","Bertrand","CoReBio PACA",,
"medsci","1958-5381","médecine/sciences",6/21/2019,"2019-10-18 09:10:06+02","10.1051/medsci/2019151","msc190184","Antoine","Santiago","Paul Brousse Hospital, APHP Paris-Saclay University, Univ. Paris-Sud, UVSQ, CESP, INSERM","\N","\N"
"medsci","1958-5381","médecine/sciences",6/21/2019,"2019-10-18 09:10:08+02","10.1051/medsci/2019152","msc190154","Sophie","Jacqueline","Université Versailles - Saint-Quentin-en-Yvelines, Laboratoire DANTE (EA4498), UFR des Sciences de la santé",,
"medsci","1958-5381","médecine/sciences",6/21/2019,"2019-10-18 09:10:58+02","10.1051/medsci/2019154","msc190161","Carole","Lartigue","INRA","\N","\N"
"medsci","1958-5381","médecine/sciences",6/22/2019,"2019-09-18 09:09:37+02","10.1051/medsci/2019137","msc190196","Anne Marie","MOULIN","Laboratoire SPHERE","75205 Paris Cedex 13","Paris"
"medsci","1958-5381","médecine/sciences",7/3/2019,"2019-10-18 09:10:00+02","10.1051/medsci/2019149","msc190201","Jordan","Bertrand","CoReBio PACA",,
"medsci","1958-5381","médecine/sciences",7/13/2019,"2019-09-18 09:09:48+02","10.1051/medsci/2019141","msc190211","Marie","Gaille","SPHERE CNRS-Université Paris Diderot","75205","Paris"
"medsci","1958-5381","médecine/sciences",7/13/2019,"2019-10-18 09:10:04+02","10.1051/medsci/2019156","msc190136","Jean","Bastin","Centre de recherche des Cordeliers U1138-EQ26- ""Médecine Personnalisée, Pharmacogénomique, Optimisation Thérapeutique""","\N","\N"
"medsci","1958-5381","médecine/sciences",7/13/2019,"2019-12-17 09:12:36+01","10.1051/medsci/2019172","msc190146","Célia","Ravel","CHU de Rennes Université de Rennes1",,
"medsci","1958-5381","médecine/sciences",7/16/2019,"2019-10-18 09:10:41+02","10.1051/medsci/2019157","msc190147","Claire","WILHELM","Laboratoire MSC UMR7057 CNRS & Université Paris Diderot","\N","\N"
"medsci","1958-5381","médecine/sciences",7/16/2019,"2019-10-18 09:10:43+02","10.1051/medsci/2019148","msc190149","Roman Mérial","Chabanon","Gustave Roussy",,
"medsci","1958-5381","médecine/sciences",7/16/2019,"2019-10-18 09:10:45+02","10.1051/medsci/2019146","msc190152","Olivier","Albagli","U1016 INSERM Institut Cochin Groupe Hospitalier Cochin-Port-Royal Bâtiment Cassini",,
"medsci","1958-5381","médecine/sciences",7/16/2019,"2019-10-18 09:10:47+02","10.1051/medsci/2019142","msc190157","Antoine","fruleux","Reproduction et Développement des Plantes, Université de Lyon, École normale supérieure de Lyon, Université Claude Bernard Lyon 1, Institut National de la Recherche Agronomique","\N","\N"
"medsci","1958-5381","médecine/sciences",7/16/2019,"2019-10-18 09:10:48+02","10.1051/medsci/2019144","msc190171","Bernard","Mari","Institut de Pharmacologie Moléculaire et Cellulaire (IPMC) UMR 7275 CNRS Université Côte d'Azur","\N","\N"
"medsci","1958-5381","médecine/sciences",7/16/2019,"2019-10-18 09:10:50+02","10.1051/medsci/2019147","msc190177","Laurent","Yvan-Charvet","INSERM Delegation regionale Provence Alpes Cote d'Azur et Corse","06200","Nice"
