institution;apc;doi;period;currency;is_hybrid
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9TC00747D;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CP01114E;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CC04526K;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C8FO02465K;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9TA00994A;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/c9mt00144a;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9NR02172H;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9FO02221J;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9TC05785D;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C8BM01600C;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9LC00143C ;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C8CY02306A;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CC06376E;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C8CP06761A;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CC04944D;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C8NH00310F;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9NR01491H;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9DT04062E;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CY02172H;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CY00415G;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9QO00561G;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9NR05274G;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9FO00485H;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CP00857H;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9TB01599J;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9DT00702D;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C8FO02594K;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9NJ02245G;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9TC00906J;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9NR08050C;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CC06971B;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9DT02122A;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CP02017A;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CC05693A;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9NR02314C;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9NR01935A;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C8NR09204D;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C8TC06461J;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CC04919C;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9NR07365E;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C8CY02447B;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9DT04089G;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9NR08439H;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CY02091H;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9NR06763A;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9NJ00824A;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CC03941D;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9MH01020C;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9FO00298G;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C8CC09845J;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CC08628E;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CC04489B;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CP01105F;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9NR03970H;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C8CP07632D;01/01/2019;GBP;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);1600;https://doi.org/10.1039/C9CP01214A;01/01/2019;GBP;TRUE
