institution;period;euro;doi;is_hybrid;publisher;journal_full_title;issn;url;
ETH Zurich;2012;1162.08;10.1186/1748-717X-7-160;FALSE;BioMed Central;Radiation Oncology;;;
ETH Zurich;2012;1023.84;10.1186/1748-7188-7-7;FALSE;BioMed Central;Algorithms for Molecular Biology;;;
ETH Zurich;2012;1321.92;10.1186/1752-0509-6-142;FALSE;BioMed Central;BMC Systems Biology;;;
ETH Zurich;2012;1153.44;10.1186/1752-0509-6-46;FALSE;BioMed Central;BMC Systems Biology;;;
ETH Zurich;2012;691.20;10.1186/2190-4715-24-10;FALSE;SpringerOpen;Environmental Sciences Europe;;;
ETH Zurich;2012;691.20;10.1186/2190-4715-24-9;FALSE;SpringerOpen;Environmental Sciences Europe;;;
ETH Zurich;2012;950.40;10.1186/2191-219X-2-26;FALSE;SpringerOpen;EJNMMI Research;;;
ETH Zurich;2013;864.00;10.1140/epjds17;FALSE;SpringerOpen;EPJ Data Science;;;
ETH Zurich;2013;1313.28;10.1186/1471-2148-13-163;FALSE;BioMed Central;BMC Evolutionary Biology;;;
ETH Zurich;2013;1347.84;10.1186/1471-2148-13-29;FALSE;BioMed Central;BMC Evolutionary Biology;;;
ETH Zurich;2013;1365.12;10.1186/1471-2164-14-200;FALSE;BioMed Central;BMC Geriatrics;;;
ETH Zurich;2013;1399.68;10.1186/1471-2164-14-539;FALSE;BioMed Central;BMC Genomics;;;
ETH Zurich;2013;1399.68;10.1186/1471-2164-14-716;FALSE;BioMed Central;BMC Genomics;;;
ETH Zurich;2013;1308.96;10.1186/1471-2180-13-258;FALSE;BioMed Central;BMC Microbiology;;;
ETH Zurich;2013;1334.88;10.1186/1471-2334-13-100;FALSE;BioMed Central;BMC Infectious Diseases;;;
ETH Zurich;2013;1304.64;10.1186/1471-2342-13-44;FALSE;BioMed Central;BMC Medical Imaging;;;
ETH Zurich;2013;1313.28;10.1186/1471-2431-13-159;FALSE;BioMed Central;BMC Pediatrics;;;
ETH Zurich;2013;1399.68;10.1186/1471-2458-13-1100;FALSE;BioMed Central;BMC Public Health;;;
ETH Zurich;2013;1334.88;10.1186/1472-6785-13-12;FALSE;BioMed Central;BMC Ecology;;;
ETH Zurich;2013;1399.68;10.1186/1472-6785-13-32;FALSE;BioMed Central;BMC Ecology;;;
ETH Zurich;2013;1308.96;10.1186/1472-6807-13-21;FALSE;BioMed Central;BMC Structural Biology;;;
ETH Zurich;2013;1330.56;10.1186/1472-6963-13-44;FALSE;BioMed Central;BMC Health Services Research;;;
ETH Zurich;2013;1438.56;10.1186/1475-2891-12-16;FALSE;BioMed Central;Nutrition Journal;;;
ETH Zurich;2013;1213.92;10.1186/1476-069X-12-45;FALSE;Frontiers;Environmental Health;;;
ETH Zurich;2013;1464.48;10.1186/1478-811X-11-26;FALSE;;Cell Communication and Signaling;;;
ETH Zurich;2013;1209.60;10.1186/1550-2783-10-16;FALSE;;Journal of the International Society of Sports Nutrition;;;
ETH Zurich;2013;691.20;10.1186/1559-4106-8-22;FALSE;;Biointerphases;;;
ETH Zurich;2013;691.20;10.1186/1559-4106-8-34;FALSE;;Biointerphases;;;
ETH Zurich;2013;907.20;10.1186/1687-1499-2013-202;FALSE;;EURASIP Journal on Wireless Communications and Networking;;;
ETH Zurich;2013;432.00;10.1186/1687-4153-2013-6;FALSE;;EURASIP Journal on Bioinformatics and Systems Biology;;;
ETH Zurich;2013;432.00;10.1186/1687-417X-2013-7;FALSE;;EURASIP Journal on Information Security;;;
ETH Zurich;2013;1110.24;10.1186/1743-0003-10-4;FALSE;BioMed Central;Journal of NeuroEngineering and Rehabilitation;;;
ETH Zurich;2013;1183.68;10.1186/1743-0003-10-83;FALSE;BioMed Central;Journal of NeuroEngineering and Rehabilitation;;;
ETH Zurich;2013;1399.68;10.1186/1743-422X-10-165;FALSE;;Virology Journal;;;
ETH Zurich;2013;1131.84;10.1186/1745-6215-14-304;FALSE;BioMed Central;Trials;;;
ETH Zurich;2013;1153.44;10.1186/1746-4811-9-30;FALSE;BioMed Central;Plant Methods;;;
ETH Zurich;2013;1153.44;10.1186/1746-4811-9-45;FALSE;BioMed Central;Plant Methods;;;
ETH Zurich;2013;1334.88;10.1186/1752-0509-7-42;FALSE;BioMed Central;BMC Systems Biology;;;
ETH Zurich;2013;1334.88;10.1186/1752-0509-7-60;FALSE;BioMed Central;BMC Systems Biology;;;
ETH Zurich;2013;691.20;10.1186/2190-4715-25-12;FALSE;SpringerOpen;Environmental Sciences Europe;;;
ETH Zurich;2013;725.76;10.1186/2190-4715-25-33;FALSE;SpringerOpen;Environmental Sciences Europe;;;
ETH Zurich;2013;997.92;10.1186/2191-219X-3-61;FALSE;SpringerOpen;EJNMMI Research;;;
ETH Zurich;2013;1313.28;10.1186/ar4319;FALSE;;Arthritis Research & Therapy;;;
ETH Zurich;2013;1805.76;10.1186/gb-2013-14-2-r18;FALSE;BioMed Central;Genome Biology;;;
ETH Zurich;2013;1296.00;10.1186/s13102-017-0077-x;FALSE;BioMed Central;BMC Sports Science, Medicine and Rehabilitation;;;
ETH Zurich;2013;2368.10;10.1371/journal.pbio.1001763;FALSE;PLoS;PLOS  Biology;;;
ETH Zurich;2013;1837.32;10.1371/journal.pcbi.1002911;FALSE;PLoS;PLoS Computational Biology;;;
ETH Zurich;2013;1837.32;10.1371/journal.pcbi.1003088;FALSE;PLoS;PLoS Computational Biology;;;
ETH Zurich;2013;1837.32;10.1371/journal.pcbi.1003203;FALSE;PLoS;PLoS Computational Biology;;;
ETH Zurich;2013;1837.32;10.1371/journal.pcbi.1003288;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2013;1837.32;10.1371/journal.pcbi.1003310;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2013;1837.32;10.1371/journal.pcbi.1003359;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2013;1837.32;10.1371/journal.pcbi.1003400;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2013;1837.32;10.1371/journal.pcbi.1003419;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2013;1837.32;10.1371/journal.pgen.1003567;FALSE;PLoS;PLoS Genetics;;;
ETH Zurich;2013;1837.32;10.1371/journal.pgen.1003791;FALSE;PLoS;PLoS Genetics;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0054308;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;992.15;10.1371/journal.pone.0055799;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0056925;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0057513;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0057902;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0058522;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0059909;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0060350;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0060364;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0061815;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0062172;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0063087;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0063556;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0064846;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0066918;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0067944;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0068181;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0068450;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/JOURNAL.PONE.0069576;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0069901;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0070284;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0072403;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0072944;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0073411;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0074245;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0074516;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0074869;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0075223;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0075966;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0076230;FALSE;PLoS;PLoS ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0077041;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0077204;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0077393;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0077772;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0077878;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0078212;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0078427;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0078457;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0078524;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0079366;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0080422;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0080694;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0080819;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0081177;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0081362;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0082145;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0082791;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0083225;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0084013;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0084090;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0085917;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0086562;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0086682;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1102.39;10.1371/journal.pone.0087090;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2013;1837.32;10.1371/journal.ppat.1003309;FALSE;PLoS;PLoS Pathogens;;;
ETH Zurich;2013;1837.32;10.1371/journal.ppat.1003532;FALSE;PLoS;PLoS Pathogens;;;
ETH Zurich;2013;1837.32;10.1371/journal.ppat.1003735;FALSE;PLoS;PLOS  Pathogens;;;
ETH Zurich;2014;1382.40;10.1186/1471-2105-15-344;FALSE;BioMed Central;BMC Bioinformatics;;;
ETH Zurich;2014;1373.76;10.1186/1471-2148-14-141;FALSE;BioMed Central;BMC Evolutionary Biology;;;
ETH Zurich;2014;1296.00;10.1186/1471-2148-14-21;FALSE;BioMed Central;BMC Evolutionary Biology;;;
ETH Zurich;2014;1308.96;10.1186/1471-2148-14-61;FALSE;BioMed Central;BMC Evolutionary Biology;;;
ETH Zurich;2014;1373.76;10.1186/1471-2164-15-492;FALSE;BioMed Central;BMC Genomics;;;
ETH Zurich;2014;1382.40;10.1186/1471-2180-14-116;FALSE;BioMed Central;BMC Microbiology;;;
ETH Zurich;2014;1382.40;10.1186/1471-2318-14-107;FALSE;BioMed Central;BMC Geriatrics;;;
ETH Zurich;2014;1447.20;10.1186/1471-2318-14-134;FALSE;BioMed Central;BMC Geriatrics  ;;;
ETH Zurich;2014;1447.20;10.1186/1471-2474-15-382;FALSE;BioMed Central;BMC Musculoskeletal Disorders  ;;;
ETH Zurich;2014;1313.28;10.1186/1471-2474-15-46;FALSE;BioMed Central;BMC Musculoskeletal Disorders;;;
ETH Zurich;2014;1399.68;10.1186/1475-2875-13-397;FALSE;;Malaria Journal;;;
ETH Zurich;2014;1209.60;10.1186/1477-5956-12-23;FALSE;BioMed Central;Proteome Science;;;
ETH Zurich;2014;864.00;10.1186/1556-276X-9-358;FALSE;;Nanoscale Research Letters ;;;
ETH Zurich;2014;1382.40;10.1186/1743-0003-11-154;FALSE;BioMed Central;Journal of NeuroEngineering and Rehabilitation;;;
ETH Zurich;2014;1209.60;10.1186/1743-0003-11-25;FALSE;BioMed Central;Journal of NeuroEngineering and Rehabilitation;;;
ETH Zurich;2014;1313.28;10.1186/1743-0003-11-64;FALSE;BioMed Central;Journal of NeuroEngineering and Rehabilitation;;;
ETH Zurich;2014;1153.44;10.1186/1746-4811-10-1;FALSE;BioMed Central;Plant Methods;;;
ETH Zurich;2014;1235.52;10.1186/1746-4811-10-13;FALSE;BioMed Central;Plant Methods;;;
ETH Zurich;2014;820.80;10.1186/1756-0500-7-938;FALSE;BioMed Central;BMC Research Notes;;;
ETH Zurich;2014;1252.80;10.1186/1756-3305-7-192;FALSE;;Parasites & Vectors;;;
ETH Zurich;2014;1131.84;10.1186/2041-1480-5-10;FALSE;;Journal of Biomedical Semantics;;;
ETH Zurich;2014;734.40;10.1186/2193-1801-3-230;FALSE;SpringerOpen;SpringerPlus;;;
ETH Zurich;2014;751.68;10.1186/2193-1801-3-608;FALSE;SpringerOpen;SpringerPlus;;;
ETH Zurich;2014;1762.56;10.1186/gb-2014-15-4-r62;FALSE;BioMed Central;Genome Biology;;;
ETH Zurich;2014;1373.76;10.1186/s12865-014-0040-5;FALSE;BioMed Central;BMC Immunology;;;
ETH Zurich;2014;1447.20;10.1186/s12900-014-0022-0;FALSE;BioMed Central;BMC Structural Biology;;;
ETH Zurich;2014;1373.76;10.1186/s12918-014-0114-2;FALSE;BioMed Central;BMC Systems Biology;;;
ETH Zurich;2014;1447.20;10.1186/s12918-014-0127-x;FALSE;BioMed Central;BMC Systems Biology;;;
ETH Zurich;2014;1218.24;10.1186/s12968-014-0063-3;FALSE;BioMed Central;Journal of Cardiovascular Magnetic Resonance;;;
ETH Zurich;2014;1468.80;10.1186/s13099-014-0044-y;FALSE;BioMed Central;Gut Pathogens;;;
ETH Zurich;2014;1062.72;10.1186/s13550-014-0054-2;FALSE;SpringerOpen;EJNMMI Research;;;
ETH Zurich;2014;518.40;10.1186/s40623-014-0162-2;FALSE;SpringerOpen;Earth, Planets and Space  ;;;
ETH Zurich;2014;2373.51;10.1371/journal.pbio.1001793;FALSE;PLoS;PLOS  Biology;;;
ETH Zurich;2014;2373.51;10.1371/journal.pbio.1001928;FALSE;PLoS;PLOS  Biology;;;
ETH Zurich;2014;2373.51;10.1371/journal.pbio.1001932;FALSE;PLoS;PLOS  Biology;;;
ETH Zurich;2014;2373.51;10.1371/journal.pbio.1001951;FALSE;PLoS;PLOS  Biology;;;
ETH Zurich;2014;1841.52;10.1371/journal.pcbi.1003471;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2014;1841.52;10.1371/journal.pcbi.1003503;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2014;1841.52;10.1371/journal.pcbi.1003508;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2014;1841.52;10.1371/journal.pcbi.1003515;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2014;1841.52;10.1371/journal.pcbi.1003653;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2014;1841.52;10.1371/journal.pcbi.1003669;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2014;1841.52;10.1371/journal.pcbi.1003810;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2014;1841.52;10.1371/journal.pcbi.1003913;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2014;1841.52;10.1371/journal.pcbi.1003942;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2014;1841.52;10.1371/journal.pcbi.1003994;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2014;1841.52;10.1371/journal.pcbi.1004027;FALSE;PLoS;PLOS  Computational Biology;;;
ETH Zurich;2014;1841.52;10.1371/journal.pgen.1004283;FALSE;PLoS;PLOS  Genetics;;;
ETH Zurich;2014;1841.52;10.1371/journal.pgen.1004439;FALSE;PLoS;PLOS  Genetics;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0089437;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0089588;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0090481;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0090659;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0092174;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0092303;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0092474;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0092893;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0093431;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0093549;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0093665;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0094123;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0094363;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0094569;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0094713;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0095034;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0095426;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0096727;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0097848;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0098677;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0098714;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0099297;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0100000;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0101487;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0101496;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0102121;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0103023;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0103226;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0103812;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0104207;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0104975;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0106120;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0107097;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0107159;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0110187;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0110328;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0111111;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0112332;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0114323;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1104.91;10.1371/journal.pone.0114348;FALSE;PLoS;PLOS  ONE;;;
ETH Zurich;2014;1841.52;10.1371/journal.ppat.1004053;FALSE;PLoS;PLOS  Pathogens;;;
ETH Zurich;2014;1841.52;10.1371/journal.ppat.1004225;FALSE;PLoS;PLOS  Pathogens;;;
ETH Zurich;2014;1841.52;10.1371/journal.ppat.1004557;FALSE;PLoS;PLOS  Pathogens;;;
ETH Zurich;2014;1296.00;10.5194/hess-19-2859-2015;FALSE;Copernicus;Hydrology and Earth System Sciences;;;
ETH Zurich;2015;864.00;10.1140/epjds/s13688-014-0009-x;FALSE;SpringerOpen;EPJ Data Science;;;
ETH Zurich;2015;864.00;10.1140/epjds/s13688-014-0011-3;FALSE;SpringerOpen;EPJ Data Science;;;
ETH Zurich;2015;864.00;10.1140/epjds/s13688-015-0042-4;FALSE;SpringerOpen;EPJ Data Science;;;
ETH Zurich;2015;864.00;10.1140/epjnbp/s40366-015-0026-0;FALSE;SpringerOpen;EPJ Nonlinear Biomedical Physics;;;
ETH Zurich;2015;1382.40;10.1186/1743-0003-12-1;FALSE;BioMed Central;Journal of NeuroEngineering and Rehabilitation ;;;
ETH Zurich;2015;1499.04;10.1186/s11556-015-0150-y;FALSE;;European Review of Aging and Physical Activity;;;
ETH Zurich;2015;1499.04;10.1186/s11556-015-0158-3;FALSE;BioMed Central;European Review of Aging and Physical Activity;;;
ETH Zurich;2015;760.32;10.1186/s12302-014-0034-1;FALSE;SpringerOpen;Environmental Sciences Europe;;;
ETH Zurich;2015;1447.20;10.1186/s12859-015-0470-y;FALSE;BioMed Central;BMC Bioinformatics;;;
ETH Zurich;2015;1507.68;10.1186/s12862-015-0429-7;FALSE;BioMed Central;BMC Evolutionary Biology;;;
ETH Zurich;2015;1447.20;10.1186/s12864-015-1617-y;FALSE;BioMed Central;BMC Genomics;;;
ETH Zurich;2015;1507.68;10.1186/s12864-015-1763-2;FALSE;BioMed Central;BMC Genomics;;;
ETH Zurich;2015;1507.68;10.1186/s12864-015-2166-0;FALSE;BioMed Central;BMC Genomics;;;
ETH Zurich;2015;1447.20;10.1186/s12866-014-0334-z;FALSE;BioMed Central;BMC Microbiology;;;
ETH Zurich;2015;1507.68;10.1186/s12876-015-0343-x;FALSE;BioMed Central;BMC Gastroenterology;;;
ETH Zurich;2015;1447.20;10.1186/s12877-015-0021-4;FALSE;BioMed Central;BMC Geriatrics;;;
