"institution",period,euro,"doi","journal_full_title","publisher","is_hybrid","issn","url",chf,conversion_rate,invoice_original_amount,"invoice_original_currency",snsf_voucher_number,"grant_snsf",grant_snsf_related
"Swiss National Science Foundation (SNSF)",2017,3187.38,"10.1016/j.stemcr.2017.08.007","Stem Cell Reports","Elsevier BV","FALSE","2213-6711",,3543.00,1.11157,3500.00,"USD",,"31003A_156430",156430
"Swiss National Science Foundation (SNSF)",2017,1484.39,"10.1038/celldisc.2017.12","Cell Discovery","Springer Science and Business Media LLC","FALSE","2056-5968",,1650.00,1.11157,1500.00,"EUR",,"310030_166474",166474
"Swiss National Science Foundation (SNSF)",2017,3870.11,"10.1038/ncomms14655","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,4301.90,1.11157,3700.00,"EUR",,"BSCGI0_157696",157696
"Swiss National Science Foundation (SNSF)",2017,3971.66,"10.1038/ncomms15596","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,4414.78,1.11157,3700.00,"EUR",,"200020_162341",162341
"Swiss National Science Foundation (SNSF)",2017,3860.53,"10.1038/s41467-017-00631-3","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,4291.25,1.11157,3700.00,"EUR",,"31003A_170130",170130
"Swiss National Science Foundation (SNSF)",2017,3886.17,"10.1038/s41467-017-02196-7","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,4319.75,1.11157,3700.00,"EUR",,"31003A_166426",166426
"Swiss National Science Foundation (SNSF)",2017,1410.65,"10.1038/s41598-017-12552-8","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1568.04,1.11157,1305.00,"EUR",,"31003A_166318",166318
"Swiss National Science Foundation (SNSF)",2017,1245.10,"10.1038/srep36419","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1384.02,1.11157,1165.00,"EUR",,"CRSII3_147692",147692
"Swiss National Science Foundation (SNSF)",2017,1249.47,"10.1038/srep43588","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1388.87,1.11157,1305.00,"EUR",,"31003A_163449",163449
"Swiss National Science Foundation (SNSF)",2017,1260.38,"10.1038/srep46189","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1401.00,1.11157,1305.00,"EUR",,"CRSII2_160749",160749
"Swiss National Science Foundation (SNSF)",2017,1370.24,"10.1038/srep46725","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1523.12,1.11157,1305.00,"EUR",,"407040_153978",153978
"Swiss National Science Foundation (SNSF)",2017,900.53,"10.1039/C7CC00794A","Chemical Communications","Royal Society of Chemistry (RSC)","TRUE","1359-7345,1364-548X",,1001.00,1.11157,800.00,"GBP",,"CRSII2_160749",160749
"Swiss National Science Foundation (SNSF)",2017,1675.31,"10.1039/C7TA02081C","Journal of Materials Chemistry A","Royal Society of Chemistry (RSC)","TRUE","2050-7488,2050-7496",,1862.22,1.11157,1360.00,"GBP",,"PZENP2_166883",166883
"Swiss National Science Foundation (SNSF)",2017,2843.82,"10.1103/PhysRevX.7.041034","Physical Review X","American Physical Society (APS)","FALSE","2160-3308",,3161.10,1.11157,2900.00,"USD",,"200020_172639",172639
"Swiss National Science Foundation (SNSF)",2017,1721.30,"10.1111/eva.12532","Evolutionary Applications","Wiley","FALSE","1752-4571",,1913.35,1.11157,1648.00,"EUR",,"CRSII3_154396",154396
"Swiss National Science Foundation (SNSF)",2017,1469.77,"10.1186/s12863-017-0575-6","BMC Genetics","Springer Science and Business Media LLC","FALSE","1471-2156",,1633.75,1.11157,1214.00,"EUR",,"31003A_156853",156853
"Swiss National Science Foundation (SNSF)",2017,1573.49,"10.1186/s12870-017-1074-7","BMC Plant Biology","Springer Science and Business Media LLC","FALSE","1471-2229",,17490.40,1.11157,1370.00,"EUR",,"31003A_169278",169278
"Swiss National Science Foundation (SNSF)",2017,2222.58,"10.1186/s12915-017-0366-6","BMC Biology","Springer Science and Business Media LLC","FALSE","1741-7007",,2470.55,1.11157,2325.00,"EUR",,"CRSII3_160723",160723
"Swiss National Science Foundation (SNSF)",2017,1385.63,"10.1186/s12974-017-0919-1","Journal of Neuroinflammation","Springer Science and Business Media LLC","FALSE","1742-2094",,1540.22,1.11157,,,,"PP00P3_157476",157476
"Swiss National Science Foundation (SNSF)",2017,1896.42,"10.1364/OE.25.022519","Optics Express","The Optical Society","FALSE","1094-4087",,2108.00,1.11157,2194.00,"USD",,"200020_172644",172644
"Swiss National Science Foundation (SNSF)",2017,1680.87,"10.1364/OE.25.023254","Optics Express","The Optical Society","FALSE","1094-4087",,1868.40,1.11157,1904.00,"USD",,"200020_172644",172644
"Swiss National Science Foundation (SNSF)",2017,2229.28,"10.1371/journal.pgen.1006651","PLOS Genetics","Public Library of Science (PLoS)","FALSE","1553-7404",,2478.00,1.11157,2250.00,"USD",,"CRSII3_160738",160738
"Swiss National Science Foundation (SNSF)",2017,1960.29,"10.1371/journal.pntd.0005753","PLOS Neglected Tropical Diseases","Public Library of Science (PLoS)","FALSE","1935-2735",,2179.00,1.11157,2250.00,"USD",,"310030_159580",159580
"Swiss National Science Foundation (SNSF)",2017,1418.85,"10.1371/journal.pone.0179165","PLOS ONE","Public Library of Science (PLoS)","FALSE","1932-6203",,1577.15,1.11157,1595.00,"USD",,"310030B_166686",166686
"Swiss National Science Foundation (SNSF)",2017,1294.08,"10.1371/journal.pone.0181946","PLOS ONE","Public Library of Science (PLoS)","FALSE","1932-6203",,1438.46,1.11157,1495.00,"USD",,"CRSII3_160704",160704
"Swiss National Science Foundation (SNSF)",2017,1447.97,"10.1371/journal.pone.0185944","PLOS ONE","Public Library of Science (PLoS)","FALSE","1932-6203",,1609.52,1.11157,1495.00,"USD",,"CRSII3_160738",160738
"Swiss National Science Foundation (SNSF)",2017,1380.35,"10.1371/journal.pone.0186816","PLOS ONE","Public Library of Science (PLoS)","FALSE","1932-6203",,1534.36,1.11157,1495.00,"USD",,"200021_157033",157033
"Swiss National Science Foundation (SNSF)",2017,1803.19,"10.1534/g3.117.039511","G3; Genes|Genomes|Genetics","Genetics Society of America","FALSE","2160-1836",,2004.37,1.11157,1815.00,"USD",,"CRSII3_160738",160738
"Swiss National Science Foundation (SNSF)",2017,2062.56,"10.3389/fcimb.2017.00529","Frontiers in Cellular and Infection Microbiology","Frontiers Media SA","FALSE","2235-2988",,2292.68,1.11157,2285.82,"USD",,"310030_169386",169386
"Swiss National Science Foundation (SNSF)",2017,865.62,"10.3389/fgene.2017.00061","Frontiers in Genetics","Frontiers Media SA","FALSE","1664-8021",,962.20,1.11157,945.00,"USD",,"31003A_172999",172999
"Swiss National Science Foundation (SNSF)",2017,1988.53,"10.3389/fimmu.2017.00999","Frontiers in Immunology","Frontiers Media SA","FALSE","1664-3224",,2210.39,1.11157,2285.82,"USD",,"310030-166662",166662
"Swiss National Science Foundation (SNSF)",2017,2344.28,"10.3389/fmicb.2017.01930","Frontiers in Microbiology","Frontiers Media SA","FALSE","1664-302X",,2605.83,1.11157,2689.20,"USD",,"407040_153868",153868
"Swiss National Science Foundation (SNSF)",2017,2000.11,"10.3389/fncel.2017.00220","Frontiers in Cellular Neuroscience","Frontiers Media SA","FALSE","1662-5102",,2223.26,1.11157,2285.82,"USD",,"31003A_163470",163470
"Swiss National Science Foundation (SNSF)",2017,770.51,"10.3389/fnins.2017.00106","Frontiers in Neuroscience","Frontiers Media SA","FALSE","1662-453X",,856.48,1.11157,794.88,"EUR",,"31003A_166118",166118
"Swiss National Science Foundation (SNSF)",2017,1165.92,"10.3390/app7121321","Applied Sciences","MDPI AG","FALSE","2076-3417",,1296.00,1.11157,1296.00,"CHF",,"CR13I1_156242",156242
"Swiss National Science Foundation (SNSF)",2017,1165.92,"10.3390/rs9080784","Remote Sensing","MDPI AG","FALSE","2072-4292",,1296.00,1.11157,1296.00,"CHF",,"BSSGI0_155845",155845
"Swiss National Science Foundation (SNSF)",2017,2353.07,"10.7554/eLife.26856","eLife","eLife Sciences Publications, Ltd","FALSE","2050-084X",,2615.60,1.11157,2500.00,"USD",,"31003A_173087",173087
"Swiss National Science Foundation (SNSF)",2017,2235.53,"10.7554/eLife.28387","eLife","eLife Sciences Publications, Ltd","FALSE","2050-084X",,2484.95,1.11157,2500.00,"USD",,"31003A_169993",169993
"Swiss National Science Foundation (SNSF)",2017,2477.58,"10.7554/eLife.29307","eLife","eLife Sciences Publications, Ltd","FALSE","2050-084X",,2754.00,1.11157,2500.00,"USD",,"CRSII3_160786",160786
"Swiss National Science Foundation (SNSF)",2017,2223.66,"10.7554/eLife.30198","eLife","eLife Sciences Publications, Ltd","FALSE","2050-084X",,2471.75,1.11157,2500.00,"USD",,"205321_157092",157092
"Swiss National Science Foundation (SNSF)",2018,3386.02,"10.1002/2017TC004762","Tectonics","American Geophysical Union (AGU)","TRUE","0278-7407",,3910.41,1.15487,3000.00,"USD",,"CRSII2_154434",154434
"Swiss National Science Foundation (SNSF)",2018,1286.95,"10.1002/gdj3.56","Geoscience Data Journal","Wiley","FALSE","2049-6060",,1486.26,1.15487,1200.00,"EUR",,"205121_169676",169676
"Swiss National Science Foundation (SNSF)",2018,3886.58,"10.1016/j.celrep.2018.01.043","Cell Reports","Elsevier BV","FALSE","2211-1247",,4488.50,1.15487,4418.61,"EUR",,"31003A_173070",173070
"Swiss National Science Foundation (SNSF)",2018,4846.07,"10.1016/j.celrep.2018.05.073","Cell Reports","Elsevier BV","FALSE","2211-1247",,5596.58,1.15487,4418.61,"EUR",,"200021_163153",163314
"Swiss National Science Foundation (SNSF)",2018,459.13,"10.1016/j.dib.2018.10.034","Data in Brief","Elsevier BV","FALSE","2352-3409",,530.23,1.15487,441.86,"EUR",,"PP00P1_157420",157420
"Swiss National Science Foundation (SNSF)",2018,2721.25,"10.1016/j.mee.2018.02.029","Microelectronic Engineering","Elsevier BV","TRUE","0167-9317",,3142.69,1.15487,2651.16,"EUR",,"40B1-0_175197",175197
"Swiss National Science Foundation (SNSF)",2018,2694.46,"10.1038/s41396-018-0070-8","The ISME Journal","Springer Science and Business Media LLC","TRUE","1751-7362,1751-7370",,3111.75,1.15487,2700.00,"EUR",,"31003A_163366",163366
"Swiss National Science Foundation (SNSF)",2018,3858.40,"10.1038/s41467-018-02996-5","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,4455.95,1.15487,3150.00,"GBP",,"CRSII2_154451",154451
"Swiss National Science Foundation (SNSF)",2018,4018.27,"10.1038/s41467-018-03308-7","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,4640.58,1.15487,3700.00,"EUR",,"407340_172415",172415
"Swiss National Science Foundation (SNSF)",2018,4209.63,"10.1038/s41467-018-03924-3","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,4861.57,1.15487,3700.00,"EUR",,"200020_172506",172506
"Swiss National Science Foundation (SNSF)",2018,4021.62,"10.1038/s41467-018-04752-1","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,4644.45,1.15487,3850.00,"EUR",,"310030B_179558",179558
"Swiss National Science Foundation (SNSF)",2018,4141.89,"10.1038/s41467-018-05392-1","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,4783.34,1.15487,4146.45,"EUR",,"200021_175501",175501
"Swiss National Science Foundation (SNSF)",2018,4239.18,"10.1038/s41467-018-05688-2","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,4895.70,1.15487,4146.45,"EUR",,"200021_166281",166281
"Swiss National Science Foundation (SNSF)",2018,4136.15,"10.1038/s41467-018-06257-3","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,4776.71,1.15487,4146.45,"EUR",,"31003A_179431",179431
"Swiss National Science Foundation (SNSF)",2018,4159.00,"10.1038/s41467-018-06517-2","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,4803.10,1.15487,4145.45,"EUR",,"31003A_166323",166323
"Swiss National Science Foundation (SNSF)",2018,4138.66,"10.1038/s41467-018-06733-w","Nature Communications","Springer Science and Business Media LLC","FALSE","2041-1723",,4779.61,1.15487,4146.45,"EUR",,"BSSGI0_155852",155852
"Swiss National Science Foundation (SNSF)",2018,1488.44,"10.1038/s41598-018-21210-6","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1718.95,1.15487,1370.00,"EUR",,"31003A_172789",172789
"Swiss National Science Foundation (SNSF)",2018,1492.01,"10.1038/s41598-018-22228-6","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1723.08,1.15487,1370.00,"EUR",,"310030_169386",169386
"Swiss National Science Foundation (SNSF)",2018,1394.83,"10.1038/s41598-018-24162-z","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1610.85,1.15487,1475.49,"EUR",,"200021_155907",155907
"Swiss National Science Foundation (SNSF)",2018,1452.67,"10.1038/s41598-018-24339-6","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1677.65,1.15487,1370.00,"EUR",,"31003A_173126",173126
"Swiss National Science Foundation (SNSF)",2018,1435.54,"10.1038/s41598-018-32853-w","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1657.86,1.15487,1475.49,"EUR",,"PZ00P3_180472",180472
"Swiss National Science Foundation (SNSF)",2018,1481.21,"10.1038/s41598-018-34534-0","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1710.60,1.15487,1475.49,"EUR",,"310030B_166672",166672
"Swiss National Science Foundation (SNSF)",2018,1483.85,"10.1038/s41598-018-36632-5","Scientific Reports","Springer Science and Business Media LLC","FALSE","2045-2322",,1713.65,1.15487,1475.49,"EUR",,"PP00P3_172936",172936
"Swiss National Science Foundation (SNSF)",2018,1403.36,"10.1038/sdata.2018.269","Scientific Data","Springer Science and Business Media LLC","FALSE","2052-4463",,1620.70,1.15487,1405.49,"EUR",,"200021_169178",169178
"Swiss National Science Foundation (SNSF)",2018,1925.76,"10.1063/1.5051316","APL Photonics","AIP Publishing","FALSE","2378-0967",,2224.00,1.15487,2200.00,"USD",,"PP00P2_157566",157566
"Swiss National Science Foundation (SNSF)",2018,1159.44,"10.1063/1.5052417","AIP Advances","AIP Publishing","FALSE","2158-3226",,1339.00,1.15487,1350.00,"USD",,"200020_175748",175748
"Swiss National Science Foundation (SNSF)",2018,2437.66,"10.1080/01639625.2018.1437652","Deviant Behavior","Informa UK Limited","TRUE","0163-9625,1521-0456",,2815.18,1.15487,2950.00,"USD",,"100019_156505",156505
"Swiss National Science Foundation (SNSF)",2018,1397.08,"10.1088/1367-2630/aac155","New Journal of Physics","IOP Publishing","FALSE","1367-2630",,1613.45,1.15487,1170.00,"GBP",,"CR11I1_162776",162776
"Swiss National Science Foundation (SNSF)",2018,1788.67,"10.1088/1748-9326/aae161","Environmental Research Letters","IOP Publishing","FALSE","1748-9326",,2065.68,1.15487,1615.50,"GBP",,"PYAPP1_166905",166905
"Swiss National Science Foundation (SNSF)",2018,1637.22,"10.1093/gbe/evy170","Genome Biology and Evolution","Oxford University Press (OUP)","FALSE","1759-6653",,1890.78,1.15487,1576.55,"EUR",,"31003A_169993",169993
"Swiss National Science Foundation (SNSF)",2018,1867.55,"10.1109/TAC.2018.2880404","IEEE Transactions on Automatic Control","Institute of Electrical and Electronics Engineers (IEEE)","TRUE","0018-9286,1558-2523,2334-3303",,2156.78,1.15487,2100.15,"USD",,"PP00P3_179060",179060
"Swiss National Science Foundation (SNSF)",2018,1995.61,"10.1111/eva.12655","Evolutionary Applications","Wiley","FALSE","1752-4571",,2304.67,1.15487,1831.00,"EUR",,"31003A_156853",156853
"Swiss National Science Foundation (SNSF)",2018,3059.61,"10.1126/sciadv.aar4767","Science Advances","American Association for the Advancement of Science (AAAS)","FALSE","2375-2548",,3533.45,1.15487,3544.32,"USD",,"CRSII3_160786",160786
"Swiss National Science Foundation (SNSF)",2018,2017.41,"10.1186/s12862-018-1184-3","BMC Evolutionary Biology","Springer Science and Business Media LLC","FALSE","1471-2148",,2329.85,1.15487,1983.60,"EUR",,"31003A_169842",169842
"Swiss National Science Foundation (SNSF)",2018,1823.08,"10.1186/s12864-018-4945-x","BMC Genomics","Springer Science and Business Media LLC","FALSE","1471-2164",,2105.42,1.15487,1656.70,"EUR",,"PZ00P3_154717",154717
"Swiss National Science Foundation (SNSF)",2018,1970.44,"10.1186/s13028-018-0425-1","Acta Veterinaria Scandinavica","Springer Science and Business Media LLC","FALSE","1751-0147",,2275.60,1.15487,1821.48,"EUR",,"310030_160196",160196
"Swiss National Science Foundation (SNSF)",2018,2216.61,"10.1186/s13059-018-1548-4","Genome Biology","Springer Science and Business Media LLC","FALSE","1474-760X",,2559.90,1.15487,2215.39,"EUR",,"31003A_166323",166323
"Swiss National Science Foundation (SNSF)",2018,1620.30,"10.1186/s13063-018-3120-7","Trials","Springer Science and Business Media LLC","FALSE","1745-6215",,1871.24,1.15487,1656.70,"EUR",,"32003B_173193",173193
"Swiss National Science Foundation (SNSF)",2018,2017.41,"10.1186/s13071-018-2846-0","Parasites & Vectors","Springer Science and Business Media LLC","FALSE","1756-3305",,2329.85,1.15487,1938.60,"EUR",,"31003A_169842",169842
"Swiss National Science Foundation (SNSF)",2018,1830.42,"10.1186/s13072-018-0222-0","Epigenetics & Chromatin","Springer Science and Business Media LLC","FALSE","1756-8935",,2113.90,1.15487,1826.32,"EUR",,"CRSII3_160798",160798
"Swiss National Science Foundation (SNSF)",2018,1703.96,"10.1364/OE.26.012648","Optics Express","The Optical Society","FALSE","1094-4087",,1967.85,1.15487,1942.00,"USD",,"200020_172644",172644
"Swiss National Science Foundation (SNSF)",2018,1639.34,"10.1364/OE.26.026377","Optics Express","The Optical Society","FALSE","1094-4087",,1893.22,1.15487,1942.00,"USD",,"200020_179146",179146
"Swiss National Science Foundation (SNSF)",2018,1987.24,"10.1371/journal.pgen.1007353","PLOS Genetics","Public Library of Science (PLoS)","FALSE","1553-7404",,2295.00,1.15487,2900.00,"USD",,"31003A_169993",169993
"Swiss National Science Foundation (SNSF)",2018,1408.13,"10.1371/journal.pone.0191292","PLOS ONE","Public Library of Science (PLoS)","FALSE","1932-6203",,1626.21,1.15487,1495.00,"USD",,"310030_166413",166413
"Swiss National Science Foundation (SNSF)",2018,1293.65,"10.1371/journal.pone.0196608","PLOS ONE","Public Library of Science (PLoS)","FALSE","1932-6203",,1494.00,1.15487,1495.00,"USD",,"100019_156505",156505
"Swiss National Science Foundation (SNSF)",2018,1320.41,"10.1371/journal.pone.0198846","PLOS ONE","Public Library of Science (PLoS)","FALSE","1932-6203",,1524.90,1.15487,1495.00,"USD",,"PP00P1_157420",157420
"Swiss National Science Foundation (SNSF)",2018,1279.76,"10.1371/journal.pone.0202416","PLOS ONE","Public Library of Science (PLoS)","FALSE","1932-6203",,1477.96,1.15487,1495.00,"USD",,"200021_166233",166233
"Swiss National Science Foundation (SNSF)",2018,1408.13,"10.1371/journal.pone.0206693","PLOS ONE","Public Library of Science (PLoS)","FALSE","1932-6203",,1626.21,1.15487,1495.00,"USD",,"31003A_176038",176038
"Swiss National Science Foundation (SNSF)",2018,1404.72,"10.1371/journal.pone.0214371","PLOS ONE","Public Library of Science (PLoS)","FALSE","1932-6203",,1622.27,1.15487,1495.00,"USD",,"100019_162688",162688
"Swiss National Science Foundation (SNSF)",2018,5101.74,"10.15252/embj.201797089","The EMBO Journal","EMBO","TRUE","0261-4189,1460-2075",,5891.85,1.15487,4700.00,"USD",,"CRSII5_170976",170976
"Swiss National Science Foundation (SNSF)",2018,2665.88,"10.2196/11896","JMIR mHealth and uHealth","JMIR Publications Inc.","FALSE","2291-5222",,3078.75,1.15487,3091.75,"USD",,"407040_153978",150640
"Swiss National Science Foundation (SNSF)",2018,1617.50,"10.2196/publichealth.9616","JMIR Public Health and Surveillance","JMIR Publications Inc.","FALSE","2369-2960",,1868.00,1.15487,1872.50,"USD",,"407440_167356",167356
"Swiss National Science Foundation (SNSF)",2018,945.30,"10.3389/fbuil.2018.00045","Frontiers in Built Environment","Frontiers Media SA","FALSE","2297-3362",,1091.70,1.15487,1052.77,"USD",,"200020_169026",169026
"Swiss National Science Foundation (SNSF)",2018,2345.32,"10.3389/fcimb.2018.00020","Frontiers in Cellular and Infection Microbiology","Frontiers Media SA","FALSE","2235-2988",,2708.54,1.15487,2681.73,"USD",,"CRSII3_147692",147692
"Swiss National Science Foundation (SNSF)",2018,2577.17,"10.3389/fcimb.2018.00284","Frontiers in Cellular and Infection Microbiology","Frontiers Media SA","FALSE","2235-2988",,2976.30,1.15487,3177.15,"USD",,"31003A_159525",159525
"Swiss National Science Foundation (SNSF)",2018,911.05,"10.3389/fevo.2018.00055","Frontiers in Ecology and Evolution","Frontiers Media SA","FALSE","2296-701X",,1052.14,1.15487,1052.77,"USD",,"CRSII3_160786",160786
"Swiss National Science Foundation (SNSF)",2018,1985.23,"10.3389/fimmu.2017.01906","Frontiers in Immunology","Frontiers Media SA","FALSE","1664-3224",,2292.68,1.15487,2285.82,"USD",,"310030_169386",169386
"Swiss National Science Foundation (SNSF)",2018,1704.95,"10.3389/fimmu.2018.01365","Frontiers in Immunology","Frontiers Media SA","FALSE","1664-3224",,1969.00,1.15487,1992.45,"USD",,"310030_173240",173240
"Swiss National Science Foundation (SNSF)",2018,2500.71,"10.3389/fmicb.2018.02522","Frontiers in Microbiology","Frontiers Media SA","FALSE","1664-302X",,2888.00,1.15487,2859.44,"USD",,"310030_179165",179165
