institution,period,euro,doi,title,payment_date,journal_full_title,publisher,is_hybrid,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,origin
Swiss National Science Foundation (SNSF),2023,2892.837295461562,10.1016/j.epidem.2023.100734,A case for ongoing structural support to maximise infectious disease modelling efficiency for future public health emergencies: a modelling perspective,2023-12-26,Epidemics,Elsevier,FALSE,2810.97,0.9717,OAD0000373624,NA,"198428, 203450, 181248",Chronoshub
Swiss National Science Foundation (SNSF),2023,3120.407533189256,10.1093/nar/gkad1214,Recent reactivation of a pathogenicity-associated transposable element is associated with major chromosomal rearrangements in a fungal wheat pathogen,2023-12-18,Nucleic Acids Research,Oxford University Press,FALSE,3032.1,0.9717,SOA23LT003028,NA,"173265, 201149",Chronoshub
Swiss National Science Foundation (SNSF),2023,1064.0321086755173,10.3390/urbansci7040117,Two Decades of Architects’ and Urban Planners’ Contribution to Urban Agriculture and Health Research in Africa,2023-12-18,Urban Science,MDPI,FALSE,1033.92,0.9717,Reimbursement 2608016,NA,183577,Chronoshub
Swiss National Science Foundation (SNSF),2023,2355.2845528455287,10.3389/frsle.2023.1294957,Acoustic stimulation during slow wave sleep shows delayed effects on memory performance in older adults,2023-12-18,Frontiers in Sleep,Frontiers Media,FALSE,2288.63,0.9717,2023-1020297-3,NA,215333,Chronoshub
Swiss National Science Foundation (SNSF),2023,1950.7255325717813,10.3390/tropicalmed8120517,In Vitro Activities of Dithiocarbamate Derivatives against  Echinococcus multilocularis Metacestode Vesicles,2023-12-18,Tropical Medicine and Infectious Disease,MDPI,FALSE,1895.52,0.9717,2752313,NA,192072,Chronoshub
Swiss National Science Foundation (SNSF),2023,1234.949058351343,10.1128/mra.00715-23,Complete genome of Flavobacterium pectinovorum str. ZE23VCel01 obtained through Nanopore Q20+ chemistry,2023-12-18,Microbiology Resource Announcements,American Society for Microbiology,FALSE,1200,0.9717,APC600472928,NA,193240,Chronoshub
Swiss National Science Foundation (SNSF),2023,1646.5987444684574,10.5194/gmd-16-7171-2023,Process-oriented models of autumn leaf phenology: ways to sound calibration and implications of uncertain projections,2023-12-18,Geoscientific Model Development,Copernicus GmbH,FALSE,1600,0.9717,Chronos-PUC-2023-70,NA,179144,Chronoshub
Swiss National Science Foundation (SNSF),2023,3652.073685293815,10.3389/fenvs.2023.1285752,Unraveling the Impact of Phytoplankton Secretions on the Behavior of Metal-Containing Nanoparticle in Aquatic Environment,2023-12-18,Frontiers in Environmental Science,Frontiers Media,FALSE,3548.72,0.9717,2023-1007386-2,NA,204174,Chronoshub
Swiss National Science Foundation (SNSF),2023,1939.6933209838428,10.1364/oe.505748,"LinoSPAD2: an FPGA-based, hardware-reconfigurable 512×1 single-photon camera system",2023-12-18,Optics Express,Optical Society of America,FALSE,1884.8,0.9717,Reimbursement 10066703,NA,187716,Chronoshub
Swiss National Science Foundation (SNSF),2023,1856.056396006998,10.1093/scan/nsad076,The Speed of Race,2023-12-18,Social Cognitive and Affective Neuroscience,Oxford University Press,FALSE,1803.53,0.9717,SOA23LT003121,NA,189018,Chronoshub
Swiss National Science Foundation (SNSF),2023,3516.4659874446843,10.1103/physrevlett.131.156501,Quantum Metric Unveils Defect Freezing in Non-Hermitian Systems,2023-12-18,Physical Review Letters,American Physical Society,TRUE,3416.95,0.9717,Reimbursement INV23SEP011784,NA,207537,Chronoshub
Swiss National Science Foundation (SNSF),2023,2105.5881444890397,10.5194/se-14-1245-2023,Analogue modelling of basin inversion: implications for the Araripe Basin (Brazil),2023-12-18,Solid Earth,Copernicus GmbH,FALSE,2046,0.9717,Chronos-PUC-2023-69,NA,"191196, 178731",Chronoshub
Swiss National Science Foundation (SNSF),2023,3652.073685293815,10.3389/fpsyg.2023.1324329,A Lighthearted Approach to Mindfulness: Development and Evaluation of a Humor-enriched Mindfulness-based Program (HEMBP) in a Randomized Trial,2023-12-18,Frontiers in Psychology,Frontiers Media,FALSE,3548.72,0.9717,2023-1039391-2,NA,181944,Chronoshub
Swiss National Science Foundation (SNSF),2023,2564.011526191211,10.1128/mbio.03153-22,Rapid and strain-specific resistance evolution of Staphylococcus aureus against inhibitory molecules secreted by Pseudomonas aeruginosa,2023-12-18,mBio,American Society for Microbiology,FALSE,2491.45,0.9717,Reimbursement 10000569123,NA,182499,Chronoshub
Swiss National Science Foundation (SNSF),2023,1396.5421426366163,10.1186/s12859-023-05325-w,Assumptions on decision making and environment can yield multiple steady states in microbial community models,2023-12-18,BMC Bioinformatics,BioMed Central,FALSE,1357.02,0.9717,6106674614,NA,177164,Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-44102-4,A DARPin promotes faster onset of botulinum neurotoxin A1 action,2023-12-18,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939345932,NA,163449,Chronoshub
Swiss National Science Foundation (SNSF),2023,1018.1537511577648,10.1093/biomethods/bpad040,Bringing Science to the Public in the Light of Evolution,2023-12-18,Biology Methods and Protocols,Oxford University Press,FALSE,989.34,0.9717,SOA23LT003154,NA,199775,Chronoshub
Swiss National Science Foundation (SNSF),2023,1743.3364207059792,10.5194/bg-20-4893-2023,Comparison of paleobotanical and biomarker records of mountain peatland and forest ecosystem dynamics over the last 2600 years in central Germany,2023-12-18,Biogeosciences,Copernicus GmbH,FALSE,1694,0.9717,Chronos-PUC-2023-72,NA,188684,Chronoshub
Swiss National Science Foundation (SNSF),2023,1646.5987444684574,10.5194/cp-19-2463-2023,Climatic signatures in early modern European grain harvest yields,2023-12-18,Climate of the Past,Copernicus GmbH,FALSE,1600,0.9717,Chronos-PUC-2023-67,NA,201953,Chronoshub
Swiss National Science Foundation (SNSF),2023,2218.7918081712464,10.5194/acp-23-14159-2023,Impact of transport model resolution and a priori assumptions on inverse modeling of Swiss F-gas emissions,2023-12-18,Atmospheric Chemistry and Physics,Copernicus GmbH,FALSE,2156,0.9717,Chronos-PUC-2023-59,NA,175921,Chronoshub
Swiss National Science Foundation (SNSF),2023,2715.4986106823094,10.5194/ems2022-399,The role of the stratosphere in teleconnections arising from fast and slow MJO episodes.,2023-12-18,Geophysical Research Letters,Wiley,FALSE,2638.65,0.9717,8278687,NA,198896,Chronoshub
Swiss National Science Foundation (SNSF),2023,1496.295152824946,10.3390/cells12192375,Airspace Diameter Map—A Quantitative Measurement of All Pulmonary Airspaces to Characterize Structural Lung Diseases,2023-12-18,Cells,MDPI,FALSE,1453.95,0.9717,2513834,NA,"175953, 159500",Chronoshub
Swiss National Science Foundation (SNSF),2023,2305.4029021302867,10.3390/v15122444,Generation and characterization of an Influenza D reporter virus,2023-12-18,Viruses,MDPI,FALSE,2240.16,0.9717,2614259,NA,179260,Chronoshub
Swiss National Science Foundation (SNSF),2023,3757.36338376042,10.1159/000533339,Immunothrombosis and complement activation contribute to disease severity and adverse outcome in COVID-19,2023-12-18,Journal of Innate Immunity,Karger,FALSE,3651.03,0.9717,Reimbursement 15988,NA,198255,Chronoshub
Swiss National Science Foundation (SNSF),2023,1601.595142533704,10.1140/epjds/s13688-023-00434-1,"Computational social science is growing up: why puberty consists of embracing measurement validation, theory development, and open science practices",2023-12-18,EPJ Data Science,EDP Sciences,FALSE,1556.27,0.9717,2939346135,NA,"188022, 208742",Chronoshub
Swiss National Science Foundation (SNSF),2023,1646.5987444684574,10.5194/cp-19-2511-2023,Extratropical circulation associated with Mediterranean droughts during the Last Millennium in CMIP5 simulations,2023-12-18,Climate of the Past,Copernicus GmbH,FALSE,1600,0.9717,Chronos-PUC-2023-71,NA,"172745, 200492",Chronoshub
Swiss National Science Foundation (SNSF),2023,2322.033549449419,10.3389/fimmu.2023.1339171,IgG in the control of FcεRI activation: A battle on multiple fronts,2023-12-18,Frontiers in Immunology,Frontiers Media,FALSE,2256.32,0.9717,2023-1058693-2,NA,"185114, 179165, 188262",Chronoshub
Swiss National Science Foundation (SNSF),2023,3652.073685293815,10.3389/fmicb.2023.1309024,Human lipocalins bind and export fatty acids through the secretory pathway of yeast cells,2023-12-18,Frontiers in Microbiology,Frontiers Media,FALSE,3548.72,0.9717,2023-1031788-2,NA,182725,Chronoshub
Swiss National Science Foundation (SNSF),2023,2094.4941854481835,10.3389/fpsyt.2023.1113587,Women involvement in the informal caregiving field: a perspective review,2023-12-12,Frontiers in Psychiatry,Frontiers Media,FALSE,2035.22,0.9717,Reimbursement 2022-081455-2,NA,185422,Chronoshub
Swiss National Science Foundation (SNSF),2023,1562.7971596171658,10.1016/j.isci.2023.108519,Unraveling Cartilage Degeneration through Synergistic Effects of Hydrostatic Pressure and Biomimetic Temperature Increase,2023-12-11,iScience,Elsevier,FALSE,1518.57,0.9717,OAD0000366138,NA,189913,Chronoshub
Swiss National Science Foundation (SNSF),2023,3485.8186683132653,10.1038/s42003-023-04598-4,"Melanopic irradiance defines the impact of evening display light on sleep latency, melatonin and alertness",2023-12-11,Communications Biology,Springer Nature,FALSE,3387.17,0.9717,Reimbursement 2938894738,NA,182266,Chronoshub
Swiss National Science Foundation (SNSF),2023,5054.152516208706,10.1016/j.eclinm.2023.102087,"The cancer premium - explaining differences in prices for cancer vs. non-cancer drugs with efficacy and epidemiological endpoints in the US, Germany, and Switzerland: a cross sectional study",2023-12-11,EClinicalMedicine,Elsevier,FALSE,4911.12,0.9717,OAD0000319976,NA,194607,Chronoshub
Swiss National Science Foundation (SNSF),2023,2488.288566429968,10.1038/s41598-023-47712-6,Insights into the sticking probability of volcanic ash particles from laboratory experiments,2023-12-11,Scientific Reports,Nature Publishing Group,FALSE,2417.87,0.9717,2939326604,NA,156255,Chronoshub
Swiss National Science Foundation (SNSF),2023,2488.288566429968,10.1038/s41598-023-47748-8,Gut microbiomes of agropastoral children from the Adadle region of Ethiopia reflect their unique dietary habits,2023-12-11,Scientific Reports,Nature Publishing Group,FALSE,2417.87,0.9717,2939326872,NA,"177877, 194545",Chronoshub
Swiss National Science Foundation (SNSF),2023,5782.926829268293,10.1038/s41467-023-43027-2,"SARS-CoV-2 hijacks a cell damage response, which induces transcription of a more efficient Spike S-acyltransferase",2023-12-11,Nature Communications,Nature Publishing Group,FALSE,5619.27,0.9717,Reimbursement 2939291763,NA,196651,Chronoshub
Swiss National Science Foundation (SNSF),2023,1229.8034372748791,10.3847/1538-4357/acf845,The Impact of Angle-dependent Partial Frequency Redistribution on the Scattering Polarization of the Solar Na i D Lines,2023-12-11,Astrophysical Journal,IOP Publishing,FALSE,1195,0.9717,8236707,NA,180238,Chronoshub
Swiss National Science Foundation (SNSF),2023,2338.653905526397,10.3390/microorganisms11122880,Effect of Zinc Oxide and Copper Sulfate on Antibiotic Resistance Plasmid Transfer in Escherichia coli,2023-12-11,Microorganisms,MDPI,FALSE,2272.47,0.9717,2725126,NA,173686,Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-43449-y,Stochstic chain termination in bacterial pilus assembly,2023-12-11,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939327511,NA,"176403, 156304",Chronoshub
Swiss National Science Foundation (SNSF),2023,2969.0233611196873,1136/bmjopen-2023-075325,Older adults’ willingness to deprescribe and medication changes: A longitudinal sub-study of a cluster randomized controlled trial,2023-12-11,BMJ Open,BMJ Publishing Group,FALSE,2885,0.9717,APC600480569,NA,167465,Chronoshub
Swiss National Science Foundation (SNSF),2023,1469.177729751981,10.1186/s00015-021-00399-1,Subaqueous geomorphology and delta dynamics of Lake Brienz (Switzerland): implications for the sediment budget in the alpine realm,2023-12-11,Swiss Journal of Geosciences,Springer Nature,FALSE,1427.6,0.9717,Reimbursement 12128974,NA,171017,Chronoshub
Swiss National Science Foundation (SNSF),2023,5408.8298857672125,10.1016/j.celrep.2023.113540,"The ER stress sensor IRE1 interacts with STIM1 to promote storeoperated calcium entry, T cell activation, and muscular differentiation",2023-12-11,Cell Reports,Elsevier,FALSE,5255.76,0.9717,OAD0000365393,NA,"189042, 184756",Chronoshub
Swiss National Science Foundation (SNSF),2023,2238.900895338067,10.3389/fimmu.2023.1265387,Complement C1q and von Willebrand Factor Interaction in Atherosclerosis of Human Carotid Artery,2023-12-11,Frontiers in Immunology,Frontiers Media,FALSE,2175.54,0.9717,2023-0984462-2,NA,200423,Chronoshub
Swiss National Science Foundation (SNSF),2023,3087.3726458783576,10.7554/elife.85623,Unraveling the Developmental Dynamic of Visual Exploration of Social Interactions in Autism,2023-12-11,eLife,eLife Sciences Publications,FALSE,3000,0.9717,P011655,NA,"125759, 163859, 190084",Chronoshub
Swiss National Science Foundation (SNSF),2023,1689.5132242461666,10.1136/bmjopen-2020-038781,Ensemble programme for early intervention in informal caregivers of psychiatric adult patients: a protocol for a randomised controlled trial,2023-12-11,BMJ Open,BMJ Publishing Group,FALSE,1641.7,0.9717,Reimbursement APC600130111,NA,185422,Chronoshub
Swiss National Science Foundation (SNSF),2023,4102.624266748997,10.1186/s13059-023-03131-4,Turnover of strain-level diversity modulates functional traits in the honeybee gut microbiome between nurses and foragers,2023-12-11,Genome Biology,BioMed Central,FALSE,3986.52,0.9717,2939342006,NA,"180575, 189496",Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-43814-x,Transition between distinct hybrid skyrmion textures through their hexagonal-to-square crystal transformation in a polar magnet,2023-12-11,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939329674,NA,"171003, 182536, 188707",Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-43971-z,Evidence for increased parallel information transmission in human brain networks compared to macaques and male mice,2023-12-11,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939342348,NA,185716,Chronoshub
Swiss National Science Foundation (SNSF),2023,2377.2769373263354,10.5194/acp-23-14643-2023,Water isotopic characterisation of the cloud–circulation coupling in the North Atlantic trades – Part 1: A process-oriented evaluation of COSMOiso simulations with EUREC4A observations,2023-12-11,Atmospheric Chemistry and Physics,Copernicus GmbH,FALSE,2310,0.9717,Chronos-PUC-2023-64,NA,188731,Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-43523-5,A multi-reservoir extruder for time-resolved serial protein crystallography and compound screening at X-ray free-electron,2023-12-11,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939327997,NA,207462,Chronoshub
Swiss National Science Foundation (SNSF),2023,3910.723577235772,10.1038/s41398-023-02648-3,Transcriptomic analysis reveals mitochondrial pathways associated with distinct adolescent behavioral phenotypes and stress response,2023-12-11,Translational Psychiatry,Springer Nature,FALSE,3800.0501,0.9717,Reimbursement 2939304713,NA,"176206, 185897, 189061, 197942",Chronoshub
Swiss National Science Foundation (SNSF),2023,1584.8512915508902,10.5194/tc-17-4937-2023,"Local spatial variability in the occurrence of summer precipitation in the Sør Rondane Mountains, Antarctica",2023-12-11,Cryosphere,Copernicus GmbH,FALSE,1540,0.9717,Chronos-PUC-2023-63,NA,175700,Chronoshub
Swiss National Science Foundation (SNSF),2023,1531.3368323556654,10.5194/acp-23-14561-2023,"Bulk and molecular-level composition of primary organic aerosol from wood, straw, cow dung, and plastic burning",2023-12-11,Atmospheric Chemistry and Physics,Copernicus GmbH,FALSE,1488,0.9717,Chronos-PUC-2023-62,NA,"188624, 189883, 169986, 198140",Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-43793-z,Identifying microbiota community patterns important for plant protection using synthetic communities and machine learning,2023-12-11,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939326490,NA,180575,Chronoshub
Swiss National Science Foundation (SNSF),2023,2083.729546156221,10.1016/j.heliyon.2023.e22859,"Influence of soil fertility management technologies on phosphorus fractions, sorption characteristics, and use efficiency in humic Nitisols of Upper Eastern Kenya",2023-12-11,Heliyon,Elsevier,FALSE,2024.76,0.9717,OAD0000367328,NA,152224,Chronoshub
Swiss National Science Foundation (SNSF),2023,4040.002058248431,10.1038/s41398-023-02684-z,Sperm chromatin accessibilitys involvement in the intergenerational effects of stress hormone receptor activation,2023-12-11,Translational Psychiatry,Springer Nature,FALSE,3925.67,0.9717,2939342055,NA,201543,Chronoshub
Swiss National Science Foundation (SNSF),2023,1274.6320880930327,10.1038/s41535-023-00599-y,"Electronic landscape of Kagome superconductors AV3Sb5 (A#=#K, Rb, Cs) from angle-resolved photoemission spectroscop",2023-12-11,npj Quantum Materials,Nature Publishing Group,FALSE,1238.56,0.9717,2939277813,NA,188413,Chronoshub
Swiss National Science Foundation (SNSF),2023,2782.751878151693,10.3847/1538-4357/acfc40,A Systematic Survey of Moon–Forming Giant Impacts I: Nonrotating Bodies,2023-12-11,Astrophysical Journal,IOP Publishing,FALSE,2704,0.9717,8237819,NA,182901,Chronoshub
Swiss National Science Foundation (SNSF),2023,5974.09694350108,10.1038/s41467-023-43836-5,Language models and protocol standardization guidelines for accelerating synthesis planning in heterogeneous catalysis,2023-12-11,Nature Communications,Nature Publishing Group,FALSE,5805.03,0.9717,2939331788,NA,180544,Chronoshub
Swiss National Science Foundation (SNSF),2023,2266.615210455902,10.1186/s13063-023-07827-7,"Protocol of a monocentric, double-blind, randomized, superiority, controlled trial evaluating the effect of in-prison OROS-methylphenidate vs. placebo treatment in detained people with attention deficit hyperactivity disorder (BATIR)",2023-12-11,Trials,BioMed Central,FALSE,2202.47,0.9717,2939332034,NA,212581,Chronoshub
Swiss National Science Foundation (SNSF),2023,2050.0772872285684,10.1016/j.heliyon.2023.e21063,Dual targeting of H2S synthesizing enzymes; cystathionine β-synthase and cystathionine γ-lyase by miR-939-5p effectively curbs triple negative breast cancer,2023-12-11,Heliyon,Elsevier,FALSE,1992.0601,0.9717,Reimbursement OAD0000352514,NA,198887,Chronoshub
Swiss National Science Foundation (SNSF),2023,2488.288566429968,10.1038/s41598-023-48764-4,High frequency oscillations in relation to interictal spikes in predicting postsurgical seizure freedom,2023-12-11,Scientific Reports,Nature Publishing Group,FALSE,2417.87,0.9717,2939334116,NA,204651,Chronoshub
Swiss National Science Foundation (SNSF),2023,5841.092929916641,10.1016/s2589-7500(23)00126-7,FDA-cleared artificial intelligence and machine learning-based medical devices and their 510(k) predicate networks,2023-12-11,The Lancet Digital Health,Elsevier,FALSE,5675.79,0.9717,OAD0000319987,NA,197485,Chronoshub
Swiss National Science Foundation (SNSF),2023,1440.7739014099002,10.5194/essd-15-5301-2023,Global Carbon Budget 2023,2023-12-11,Earth System Science Data,Copernicus GmbH,FALSE,1400,0.9717,Chronos-PUC-2023-65,NA,200511,Chronoshub
Swiss National Science Foundation (SNSF),2023,2488.288566429968,10.1038/s41598-023-47822-1,Reconstructing signed relations from interaction data,2023-12-11,Scientific Reports,Nature Publishing Group,FALSE,2417.87,0.9717,2939326990,NA,192746,Chronoshub
Swiss National Science Foundation (SNSF),2023,2709.9619224040343,10.1186/s12891-023-07046-w,"The association between mechanical temporal summation, state anxiety levels at baseline and persistent low back pain. A 12-month prospective cohort study",2023-12-11,BMC Musculoskeletal Disorders,BioMed Central,FALSE,2633.27,0.9717,2939311066,NA,173297,Chronoshub
Swiss National Science Foundation (SNSF),2023,1244.211176288978,10.5194/soil-9-609-2023,Soil organic carbon stocks did not change after 130 years of afforestation on a former Swiss Alpine pasture,2023-12-11,SOIL,Copernicus Publications,FALSE,1209,0.9717,Chronos-PUC-2023-68,NA,"188684, 174047",Chronoshub
Swiss National Science Foundation (SNSF),2023,5660.183184110322,10.1371/journal.pbio.3002434,When cheating turns into a stabilizing mechanism of plant-pollinator communities,2023-12-11,PLOS Biology,Public Library of Science (PLoS),FALSE,5500,0.9717,APC600479843,NA,173342,Chronoshub
Swiss National Science Foundation (SNSF),2023,985.160028815478,10.1177/21582440231220449,"Smart Mixes for sustainable value chain management: An evaluation of the conflict minerals, palm oil and green bonds sectors",2023-12-11,SAGE Open,SAGE Publications,FALSE,957.28,0.9717,SOA23LT006737,NA,172451,Chronoshub
Swiss National Science Foundation (SNSF),2023,2266.615210455902,10.1186/s40545-023-00669-3,Rising pharmaceutical innovation in the Global South: a landscape study,2023-12-11,Journal of Pharmaceutical Policy and Practice,BioMed Central,FALSE,2202.47,0.9717,2939327065,NA,179842,Chronoshub
Swiss National Science Foundation (SNSF),2023,3047.7822373160443,10.1371/journal.pbio.3000900,Computational imaging during video game playing shows dynamic synchronization of cortical and subcortical networks of emotions,2023-12-11,PLOS Biology,Public Library of Science (PLoS),FALSE,2961.53,0.9717,Reimbursement PAB307369,NA,"180319, 104897",Chronoshub
Swiss National Science Foundation (SNSF),2023,1183.4928475867036,10.1162/netn_a_00218,Structure supports function: informing directed and dynamic functional connectivity with anatomical priors,2023-12-11,Network Neuroscience,MIT Press,FALSE,1150,0.9717,OA - 16678443,NA,"157420, 179988, 183714",Chronoshub
Swiss National Science Foundation (SNSF),2023,3485.4688689924874,10.1093/braincomms/fcad344,Revisiting the outcome of adult wild-type Htt inactivation in the context of HTT-lowering strategies for Huntington’s disease,2023-12-11,Brain Communications,Oxford University Press,FALSE,3386.8301,0.9717,SOA23LT002906,NA,184761,Chronoshub
Swiss National Science Foundation (SNSF),2023,3936.400123494906,10.1126/sciadv.adi7624,Sequential maturation of stimulus-specific adaptation in the mouse lemniscal auditory system,2023-12-11,Science Advances,American Association for the Advancement of Science,FALSE,3825,0.9717,APC600479735,NA,197850,Chronoshub
