institution,period,euro,doi,title,payment_date,journal_full_title,publisher,is_hybrid,chf,conversion_rate,snsf_voucher_number,grant_snsf,grant_snsf_related,origin
Swiss National Science Foundation (SNSF),2025,2443.9701173959443,10.1371/journal.pone.0332656,‘That’s just weird’: A qualitative investigation into expert opinions on the difference between autonomous vehicles and humans deciding to kill,2025-12-19T03:31:00Z,PLoS ONE,Public Library of Science,FALSE,2290,0.937,PAB403101,NA,"225155, 180545",Chronoshub
Swiss National Science Foundation (SNSF),2025,3247.598719316969,10.1371/journal.ppat.1013386,Capsular polysaccharide of Mycoplasma mycoides subsp. capri contributes to phenotypic diversity promoting distinctive immune responses,2025-12-19T03:31:00Z,PLoS Pathogens,Public Library of Science,FALSE,3043,0.937,PAB404994,NA,201152,Chronoshub
Swiss National Science Foundation (SNSF),2025,1972.892209178228,10.1093/sleepadvances/zpaf085,Musical harmony is processed during sleep: a proof-of-concept study,2025-12-19T03:26:00Z,SLEEP Advances,Oxford University Press,FALSE,1848.6,0.937,SOA25LT015770,NA,10002483,Chronoshub
Swiss National Science Foundation (SNSF),2025,4602.038420490928,10.1093/bioinformatics/btaf597,Joint Representation Learning for Oncology Applications,2025-12-19T03:26:00Z,Bioinformatics,Oxford University Press,FALSE,4312.11,0.937,SOA25LT014170,NA,225913,Chronoshub
Swiss National Science Foundation (SNSF),2025,2604.0554962646743,10.1364/oe.574626,Trapping absorbing and non-absorbing aqueous aerosol particles using a universal 4-arm Laguerre-Gaussian mode light trap,2025-12-19T03:23:00Z,Optics Express,Optica Publishing Group,FALSE,2440,0.937,APC600737151,NA,10004142,Chronoshub
Swiss National Science Foundation (SNSF),2025,4943.970117395944,10.1126/sciadv.aeb5297,Enterococcus faecalis redox metabolism activates the unfolded protein response to impair wound healing,2025-12-19T03:22:00Z,Science Advances,American Association for the Advancement of Science,FALSE,4632.5,0.937,APC600750849,NA,212262,Chronoshub
Swiss National Science Foundation (SNSF),2025,1547.4919957310565,10.1525/collabra.150350,Reducing assessment time without sacrificing content validity in short-form development: an illustration through the revised 20-item short version of the UPPS-P Impulsive Behavior Scale (UPPS-P-20-R),2025-12-19T03:20:00Z,Collabra: Psychology,University of California Press,FALSE,1450,0.937,APC600743660,NA,211887,Chronoshub
Swiss National Science Foundation (SNSF),2025,3857.8014941302026,10.1093/nar/gkaf1420,Constant Trouble with Prolines – Navigating a Global Translation Dilemma,2025-12-19T03:12:00Z,Nucleic Acids Research,Oxford University Press,FALSE,3614.76,0.937,SOA25LT015810,NA,210991,Chronoshub
Swiss National Science Foundation (SNSF),2025,4242.262540021345,10.26508/lsa.202503498,Conserved 3D genome reorganization during DNA repair,2025-12-19T03:08:00Z,Life Science Alliance,Springer Nature ,FALSE,3975,0.937,LSA-2025-03498_01709,NA,219340,Chronoshub
Swiss National Science Foundation (SNSF),2025,1494.1302027748131,10.1098/rsos.251699,Exploring the Psychophysiological Predictors of Performance Under Stress—Insights from a Machine Learning Approach,2025-12-19T03:05:00Z,Royal Society Open Science,Royal Society of Chemistry,FALSE,1400,0.937,APC600751330,NA,200831,Chronoshub
Swiss National Science Foundation (SNSF),2025,3140.3415154749196,10.2196/80624,"Retention and Engagement in Culturally Adapted Digital Mental Health Interventions: A Systematic Review of Dropout, Attrition, and Adherence in Non-WEIRD Settings (Preprint)",2025-12-19T03:02:00Z,JMIR Mental Health,JMIR Publications,FALSE,2942.5,0.937,MENTAL-80624-APF-0083745,NA,209481,Chronoshub
Swiss National Science Foundation (SNSF),2025,4161.686232657417,10.1038/s42003-025-09227-w,Social bonds decrease epigenetic age in male bottlenose dolphins,2025-12-09T03:59:00Z,Communications Biology,Springer Nature ,FALSE,3899.5,0.937,2936759108,NA,200011,Chronoshub
Swiss National Science Foundation (SNSF),2025,3512.966915688367,10.1038/s43247-025-03038-x,Hydroclimatic instability accelerated the socio-political decline of the Tang Dynasty in northern China,2025-12-09T03:58:00Z,Communications Earth & Environment,Springer Nature ,FALSE,3291.65,0.937,2936756608,NA,217358,Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.186766275347,10.1038/s41467-025-66719-3,"The relative contribution of close-proximity contacts, shared classroom exposure and indoor air quality to respiratory virus transmission in schools",2025-12-09T03:58:00Z,Nature Communications,Springer Nature ,FALSE,6367.09,0.937,2936755090,NA,230473,Chronoshub
Swiss National Science Foundation (SNSF),2025,7833.500533617929,10.1038/s44318-025-00629-4,"Systematic analysis of immune cell motility leveraging Immunemap, an open intravital microscopy atlas",2025-12-09T03:57:00Z,The EMBO Journal,Springer Nature ,FALSE,7339.99,0.937,2936736003,NA,189699,Chronoshub
Swiss National Science Foundation (SNSF),2025,3859.071504802561,10.1038/s41746-025-02128-6,Shedding light on the dynamic interplay of positive and negative symptoms of psychosis with Behavioral Tractography,2025-12-09T03:57:00Z,npj Digital Medicine,Springer Nature ,FALSE,3615.95,0.937,2936742658,NA,"174206, 144260",Chronoshub
Swiss National Science Foundation (SNSF),2025,2820.7577374599787,10.1038/s41598-025-27257-6,Sulfide silver autometallography to differentiate the ultrastructural localization of iron-carbohydrate complexes inside macrophages,2025-12-09T03:56:00Z,Scientific Reports,Springer Nature ,FALSE,2643.05,0.937,2936735753,NA,205603,Chronoshub
Swiss National Science Foundation (SNSF),2025,800.4268943436499,10.5334/joc.462,An Examination of Distractor Susceptibility of Prioritized and Unprioritized Information in Visual Working Memory,2025-12-09T03:52:00Z,Journal of Cognition,Ubiquity Press,FALSE,750,0.937,37/2025,NA,181141,Chronoshub
Swiss National Science Foundation (SNSF),2025,2860.1921024546423,10.1136/rmdopen-2025-005773,Identification of individuals at high risk of developing Rheumatoid Arthritis: a Balanced Random Forest model in a cohort of 1544 first-degree relatives.,2025-12-09T03:50:00Z,RMD Open: Rheumatic and Musculoskeletal Diseases,BMJ Publishing Group,FALSE,2680,0.937,APC600737019,NA,"192471, 205559",Chronoshub
Swiss National Science Foundation (SNSF),2025,3201.7075773745996,10.7554/elife.109264.1,Junctional and Actomyosin Dynamics Drive Endothelial Cell Rearrangements during Vascular Tube Formation,2025-12-09T03:47:00Z,eLife,eLife Sciences Publications,FALSE,3000,0.937,RP004713,NA,200701,Chronoshub
Swiss National Science Foundation (SNSF),2025,4943.970117395944,10.1126/sciadv.aeb1017,Mechanism of co-translational modification of histones H2A and H4 by MetAP1 and NatD,2025-12-09T03:45:00Z,Science Advances,American Association for the Advancement of Science,FALSE,4632.5,0.937,APC600744294,NA,212308,Chronoshub
Swiss National Science Foundation (SNSF),2025,4268.943436499466,10.1001/jamanetworkopen.2025.54843,Psychological Therapy Quantity and Depressive Symptom Reduction in Psychedelic-Assisted Therapy,2025-12-09T03:44:00Z,Jama Network Open,American Medical Association,FALSE,4000,0.937,APC600747049,NA,10001356,Chronoshub
Swiss National Science Foundation (SNSF),2025,2681.9637139807896,10.1093/narcan/zcaf055,Disruption of protein-protein interaction hot-spots in the C-terminal domain of MLH1 confers mismatch repair deficiency,2025-12-09T03:42:00Z,NAR Cancer,Oxford University Press,FALSE,2513,0.937,SOA25LT015563,NA,208143,Chronoshub
Swiss National Science Foundation (SNSF),2025,4129.370330843116,10.1093/geroni/igaf130,Identifying deprescribing profiles in older adults from 14 countries using the Patient Deprescribing Typology,2025-12-09T03:42:00Z,Innovation in Aging,Oxford University Press,FALSE,3869.22,0.937,SOA25LT015341,NA,213475,Chronoshub
Swiss National Science Foundation (SNSF),2025,3597.1184631803626,10.2196/67136,Effectiveness of Smartphone-Based Dyadic Interventions to Increase Physical Activity in Romantic Couples: A Micro-randomised Trial,2025-12-09T03:38:00Z,JMIR mHealth and uHealth,JMIR Publications,FALSE,3370.5,0.937,MHEALTH-67136-APF-0083489,NA,197471,Chronoshub
Swiss National Science Foundation (SNSF),2025,6061.899679829242,10.1136/bmj-2024-083718,Identifying prioR EVidencE for new triALs (REVEAL): Guidance for clinical researchers,2025-12-09T03:36:00Z,The BMJ,BMJ Publishing Group,TRUE,5680,0.937,APC600748254,NA,198082,Chronoshub
Swiss National Science Foundation (SNSF),2025,1179.2956243329775,10.1039/d5ra06869j,A novel ene-reductase from Halomonas elongata for flow biocatalytic synthesis of 3-phenylpropionaldehyde and sustainable indigo-carmine dyeing,2025-12-09T03:34:00Z,RSC Advances,Royal Society of Chemistry,FALSE,1105,0.937,INV_048243,NA,"192274, 10003574",Chronoshub
Swiss National Science Foundation (SNSF),2025,461.4727854855923,10.3390/m2092,Schiff Base Heterobimetallic Complex as Single-Source Precursor,2025-12-03T12:50:00Z,Molbank,MDPI,FALSE,432.4,0.937,3968061,NA,204215,Chronoshub
Swiss National Science Foundation (SNSF),2025,2676.5421558164353,10.3390/ijms262311575,"STARD9 and CDK5RAP2 – Novel Candidate Genes for Oligogenic 46,XY Complete Gonadal Dysgenesis",2025-12-03T12:49:00Z,International Journal of Molecular Sciences,MDPI,FALSE,2507.92,0.937,4002128,NA,152347,Chronoshub
Swiss National Science Foundation (SNSF),2025,2491.9530416221983,10.3390/biom15111571,Translational Molecular and Fluid Biomarkers for Age-Related Macular Degeneration: Practical Insights from Animal Models and Humans,2025-12-03T12:49:00Z,Biomolecules,MDPI,FALSE,2334.96,0.937,3886580,NA,223803,Chronoshub
Swiss National Science Foundation (SNSF),2025,4836.232657417289,10.1093/nar/gkaf1327,Trypanosome-specific complex mediates late-stage processing of cytosolic LSU rRNA,2025-12-03T12:48:00Z,Nucleic Acids Research,Oxford University Press,FALSE,4531.55,0.937,SOA25LT014681,NA,205200,Chronoshub
Swiss National Science Foundation (SNSF),2025,4910.074706510139,10.1093/ofid/ofaf693,"Immunodeficiency, HIV viremia, and incident anal cancer among people with HIV in South Africa",2025-12-03T12:47:00Z,Open Forum Infectious Diseases,Oxford University Press,FALSE,4600.74,0.937,SOA25LT014613,NA,193381,Chronoshub
Swiss National Science Foundation (SNSF),2025,3030.949839914621,10.1103/k34t-ghws,Expanding the reach of diffusing wave spectroscopy and tracer bead     microrheology,2025-12-03T12:46:00Z,Physical Review Research,American Physical Society,FALSE,2840,0.937,INV/25/NOV/018641,NA,"10002524, 10000141",Chronoshub
Swiss National Science Foundation (SNSF),2025,2940.2347918890073,10.1103/7d6s-zz54,Unified quantum framework for electrons and ions: The self-consistent  harmonic approximation on a neural network curved manifold,2025-12-03T12:45:00Z,Physical Review Research,American Physical Society,FALSE,2755,0.937,INV/25/NOV/018626,NA,205602,Chronoshub
Swiss National Science Foundation (SNSF),2025,2940.2347918890073,10.1103/cr6d-m3bf,The role of nuclear spin diffusion in dynamic nuclear polarization of crystalline nanoscale silicon particles,2025-12-03T12:44:00Z,Physical Review Research,American Physical Society,FALSE,2755,0.937,INV/25/NOV/018683,NA,219375,Chronoshub
Swiss National Science Foundation (SNSF),2025,5869.797225186766,10.1371/journal.pbio.3003506,RNG2 tethers the conoid to the apical polar ring in Toxoplasma gondii to enable parasite motility and invasion,2025-12-03T12:42:00Z,PLoS Biology,Public Library of Science,FALSE,5500,0.937,PAB404412,NA,"215445, 198545",Chronoshub
Swiss National Science Foundation (SNSF),2025,2443.9701173959443,10.1371/journal.pone.0315549,"Birth weight discordance, gene expression, and DNA methylation: A scoping review of epigenetic twin studies",2025-12-03T12:42:00Z,PLoS ONE,Public Library of Science,FALSE,2290,0.937,PAB403861,NA,199872,Chronoshub
Swiss National Science Foundation (SNSF),2025,3201.7075773745996,10.1021/jacsau.5c01059,Mitigating Challenges of the Neutral Oxygen Evolution Reaction: The Undervalued Importance of Electrolyte Engineering,2025-12-03T12:38:00Z,JACS Au,American Chemical Society,FALSE,3000,0.937,APC600735215,NA,193111,Chronoshub
Swiss National Science Foundation (SNSF),2025,4943.970117395944,10.1126/sciadv.ady0812,"Membrane microdomains are crucial for Mycobacterium marinum EsxA-dependent membrane damage, escape to the cytosol and infection",2025-12-03T12:38:00Z,Science Advances,American Association for the Advancement of Science,FALSE,4632.5,0.937,APC600740030,NA,188813,Chronoshub
Swiss National Science Foundation (SNSF),2025,4994.663820704375,10.1136/bmjgh-2024-018739,Oral PrEP Continuation Rates Among Key Populations in Nigeria: A Retrospective Cohort Study of a Large-Scale HIV Prevention Program,2025-12-03T12:38:00Z,BMJ Global Health,BMJ Publishing Group,FALSE,4680,0.937,APC600744538,NA,192452,Chronoshub
Swiss National Science Foundation (SNSF),2025,3201.7075773745996,10.1021/jacsau.5c00838,How does K2CO3 promote the CO2 uptake of MgO?,2025-12-03T12:38:00Z,JACS Au,American Chemical Society,FALSE,3000,0.937,APC600732330,NA,156015,Chronoshub
Swiss National Science Foundation (SNSF),2025,1547.4919957310565,10.1525/collabra.151266,How Effortful is Boredom? Studying Self-Control Demands Through Pupillometry,2025-12-03T12:37:00Z,Collabra,University of California Press,FALSE,1450,0.937,APC600739678,NA,200468,Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.186766275347,10.1038/s41467-025-66390-8,Loss of vegetation functions during the Paleocene-Eocene Thermal Maximum,2025-12-03T12:30:00Z,Nature Communications,Springer Nature ,FALSE,6367.09,0.937,2936746856,NA,192296,Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.186766275347,10.1038/s41467-025-65964-w,Prime editing of the beta1 adrenoceptor in the brain restores physiological REM sleep in a mouse model of Alzheimers,2025-12-03T12:29:00Z,Nature Communications,Springer Nature ,FALSE,6367.09,0.937,2936722513,NA,185293,Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.186766275347,10.1038/s41467-025-65459-8,Soft magnetic microrobots with remote sensing and communication capabilities,2025-12-03T12:29:00Z,Nature Communications,Springer Nature ,FALSE,6367.09,0.937,2936716391,NA,197017,Chronoshub
Swiss National Science Foundation (SNSF),2025,1245.9871931696905,10.1038/s41439-025-00330-2,A novel homozygous DST variant causes hereditary sensory and autonomic neuropathy in a Pakistani family,2025-12-03T12:28:00Z,Human Genome Variation,Springer Nature ,FALSE,1167.49,0.937,2936745718,NA,216615,Chronoshub
Swiss National Science Foundation (SNSF),2025,7833.500533617929,10.1038/s44319-025-00626-y,Fluorescent protein and peptide tags alter condensate formation and dynamics in vivo and in vitro,2025-12-03T12:27:00Z,EMBO Reports,Springer Nature ,FALSE,7339.99,0.937,2936734938,NA,187052,Chronoshub
Swiss National Science Foundation (SNSF),2025,7833.500747065101,10.1038/s44319-025-00638-8,NINJ1 blocks HSV-1 entry into macrophages to impact viral replication and immunity,2025-12-03T12:27:00Z,EMBO Reports,Springer Nature ,FALSE,7339.9902,0.937,2936737934,NA,219286,Chronoshub
Swiss National Science Foundation (SNSF),2025,7833.500533617929,10.1038/s44318-025-00637-4,The NLRP6 inflammasome is activated by sterile or pathogen-induced endolysosomal damage,2025-12-03T12:27:00Z,The EMBO Journal,Springer Nature ,FALSE,7339.99,0.937,2936735747,NA,192523,Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.186766275347,10.1038/s41467-025-65375-x,Sequence of abrupt transitions in Antarctic drainage basins before and during the Mid- Pleistocene Transition,2025-12-03T12:24:00Z,Nature Communications,Springer Nature ,FALSE,6367.09,0.937,2936711096,NA,200492,Chronoshub
Swiss National Science Foundation (SNSF),2025,3974.4397011739593,10.1186/s13195-025-01916-2,"Increased levels of GFAP and purinergic P2X7 receptor in Alzheimer’s disease brain are associated with Ab, tau pathologies and synaptic loss",2025-12-03T12:24:00Z,Alzheimer's Research and Therapy,Springer Nature ,FALSE,3724.05,0.937,2936739735,NA,213444,Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.186766275347,10.1038/s41467-025-65733-9,Electrically tunable ultrafast dynamics and interactions of hybrid excitons in a 2D semiconductor bilayer,2025-12-03T12:23:00Z,Nature Communications,Springer Nature ,FALSE,6367.09,0.937,2936716422,NA,215089,Chronoshub
Swiss National Science Foundation (SNSF),2025,3974.4397011739593,10.1038/s41698-025-01119-w,Aligning Computational Pathology with Clinical Practice: A Systematic Review of AI Tools for Pathology Report Elements in Colorectal Cancer,2025-12-03T12:20:00Z,npj Precision Oncology,Springer Nature ,FALSE,3724.05,0.937,2936737929,NA,193832,Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.186766275347,10.1038/s41467-025-66294-7,Single-cell dynamics of genome-nucleolus interactions captured by nucleolar laser microdissection (NoLMseq),2025-12-03T12:19:00Z,Nature Communications,Springer Nature ,FALSE,6367.09,0.937,2936735842,NA,"10000881, 173056",Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.186766275347,10.1038/s41467-025-66098-9,Nucleoplasmic Lamin A/C controls replication fork restart upon stress by modulating local H3K9me3 and ADP-ribosylat,2025-12-03T12:19:00Z,Nature Communications,Springer Nature ,FALSE,6367.09,0.937,2936735385,NA,"189206, 219393",Chronoshub
Swiss National Science Foundation (SNSF),2025,6795.186766275347,10.1038/s41467-025-65801-0,CYFIP1 governs the development of cortical axons by modulating calcium availability,2025-12-03T12:18:00Z,Nature Communications,Springer Nature ,FALSE,6367.09,0.937,2936722644,NA,215706,Chronoshub
Swiss National Science Foundation (SNSF),2025,7833.500533617929,10.1038/s44319-025-00619-x,Increased reproducibility of brain organoids through controlled fluid dynamics,2025-12-03T12:18:00Z,EMBO Reports,Springer Nature ,FALSE,7339.99,0.937,2936722640,NA,215706,Chronoshub
