Institution name;APC Payment Year;Date of Submission;Date of Acceptance;DOI;DOI URL;article_is_hybrid;Article OA Status;Publisher Name;Journal Name;Journal ISSN electronic;journal_issn_l ;Article License;agreement
University of Zurich;;13.04.2022;19.07.2023;10.1016/j.diggeo.2023.100067;10.1016/j.diggeo.2023.100067;FALSE;Full Open Access;Elsevier;Digital Geography and Society;2666-3783;;CC BY;
University of Zurich;;03.03.2022;13.06.2023;10.1016/j.geoforum.2023.103811;10.1016/j.geoforum.2023.103811;TRUE;Hybrid;Elsevier;Geoforum;0016-7185;;CC BY;
University of Zurich;;20.04.2022;20.04.2023;10.1016/j.media.2023.102833;10.1016/j.media.2023.102833;TRUE;Hybrid;Elsevier;Medical Image Analysis;1361-8415;;CC BY;
University of Zurich;;08.12.2022;27.06.2023;10.1016/j.anireprosci.2023.107291;10.1016/j.anireprosci.2023.107291;TRUE;Hybrid;Elsevier;Animal Reproduction Science;0378-4320;;CC BY;
University of Zurich;;07.07.2022;24.04.2023;10.1016/j.jvc.2023.04.005;10.1016/j.jvc.2023.04.005;TRUE;Hybrid;Society;Journal of Veterinary Cardiology;1760-2734;;CC BY;
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;;25.10.2022;05.06.2023;10.1016/j.forpol.2023.103022;10.1016/j.forpol.2023.103022;TRUE;Hybrid;Elsevier;Forest Policy and Economics;1389-9341;;CC BY;
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;;23.12.2022;04.08.2023;10.1016/j.agrformet.2023.109654;10.1016/j.agrformet.2023.109654;TRUE;Hybrid;Elsevier;Agricultural and Forest Meteorology;0168-1923;;CC BY;
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;;15.12.2022;29.05.2023;10.1016/j.foreco.2023.121155;10.1016/j.foreco.2023.121155;TRUE;Hybrid;Elsevier;Forest Ecology and Management;0378-1127;;CC BY;
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;;16.12.2022;28.07.2023;10.1016/j.jrurstud.2023.103072;10.1016/j.jrurstud.2023.103072;TRUE;Hybrid;Elsevier;Journal of Rural Studies;0743-0167;;CC BY;
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;;08.07.2022;06.08.2023;10.1016/j.jort.2023.100677;10.1016/j.jort.2023.100677;TRUE;Hybrid;Elsevier;Journal of Outdoor Recreation and Tourism;2213-0780;;CC BY;
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;;24.11.2022;16.12.2023;10.1016/j.coldregions.2023.104103;10.1016/j.coldregions.2023.104103;TRUE;Hybrid;Elsevier;Cold Regions Science and Technology;0165-232X;;CC BY;
ZHAW Zurich University of Applied Sciences;;22.10.2022;23.05.2023;10.1016/j.electacta.2023.142640;10.1016/j.electacta.2023.142640;TRUE;Hybrid;Elsevier;Electrochimica Acta;0013-4686;;CC BY;
ZHAW Zurich University of Applied Sciences;;13.05.2022;30.04.2023;10.1016/j.childyouth.2023.107001;10.1016/j.childyouth.2023.107001;TRUE;Hybrid;Elsevier;Children and Youth Services Review;0190-7409;;CC BY;
ZHAW Zurich University of Applied Sciences;;15.07.2022;20.05.2023;10.1016/j.childyouth.2023.107022;10.1016/j.childyouth.2023.107022;TRUE;Hybrid;Elsevier;Children and Youth Services Review;0190-7409;;CC BY;
ZHAW Zurich University of Applied Sciences;;24.11.2022;11.02.2023;10.1016/j.jclepro.2023.136429;10.1016/j.jclepro.2023.136429;TRUE;Hybrid;Elsevier;Journal of Cleaner Production;0959-6526;;CC BY;
ZHAW Zurich University of Applied Sciences;;28.10.2022;01.12.2023;10.1016/j.cnsns.2023.107762;10.1016/j.cnsns.2023.107762;TRUE;Hybrid;Elsevier;Communications in Nonlinear Science and Numerical Simulation;1007-5704;;CC BY;
ZHAW Zurich University of Applied Sciences;;02.12.2022;30.06.2023;10.1016/j.orgel.2023.106888;10.1016/j.orgel.2023.106888;TRUE;Hybrid;Elsevier;Organic Electronics;1566-1199;;CC BY;
ZHAW Zurich University of Applied Sciences;;09.05.2022;21.04.2023;10.1016/j.eist.2023.100730;10.1016/j.eist.2023.100730;TRUE;Hybrid;Elsevier;Environmental Innovation and Societal Transitions;2210-4224;;CC BY;
ZHAW Zurich University of Applied Sciences;;04.07.2022;02.07.2023;10.1016/j.vaccine.2023.07.004;10.1016/j.vaccine.2023.07.004;TRUE;Hybrid;Elsevier;Vaccine;0264-410X;;CC BY;
ZHAW Zurich University of Applied Sciences;;10.08.2022;21.02.2024;10.1016/j.heliyon.2024.e26931;10.1016/j.heliyon.2024.e26931;FALSE;Full Open Access;Elsevier;Heliyon;2405-8440;;CC BY-NC;
