Institute Name;APC Payment Year;DOI;article_is_hybrid;Article OA Status;Publisher Name;Journal Name;Journal ISSN(s);Journal ISSN print;Journal ISSN electronic;journal_issn_l ;Article License;agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.conbuildmat.2022.128054;TRUE;Hybrid;Elsevier;Construction and Building Materials;;;0950-0618;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.trc.2022.103756;TRUE;Hybrid;Elsevier;Transportation Research Part C;;;0968-090X;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.autcon.2022.104430;TRUE;Hybrid;Elsevier;Automation in Construction;;;0926-5805;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.jhep.2022.05.040;TRUE;Hybrid;Elsevier;Journal of Hepatology;;;0168-8278;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.jvacx.2022.100184;FALSE;Full;Elsevier;Vaccine: X;;;2590-1362;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.seta.2022.102460;TRUE;Hybrid;Elsevier;Sustainable Energy Technologies and Assessments;;;2213-1388;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.cognition.2022.105211;TRUE;Hybrid;Elsevier;Cognition;;;0010-0277;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.neuroimage.2022.119419;FALSE;Full;Elsevier;NeuroImage;;;1053-8119;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.epsr.2022.108555;TRUE;Hybrid;Elsevier;Electric Power Systems Research;;;0378-7796;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.epsr.2022.108567;TRUE;Hybrid;Elsevier;Electric Power Systems Research;;;0378-7796;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.epsr.2022.108496;TRUE;Hybrid;Elsevier;Electric Power Systems Research;;;0378-7796;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.epsr.2022.108527;TRUE;Hybrid;Elsevier;Electric Power Systems Research;;;0378-7796;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.epsr.2022.108547;TRUE;Hybrid;Elsevier;Electric Power Systems Research;;;0378-7796;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.sysconle.2022.105336;TRUE;Hybrid;Elsevier;Systems & Control Letters;;;0167-6911;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.cor.2022.105985;TRUE;Hybrid;Elsevier;Computers and Operations Research;;;0305-0548;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.ejor.2022.08.002;TRUE;Hybrid;Elsevier;European Journal of Operational Research;;;0377-2217;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.ejor.2022.08.022;TRUE;Hybrid;Elsevier;European Journal of Operational Research;;;0377-2217;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.displa.2022.102290;TRUE;Hybrid;Elsevier;Displays;;;0141-9382;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.apenergy.2022.119958;TRUE;Hybrid;Elsevier;Applied Energy;;;0306-2619;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.nicl.2022.103205;FALSE;Full;Elsevier;NeuroImage: Clinical;;;2213-1582;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.camwa.2022.09.019;TRUE;Hybrid;Elsevier;Computers and Mathematics with Applications;;;0898-1221;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.ijforecast.2022.09.005;TRUE;Hybrid;Elsevier;International Journal of Forecasting;;;0169-2070;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.ecoleng.2022.106811;TRUE;Hybrid;Elsevier;Ecological Engineering;;;0925-8574;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.jalgebra.2022.10.028;TRUE;Hybrid;Elsevier;Journal of Algebra;;;0021-8693;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.jfa.2022.109785;TRUE;Hybrid;Elsevier;Journal of Functional Analysis;;;0022-1236;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.ijepes.2022.108882;TRUE;Hybrid;Elsevier;International Journal of Electrical Power and Energy Systems;;;0142-0615;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.engstruct.2022.115427;TRUE;Hybrid;Elsevier;Engineering Structures;;;0141-0296;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.jde.2023.01.026;TRUE;Hybrid;Elsevier;Journal of Differential Equations;;;0022-0396;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.jcp.2023.111996;TRUE;Hybrid;Elsevier;Journal of Computational Physics;;;0021-9991;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.respol.2023.104745;TRUE;Hybrid;Elsevier;Research Policy;;;0048-7333;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.cad.2023.103518;TRUE;Hybrid;Elsevier;Computer-Aided Design;;;0010-4485;;CC BY;Swiss Consortium Elsevier agreement
École Polytechnique Fédérale de Lausanne;2021;10.1016/j.tra.2023.103674;TRUE;Hybrid;Elsevier;Transportation Research Part A;;;0965-8564;;CC BY;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.engfracmech.2022.108340;TRUE;Hybrid;Elsevier;Engineering Fracture Mechanics;;;0013-7944;;CC BY;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.matchar.2022.111850;TRUE;Hybrid;Elsevier;Materials Characterization;;;1044-5803;;CC BY;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.landusepol.2022.106111;TRUE;Hybrid;Elsevier;Land Use Policy;;;0264-8377;;CC BY;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.est.2022.104528;TRUE;Hybrid;Elsevier;Journal of Energy Storage;;;2352-152X;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.jfoodeng.2022.111077;TRUE;Hybrid;Elsevier;Journal of Food Engineering;;;0260-8774;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.jcis.2022.04.060;TRUE;Hybrid;Elsevier;Journal of Colloid And Interface Science;;;0021-9797;;CC BY;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.rser.2022.112474;TRUE;Hybrid;Elsevier;Renewable and Sustainable Energy Reviews;;;1364-0321;;CC BY-NC;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.matdes.2022.110675;FALSE;Full;Elsevier;Materials & Design;;;0264-1275;;CC BY;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.gca.2022.05.006;TRUE;Hybrid;Elsevier;Geochimica et Cosmochimica Acta;;;0016-7037;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.applthermaleng.2022.118693;TRUE;Hybrid;Elsevier;Applied Thermal Engineering;;;1359-4311;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.jmps.2022.104960;TRUE;Hybrid;Elsevier;Journal of the Mechanics and Physics of Solids;;;0022-5096;;CC BY;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.cemconres.2022.106871;TRUE;Hybrid;Elsevier;Cement and Concrete Research;;;0008-8846;;CC BY;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.apenergy.2022.119806;TRUE;Hybrid;Elsevier;Applied Energy;;;0306-2619;;CC BY;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.actamat.2022.118345;TRUE;Hybrid;Elsevier;Acta Materialia;;;1359-6454;;CC BY;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.energy.2022.125464;TRUE;Hybrid;Elsevier;Energy;;;0360-5442;;CC BY;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.jsv.2022.117424;TRUE;Hybrid;Elsevier;Journal of Sound and Vibration;;;0022-460X;;CC BY;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.trd.2022.103576;TRUE;Hybrid;Elsevier;Transportation Research Part D;;;1361-9209;;CC BY;Swiss Consortium Elsevier agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2021;10.1016/j.energy.2023.126885;TRUE;Hybrid;Elsevier;Energy;;;0360-5442;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jairtraman.2022.102183;TRUE;Hybrid;Elsevier;Journal of Air Transport Management;;;0969-6997;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jctb.2022.02.002;TRUE;Hybrid;Elsevier;Journal of Combinatorial Theory, Series B;;;0095-8956;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ejc.2022.103516;FALSE;Full;Elsevier;European Journal of Combinatorics;;;0195-6698;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.aim.2022.108257;FALSE;Full;Elsevier;Advances in Mathematics;;;0001-8708;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.aim.2022.108264;FALSE;Full;Elsevier;Advances in Mathematics;;;0001-8708;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.jebo.2022.02.014;TRUE;Hybrid;Elsevier;Journal of Economic Behavior and Organization;;;0167-2681;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.epsl.2022.117482;TRUE;Hybrid;Elsevier;Earth and Planetary Science Letters;;;0012-821X;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.soilbio.2022.108620;TRUE;Hybrid;Elsevier;Soil Biology and Biochemistry;;;0038-0717;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ces.2022.117595;TRUE;Hybrid;Elsevier;Chemical Engineering Science;;;0009-2509;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.compchemeng.2022.107773;TRUE;Hybrid;Elsevier;Computers and Chemical Engineering;;;0098-1354;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.cemconres.2022.106783;TRUE;Hybrid;Elsevier;Cement and Concrete Research;;;0008-8846;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.aim.2022.108353;FALSE;Full;Elsevier;Advances in Mathematics;;;0001-8708;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.trd.2022.103261;TRUE;Hybrid;Elsevier;Transportation Research Part D;;;1361-9209;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.enpol.2022.112936;TRUE;Hybrid;Elsevier;Energy Policy;;;0301-4215;;CC BY;Swiss Consortium Elsevier agreement
ETH Zurich;2021;10.1016/j.ijdrr.2022.102917;TRUE;Hybrid;Elsevier;International Journal of Disaster Risk Reduction;;;2212-4209;;CC BY;Swiss Consortium Elsevier agreement
