Institute Name;APC Payment Year;DOI;article_is_hybrid;Article OA Status;Publisher Name;Journal Name;Journal ISSN(s);Journal ISSN print;Journal ISSN electronic;journal_issn_l ;Article License;agreement
University of Lucerne;2023;10.1016/j.jval.2023.01.002;FALSE;Full;Society;Value in Health;;;1098-3015;;CC BY;Swiss Consortium Elsevier agreement
University of Lugano;2023;10.1016/j.cagd.2023.102193;TRUE;Hybrid;Elsevier;Computer Aided Geometric Design;;;0167-8396;;CC BY;Swiss Consortium Elsevier agreement
University of Neuchâtel;2023;10.1016/j.pbi.2023.102370;TRUE;Hybrid;Elsevier;Current Opinion in Plant Biology;;;1369-5266;;CC BY;Swiss Consortium Elsevier agreement
University of Neuchâtel;2023;10.1016/j.cois.2023.101031;TRUE;Hybrid;Elsevier;Current Opinion in Insect Science;;;2214-5745;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.radonc.2023.109504;TRUE;Hybrid;Elsevier;Radiotherapy and Oncology;;;0167-8140;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.semnephrol.2023.151336;FALSE;Full;Elsevier;Seminars in Nephrology;;;0270-9295;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.jevs.2023.104265;TRUE;Hybrid;Elsevier;Journal of Equine Veterinary Science;;;0737-0806;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.ejrad.2023.110763;TRUE;Hybrid;Elsevier;European Journal of Radiology;;;0720-048X;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1053/j.semvascsurg.2023.03.002;TRUE;Hybrid;Elsevier;Seminars in Vascular Surgery;;;0895-7967;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.ejro.2023.100487;FALSE;Full;Elsevier;European Journal of Radiology Open;;;2352-0477;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.scr.2023.103084;FALSE;Full;Elsevier;Stem Cell Research;;;1873-5061;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.jsbmb.2023.106301;TRUE;Hybrid;Elsevier;Journal of Steroid Biochemistry and Molecular Biology;;;0960-0760;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.thromres.2023.03.014;TRUE;Hybrid;Elsevier;Thrombosis Research;;;0049-3848;;CC BY-NC-ND;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.xjtc.2023.03.013;FALSE;Full;Elsevier;JTCVS Techniques;;;2666-2507;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.ctro.2023.100624;FALSE;Full;Elsevier;Clinical and Translational Radiation Oncology;;;2405-6308;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.earlhumdev.2023.105765;TRUE;Hybrid;Elsevier;Early Human Development;;;0378-3782;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.ortho.2023.100754;TRUE;Hybrid;Elsevier;International Orthodontics;;;1761-7227;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.cpc.2023.108749;TRUE;Hybrid;Elsevier;Computer Physics Communications;;;0010-4655;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.ijcard.2023.04.016;TRUE;Hybrid;Elsevier;International Journal of Cardiology;;;0167-5273;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.euros.2023.04.007;FALSE;Full;Elsevier;European Urology Open Science;;;2666-1683;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.chbr.2023.100290;FALSE;Full;Elsevier;Computers in Human Behavior Reports;;;2451-9588;;CC BY;Swiss Consortium Elsevier agreement
University of Zurich;2023;10.1016/j.cjca.2023.04.019;TRUE;Hybrid;Elsevier;Canadian Journal of Cardiology;;;0828-282X;;CC BY;Swiss Consortium Elsevier agreement
WSL - Swiss Federal Institute for Forest, Snow and Landscape Research;2023;10.1016/j.foreco.2023.121056;TRUE;Hybrid;Elsevier;Forest Ecology and Management;;;0378-1127;;CC BY;Swiss Consortium Elsevier agreement
ZHAW Zurich University of Applied Sciences;2023;10.1016/j.wombi.2023.03.009;TRUE;Hybrid;Elsevier;Women and Birth;;;1871-5192;;CC BY;Swiss Consortium Elsevier agreement
ZHAW Zurich University of Applied Sciences;2023;10.1016/j.jdiacomp.2023.108476;TRUE;Hybrid;Elsevier;Journal of Diabetes and Its Complications;;;1056-8727;;CC BY;Swiss Consortium Elsevier agreement
