institution;period;doi;is hybrid;agreement
Bern University of Applied Sciences;2024;10.1007/s10926-024-10174-2;TRUE;sn2023csal
Bern University of Applied Sciences;2024;10.1007/s00337-024-01105-6;TRUE;sn2023csal
Bern University of Applied Sciences;2024;10.1007/s00068-024-02609-5;TRUE;sn2023csal
Eawag - Swiss Federal Institute of Aquatic Science and Technology;2024;10.1007/s10584-024-03708-3;TRUE;sn2023csal
Eawag - Swiss Federal Institute of Aquatic Science and Technology;2024;10.1007/s12268-024-2230-x;TRUE;sn2023csal
Eawag - Swiss Federal Institute of Aquatic Science and Technology;2024;10.1007/s10811-024-03330-x;TRUE;sn2023csal
Eawag - Swiss Federal Institute of Aquatic Science and Technology;2024;10.1007/s11356-024-33865-y;TRUE;sn2023csal
Eawag - Swiss Federal Institute of Aquatic Science and Technology;2024;10.1038/s41437-024-00687-0;TRUE;sn2023csal
Eawag - Swiss Federal Institute of Aquatic Science and Technology;2024;10.1007/s00027-024-01106-6;TRUE;sn2023csal
Eawag - Swiss Federal Institute of Aquatic Science and Technology;2024;10.1007/s00216-024-05632-y;TRUE;sn2023csal
Eawag - Swiss Federal Institute of Aquatic Science and Technology;2024;10.1007/s11625-024-01585-4;TRUE;sn2023csal
Eawag - Swiss Federal Institute of Aquatic Science and Technology;2024;10.1007/s12560-024-09603-5;TRUE;sn2023csal
Eawag - Swiss Federal Institute of Aquatic Science and Technology;2024;10.1007/s10021-024-00908-x;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00493-024-00133-z;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10518-024-02017-5;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1038/s41380-024-02726-y;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00415-024-12568-x;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00222-024-01248-2;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s40593-024-00405-1;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00291-024-00799-3;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s41468-024-00194-5;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10543-024-01028-7;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00208-024-03015-3;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00229-024-01595-7;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00208-024-02993-8;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10704-024-00810-6;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00366-024-01997-x;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s11356-024-35631-6;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s11214-024-01043-8;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00023-024-01441-2;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s13385-024-00386-4;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00209-024-03489-6;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00220-024-05208-y;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10518-024-02023-7;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s11090-023-10442-8;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10915-024-02525-1;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10921-024-01090-9;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10955-024-03339-z;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00030-024-00993-w;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s11214-024-01042-9;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10957-024-02399-1;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s40879-024-00745-1;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s40571-024-00788-x;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00220-024-04982-z;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00366-024-01965-5;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s13253-024-00601-5;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00606-024-01889-z;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00208-024-02832-w;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00366-024-01980-6;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00205-024-01957-1;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s11661-024-07330-x;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s41693-024-00118-w;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s11263-024-02026-6;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10107-024-02136-6;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00603-024-03936-0;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10444-024-10140-9;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s11440-023-02172-0;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10107-024-02140-w;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10915-023-02446-5;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s13272-024-00727-9;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10994-024-06609-9;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00021-023-00845-0;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s11249-024-01833-9;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10107-024-02058-3;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s00701-024-05934-1;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s11214-024-01105-x;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s41468-024-00191-8;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10758-024-09777-8;TRUE;sn2023csal
École Polytechnique Fédérale de Lausanne;2024;10.1007/s10543-024-01023-y;TRUE;sn2023csal
Empa - Swiss Federal Laboratories for Materials Science and Technology;2024;10.1007/s12289-024-01820-4;TRUE;sn2023csal
Empa - Swiss Federal Laboratories for Materials Science and Technology;2024;10.1007/s40964-024-00713-x;TRUE;sn2023csal
Empa - Swiss Federal Laboratories for Materials Science and Technology;2024;10.1007/s10055-024-01003-1;TRUE;sn2023csal
Empa - Swiss Federal Laboratories for Materials Science and Technology;2024;10.1007/s00216-024-05450-2;TRUE;sn2023csal
Empa - Swiss Federal Laboratories for Materials Science and Technology;2024;10.1007/s11356-024-35198-2;TRUE;sn2023csal
Empa - Swiss Federal Laboratories for Materials Science and Technology;2024;10.1007/s10971-024-06390-0;TRUE;sn2023csal
Empa - Swiss Federal Laboratories for Materials Science and Technology;2024;10.1007/s11120-024-01114-5;TRUE;sn2023csal
Empa - Swiss Federal Laboratories for Materials Science and Technology;2024;10.1007/s00276-023-03295-5;TRUE;sn2023csal
Empa - Swiss Federal Laboratories for Materials Science and Technology;2024;10.1617/s11527-024-02334-w;TRUE;sn2023csal
Empa - Swiss Federal Laboratories for Materials Science and Technology;2024;10.1007/s10237-023-01815-1;TRUE;sn2023csal
Empa - Swiss Federal Laboratories for Materials Science and Technology;2024;10.1007/s11665-024-09970-x;TRUE;sn2023csal
Empa - Swiss Federal Laboratories for Materials Science and Technology;2024;10.1007/s11665-024-09763-2;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s40725-024-00228-2;TRUE;sn2023csal
ETH Zurich;2024;10.21136/am.2024.0052-24;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11357-024-01313-x;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00259-024-07013-0;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10518-024-02088-4;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00572-024-01159-3;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00429-024-02840-1;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10577-024-09756-w;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00216-024-05349-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10640-024-00910-w;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10888-024-09637-6;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00022-024-00731-8;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10603-024-09561-2;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10518-024-01929-6;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00429-024-02815-2;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11116-024-10517-1;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10494-024-00576-w;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11116-024-10526-0;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10712-024-09861-9;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10518-024-02034-4;TRUE;sn2023csal
ETH Zurich;2024;10.1038/s41418-024-01435-x;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10551-024-05759-z;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11207-024-02395-8;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00586-024-08537-7;TRUE;sn2023csal
ETH Zurich;2024;10.1057/s41311-024-00646-w;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s12687-024-00757-0;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11191-024-00500-8;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10584-024-03709-2;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10457-024-00997-6;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10676-024-09790-6;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10055-024-01071-3;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00277-024-06142-8;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00394-024-03413-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s40940-024-00265-0;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00410-024-02167-4;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s12551-024-01244-z;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10584-024-03678-6;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11123-024-00728-0;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11092-024-09445-6;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10439-024-03472-6;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s13346-024-01563-4;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s40964-024-00674-1;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00454-024-00665-7;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11357-024-01232-x;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10107-024-02117-9;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11005-024-01841-9;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s40687-024-00463-w;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s43681-024-00563-x;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11263-024-02251-z;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00018-024-05502-x;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00417-024-06467-0;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s13171-024-00358-6;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00603-024-04025-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00603-024-03968-6;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00170-024-14597-2;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s13385-024-00402-7;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10676-024-09812-3;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11229-024-04677-x;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00170-024-14046-0;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00348-024-03864-3;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00220-024-05121-4;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s13593-024-00947-7;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00410-024-02119-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11071-024-10026-x;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00170-024-12952-x;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00348-024-03820-1;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10676-024-09791-5;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00023-024-01478-3;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10955-024-03367-9;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s42242-024-00309-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10888-024-09662-5;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00394-024-03561-1;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10884-024-10382-7;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00466-024-02551-8;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00170-024-14583-8;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11701-024-01981-z;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10021-024-00920-1;TRUE;sn2023csal
ETH Zurich;2024;10.1057/s41294-024-00242-0;TRUE;sn2023csal
ETH Zurich;2024;10.1057/s41294-024-00244-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s40264-024-01490-w;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00162-024-00725-x;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11012-024-01923-x;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s42543-024-00090-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11440-024-02447-0;TRUE;sn2023csal
ETH Zurich;2024;10.1617/s11527-024-02337-7;TRUE;sn2023csal
ETH Zurich;2024;10.1057/s41311-024-00656-8;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00466-024-02528-7;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00161-024-01323-2;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11784-024-01151-6;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00146-024-01968-2;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s13348-024-00444-w;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s42421-024-00109-x;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s41693-024-00138-6;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11023-024-09681-1;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11071-024-10687-8;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10640-024-00863-0;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00778-024-00845-0;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11548-024-03112-3;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s41468-024-00182-9;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10766-024-00761-4;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10494-024-00540-8;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00205-024-01976-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00526-024-02738-0;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10460-024-10621-z;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11116-024-10552-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10237-024-01827-5;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11548-024-03110-5;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00603-024-03938-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10994-024-06559-2;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s41693-024-00115-z;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00348-024-03814-z;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11104-024-06753-0;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10712-024-09860-w;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00031-024-09888-7;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00394-023-03313-7;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11263-024-01996-x;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00190-024-01829-2;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00440-023-01252-2;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00410-024-02115-2;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10113-024-02261-0;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s12188-024-00283-3;TRUE;sn2023csal
ETH Zurich;2024;10.1617/s11527-023-02289-4;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s12665-024-11451-2;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s40964-024-00600-5;TRUE;sn2023csal
ETH Zurich;2024;10.1057/s10713-024-00106-8;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11229-023-04449-z;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10640-023-00835-w;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00394-024-03339-5;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11548-024-03116-z;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00493-024-00103-5;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00146-024-02059-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10460-024-10608-w;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11071-023-09213-z;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00603-023-03736-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s13369-024-08720-4;TRUE;sn2023csal
ETH Zurich;2024;10.14283/jfa.2024.19;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00355-023-01505-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10668-023-04427-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00493-024-00082-7;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00603-023-03720-6;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11139-024-00847-0;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s40879-023-00724-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11625-023-01455-5;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10640-024-00851-4;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s42081-024-00243-4;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00220-024-04954-3;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s13366-024-00739-w;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s44007-024-00094-1;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00190-024-01856-z;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10107-024-02148-2;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00145-024-09496-4;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00220-024-04989-6;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00366-024-01944-w;TRUE;sn2023csal
ETH Zurich;2024;10.1365/s43439-024-00129-x;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00440-024-01319-8;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00190-024-01903-9;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00145-024-09493-7;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s40964-024-00584-2;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11023-024-09669-x;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11104-024-06582-1;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s00023-024-01445-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s10444-023-10092-6;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11633-024-1393-8;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11558-024-09559-y;TRUE;sn2023csal
ETH Zurich;2024;10.1007/s11426-024-2032-6;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s12553-024-00894-z;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s12553-024-00875-2;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s42484-024-00198-5;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s12553-024-00864-5;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s41781-024-00116-1;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s12553-024-00837-8;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s12553-024-00882-3;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s10967-024-09811-0;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s11012-024-01896-x;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s00285-024-02144-2;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s41781-024-00124-1;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s41781-024-00121-4;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s41365-024-01589-w;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s41781-023-00111-y;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s41781-024-00118-z;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1140/epjp/s13360-024-05773-0;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s41781-024-00128-x;TRUE;sn2023csal
European Organization for Nuclear Research;2024;10.1007/s41781-023-00106-9;TRUE;sn2023csal
Forschungsinstitut für biologischen Landbau FiBL;2024;10.1007/s00425-024-04502-2;TRUE;sn2023csal
Forschungsinstitut für biologischen Landbau FiBL;2024;10.1007/s10113-024-02243-2;TRUE;sn2023csal
Forschungsinstitut für biologischen Landbau FiBL;2024;10.1007/s10460-024-10643-7;TRUE;sn2023csal
Graduate Institute of International and Development Studies;2024;10.1007/s00181-024-02650-8;TRUE;sn2023csal
Graduate Institute of International and Development Studies;2024;10.1007/s41027-024-00497-2;TRUE;sn2023csal
Graduate Institute of International and Development Studies;2024;10.1007/s11133-024-09561-1;TRUE;sn2023csal
Graduate Institute of International and Development Studies;2024;10.1057/s41294-024-00237-x;TRUE;sn2023csal
Graduate Institute of International and Development Studies;2024;10.1007/s43681-024-00535-1;TRUE;sn2023csal
Graduate Institute of International and Development Studies;2024;10.1007/s11558-024-09545-4;TRUE;sn2023csal
Haute École Pédagogique du Canton de Vaud;2024;10.1007/s10339-024-01222-z;TRUE;sn2023csal
Haute École Pédagogique du Canton de Vaud;2024;10.1007/s10758-024-09753-2;TRUE;sn2023csal
Haute École Pédagogique du Canton de Vaud;2024;10.1007/s11858-024-01554-2;TRUE;sn2023csal
Haute Ecole Pédagogique du Valais;2024;10.1007/s40688-024-00517-4;TRUE;sn2023csal
Lucerne University of Applied Sciences and Arts;2024;10.1007/s12217-024-10155-3;TRUE;sn2023csal
Medicines for Malaria Venture;2024;10.1007/s00210-024-03245-x;TRUE;sn2023csal
OST University of Applied Science of Eastern Switzerland;2024;10.1007/s42521-024-00117-0;TRUE;sn2023csal
OST University of Applied Science of Eastern Switzerland;2024;10.1365/s40702-024-01095-y;TRUE;sn2023csal
OST University of Applied Science of Eastern Switzerland;2024;10.1007/s16024-024-00407-y;TRUE;sn2023csal
Pädagogische Hochschule Thurgau;2024;10.1007/s13138-024-00248-2;TRUE;sn2023csal
Pädagogische Hochschule Thurgau;2024;10.1007/s11858-024-01600-z;TRUE;sn2023csal
