institution;period;doi;is hybrid;agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s11625-023-01348-7;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s13349-023-00711-7;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s10639-023-11909-z;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s10746-023-09679-1;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s00348-023-03667-y;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s10518-023-01726-7;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s11340-023-00981-8;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s11249-023-01772-x;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s10485-023-09738-9;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s11265-023-01884-6;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s40598-023-00233-6;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s11011-023-01269-5;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s00209-023-03335-1;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s10614-023-10449-5;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1557/s43579-023-00447-x;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s00780-023-00514-0;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s10518-023-01765-0;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s41635-023-00135-1;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s11524-023-00786-z;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s10639-023-12043-6;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s10623-023-01288-4;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s11856-023-2533-5;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s10208-023-09624-9;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s00415-023-12023-3;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s11663-023-02939-6;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s00401-023-02640-7;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s10849-023-09411-3;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s00348-023-03732-6;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s10518-023-01810-y;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s11423-023-10318-w;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s00138-023-01484-1;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1557/s43578-023-01245-w;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s00446-023-00458-w;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s12567-023-00531-x;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s00778-023-00828-7;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s42521-023-00102-z;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1557/s43577-023-00644-y;TRUE;Swiss Consortium Springer Compact agreement
École Polytechnique Fédérale de Lausanne;2023;10.1007/s12274-023-6396-1;TRUE;Swiss Consortium Springer Compact agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2023;10.1007/s10853-022-08121-8;TRUE;Swiss Consortium Springer Compact agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2023;10.1007/s00253-023-12381-y;TRUE;Swiss Consortium Springer Compact agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2023;10.1617/s11527-023-02115-x;TRUE;Swiss Consortium Springer Compact agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2023;10.1007/s13346-023-01305-y;TRUE;Swiss Consortium Springer Compact agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2023;10.1007/s00348-023-03618-7;TRUE;Swiss Consortium Springer Compact agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2023;10.1007/s42765-023-00291-7;TRUE;Swiss Consortium Springer Compact agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2023;10.1007/s40964-023-00458-z;TRUE;Swiss Consortium Springer Compact agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2023;10.1007/s10162-023-00904-3;TRUE;Swiss Consortium Springer Compact agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2023;10.1007/s10163-023-01745-1;TRUE;Swiss Consortium Springer Compact agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2023;10.1007/s00253-023-12687-x;TRUE;Swiss Consortium Springer Compact agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2023;10.1140/epjb/s10051-023-00575-2;TRUE;Swiss Consortium Springer Compact agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2023;10.1007/s00348-023-03695-8;TRUE;Swiss Consortium Springer Compact agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2023;10.1007/s00348-023-03742-4;TRUE;Swiss Consortium Springer Compact agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2023;10.1007/s10845-023-02279-x;TRUE;Swiss Consortium Springer Compact agreement
Empa - Swiss Federal Laboratories for Materials Science and Technology;2023;10.1007/s10971-023-06282-9;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11251-022-09601-9;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00401-023-02537-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11548-022-02819-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00024-022-03226-2;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00170-022-10787-y;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11207-022-02106-1;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00502-022-01108-y;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10584-023-03484-6;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.14283/jfa.2023.6;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11214-023-00956-0;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s44150-023-00084-x;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00029-023-00830-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10762-023-00907-4;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s12063-023-00350-7;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00707-023-03506-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s41693-023-00090-x;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10915-023-02130-8;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00603-023-03249-8;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11071-023-08300-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10853-023-08263-3;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00190-023-01706-4;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10699-023-09901-4;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00248-023-02191-0;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11633-022-1394-4;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10971-023-06069-y;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1038/s41396-023-01385-1;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s12274-023-5598-x;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1617/s11527-023-02132-w;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00208-023-02583-0;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10456-023-09870-z;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10551-023-05377-1;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00018-023-04735-6;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11548-023-02858-6;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1038/s41416-023-02228-8;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00526-023-02468-9;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00204-023-03490-8;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11023-023-09633-1;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11263-023-01780-3;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10518-023-01676-0;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00181-023-02419-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10699-023-09915-y;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10518-023-01683-1;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1140/epjd/s10053-023-00639-z;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s41449-023-00360-y;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00493-023-00023-w;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s13235-023-00503-0;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10334-023-01089-9;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00222-023-01190-9;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11139-023-00725-1;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11096-023-01587-9;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11263-023-01799-6;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11263-023-01802-0;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00446-023-00447-z;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10668-023-03363-1;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10551-023-05425-w;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s12665-023-10954-8;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00493-023-00045-4;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00190-023-01745-x;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10040-023-02641-6;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s44150-023-00092-x;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10342-023-01582-9;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10596-023-10214-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11440-023-01944-y;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11104-023-06093-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s40964-023-00459-y;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00181-023-02435-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11224-023-02192-2;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10516-023-09686-y;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10703-023-00427-w;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00041-023-10020-8;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s13311-023-01396-y;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00122-023-04395-x;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1038/s41396-023-01465-2;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1038/s41380-023-02131-x;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11625-023-01380-7;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s42558-023-00053-w;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11071-023-08705-2;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00410-023-02028-6;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00348-023-03673-0;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10113-023-02099-y;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00022-023-00683-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00161-023-01245-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1057/s42738-023-00102-2;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00603-023-03455-4;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10585-023-10224-8;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11587-023-00801-0;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10444-023-10065-9;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11229-023-04273-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10208-023-09618-7;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00220-023-04814-6;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s42421-023-00077-8;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s42421-023-00075-w;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10669-023-09931-0;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00422-023-00973-w;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10669-023-09928-9;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00209-023-03339-x;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11367-023-02210-9;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00603-023-03509-7;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00603-023-03505-x;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11357-023-00909-z;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00208-023-02708-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10669-023-09934-x;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10514-023-10128-2;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00410-023-02047-3;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1057/s42214-023-00170-3;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00023-023-01357-3;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10453-023-09796-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00029-023-00871-w;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11005-023-01716-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10518-023-01766-z;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10869-023-09910-x;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s43069-023-00248-x;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11666-023-01656-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11633-023-1466-0;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10614-023-10462-8;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s12110-023-09461-3;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10107-023-02018-3;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s13278-023-01120-w;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s41549-023-00088-y;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00205-023-01931-3;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s41469-023-00153-x;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s40509-023-00309-0;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s40072-023-00313-w;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s13235-023-00529-4;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s41064-023-00258-8;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s41468-023-00145-6;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s40879-023-00696-z;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10668-023-03899-2;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s41469-023-00154-w;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s43545-023-00775-8;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10291-023-01553-y;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10676-023-09729-3;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10514-023-10141-5;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1038/s41396-023-01549-z;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00348-023-03730-8;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11207-023-02216-4;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10765-023-03290-3;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00220-023-04856-w;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s11340-023-01017-x;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s12369-023-01076-z;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00018-023-05031-z;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00035-023-00302-8;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00526-023-02617-0;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s10459-023-10304-0;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00780-023-00526-w;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00454-023-00612-y;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00216-023-05064-0;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00208-023-02775-8;TRUE;Swiss Consortium Springer Compact agreement
ETH Zurich;2023;10.1007/s00394-023-03287-6;TRUE;Swiss Consortium Springer Compact agreement
